code,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,city_name
jwh,houston/tx/us:westchase hpt,hou,y,tx,us,namer,houston
jwl,houston/tx/us:woodlawns hpt,hou,y,tx,us,namer,houston
jwn,zanjan/ir,jwn,y,,ir,meast,zanjan
jxn,jackson/mi/us:reynolds mncpl,jxn,y,mi,us,namer,jackson
jyr,jiroft/ir:jiroft,jyr,y,,ir,meast,jiroft
jyv,jyvaskyla/fi,jyv,y,,fi,europ,jyvaskyla
jzh,song pa/cn:jiu zhai huang long,jzh,y,,cn,asia,song pan
kaa,kasama/zm,kaa,y,,zm,afric,kasama
kab,kariba/zw,kab,y,,zw,afric,kariba
kac,kameshli/sy,kac,y,,sy,meast,kameshli
kad,kaduna/ng,kad,y,,ng,afric,kaduna
kae,kake/ak/us:spb,kae,y,ak,us,namer,kake
kaf,karato/pg,kaf,y,,pg,austl,karato
kag,gangneung/kr,kag,y,,kr,asia,gangneung
kah,melbourne kah/vi/au:city hpt,mel,y,vi,au,austl,melbourne kah
kai,kaieteur/gy,kai,y,,gy,samer,kaieteur
kaj,kajaani/fi,kaj,y,,fi,europ,kajaani
kak,kar/pg,kak,y,,pg,austl,kar
kal,kaltag/ak/us,kal,y,ak,us,namer,kaltag
kam,kamaran is/ye,kam,y,,ye,meast,kamaran is
kan,kano/ng:aminu kano intl,kan,y,,ng,afric,kano
kao,kuusamo/fi,kao,y,,fi,europ,kuusamo
kap,kapanga/cd,kap,y,,cd,afric,kapanga
kaq,kamulai/pg,kaq,y,,pg,austl,kamulai
kar,kamarang/gy,kar,y,,gy,samer,kamarang
kas,karasburg/na,kas,y,,na,afric,karasburg
kat,kaitaia/nz,kat,y,,nz,austl,kaitaia
kau,kauhava/fi,kau,y,,fi,europ,kauhava
kav,kavanayen/ve,kav,y,,ve,samer,kavanayen
kaw,kawthaung/mm,kaw,y,,mm,seasi,kawthaung
kax,kalbarri/wa/au,kax,y,wa,au,austl,kalbarri
kay,wakaya island/fj,kay,y,,fj,austl,wakaya island
kaz,kau/id,kaz,y,,id,seasi,kau
kba,kabala/sl,kba,y,,sl,afric,kabala
kbb,kirkimbie/nt/au,kbb,y,nt,au,austl,kirkimbie
kbc,birch creek/ak/us,kbc,y,ak,us,namer,birch creek
kbd,kimberley downs/wa/au,kbd,y,wa,au,austl,kimberley downs
kbe,bell island/ak/us:hot springs,kbe,y,ak,us,namer,bell island
kbf,karubaga/id,kbf,y,,id,seasi,karubaga
kbg,kabalega falls/ug,kbg,y,,ug,afric,kabalega falls
kbh,kalat/pk,kbh,y,,pk,asia,kalat
kbi,kribi/cm,kbi,y,,cm,afric,kribi
kbj,kings canyon/nt/au,kbj,y,nt,au,austl,kings canyon
kbk,klag bay/ak/us,kbk,y,ak,us,namer,klag bay
kbl,kabul/af:khwaja rawash,kbl,y,,af,meast,kabul
kbm,kabwum/pg,kbm,y,,pg,austl,kabwum
kbn,kabinda/cd,kbn,y,,cd,afric,kabinda
kbo,kabalo/cd,kbo,y,,cd,afric,kabalo
kbp,kiev/ua:borispol,iev,y,,ua,euras,kiev
kbq,kasungu/mw,kbq,y,,mw,afric,kasungu
kbr,kota bharu/my:pengkalan chepa,kbr,y,,my,seasi,kota bharu
kbt,kaben/mh,kbt,y,,mh,pacif,kaben
kbu,kotabaru/id,kbu,y,,id,seasi,kotabaru
kbv,krabi/th,kbv,y,,th,seasi,krabi
kbw,chignik/ak/us:chignik bay,kcl,y,ak,us,namer,chignik
kbx,kambuaya/id,kbx,y,,id,seasi,kambuaya
kby,streaky bay/sa/au,kby,y,sa,au,austl,streaky bay
kbz,kaikoura/nz,kbz,y,,nz,austl,kaikoura
kca,kuqa/cn,kca,y,,cn,asia,kuqa
kcb,kasikasima/sr:tepoe airstrip,kcb,y,,sr,samer,kasikasima
kcc,coffman cove/ak/us:coffman co,kcc,y,ak,us,namer,coffman cove
kcd,kamur/id,kcd,y,,id,seasi,kamur
kce,collinsville/ql/au,kce,y,ql,au,austl,collinsville
kcf,kadanwari/pk,kcf,y,,pk,asia,kadanwari
kcg,chignik/ak/us:fisheries,kcl,y,ak,us,namer,chignik
kch,kuching/my,kch,y,,my,seasi,kuching
kci,kon/id,kci,y,,id,seasi,kon
kcj,komaio/pg,kcj,y,,pg,austl,komaio
kck,kansas city/ks/us:fairfax mncp,kck,y,ks,us,namer,kansas city
kcl,chignik/ak/us:lagoon,kcl,y,ak,us,namer,chignik
kcm,kahramanmaras/tr,kcm,y,,tr,euras,kahramanmaras
kcn,chernofski/ak/us:spb,kcn,y,ak,us,namer,chernofski
kco,kocaeli/tr:kocaeli,kco,y,,tr,euras,kocaeli
kcp,kamenets podolski/ua,kcp,y,,ua,euras,kamenets podolski
kcq,chignik lake/ak/us,kcl,y,ak,us,namer,chignik lake
kcr,colorado creek/ak/us,kcr,y,ak,us,namer,colorado creek
kcs,kings creek stati/nt/au,kcs,y,nt,au,austl,kings creek stati
kct,koggala/lk:koggala,kct,y,,lk,asia,koggala
kcu,masindi/ug,kcu,y,,ug,afric,masindi
kcz,kochi/jp,kcz,y,,jp,asia,kochi
kda,kolda/sn,kda,y,,sn,afric,kolda
kdb,kambalda/wa/au,kdb,y,wa,au,austl,kambalda
kdc,kandi/bj,kdc,y,,bj,afric,kandi
kdd,khuzdar/pk,kdd,y,,pk,asia,khuzdar
kde,koroba/pg,kde,y,,pg,austl,koroba
kdf,kouba/dz,kdf,y,,dz,afric,kouba
kdg,kardjali/bg,kdg,y,,bg,eeuro,kardjali
kdh,kandahar/af,kdh,y,,af,meast,kandahar
kdi,kendari/id:wolter monginsidi,kdi,y,,id,seasi,kendari
kdj,n'djole/ga,kdj,y,,ga,afric,n'djole
kdk,kodiak/ak/us:municipal,adq,y,ak,us,namer,kodiak
kdl,kardla/ee,kdl,y,,ee,eeuro,kardla
kdm,kaadedhdhoo/mv,kdm,y,,mv,iocea,kaadedhdhoo
kdn,ndende/ga,kdn,y,,ga,afric,ndende
kdo,kadhdhoo/mv,kdo,y,,mv,iocea,kadhdhoo
kdp,kandep/pg,kdp,y,,pg,austl,kandep
kdq,kamberatoro/pg,kdq,y,,pg,austl,kamberatoro
kdr,kandrian/pg,kdr,y,,pg,austl,kandrian
kds,kamaran downs/ql/au,kds,y,ql,au,austl,kamaran downs
kdt,kamphangsaen/th:kamphangsaen,kdt,y,,th,seasi,kamphangsaen
kdu,skardu/pk,kdu,y,,pk,asia,skardu
kdv,kadava/fj,kdv,y,,fj,austl,kadava
kdw,kandy/lk:victoria reservoir,kdw,y,,lk,asia,kandy
kdy,mahaweli/lk:mahaweli,kdy,y,,lk,asia,mahaweli
kdz,katugastota/lk:polgolla reserv,kdz,y,,lk,asia,katugastota
kea,keisah/id,kea,y,,id,seasi,keisah
keb,nanwalek/ak/us,keb,y,ak,us,namer,nanwalek
kec,kasenga/cd,kec,y,,cd,afric,kasenga
ked,kaedi/mr,ked,y,,mr,afric,kaedi
kee,kelle/cg,kee,y,,cg,afric,kelle
kef,reykjavik/is:keflavik intl,rek,y,,is,europ,reykjavik
keg,keglsugl/pg,keg,y,,pg,austl,keglsugl
keh,kenmore air harbo/wa/us,keh,y,wa,us,namer,kenmore air harbo
kei,kepi/id,kei,y,,id,seasi,kepi
kej,kemerovo/ru,kej,y,,ru,euras,kemerovo
kek,ekwok/ak/us,kek,y,ak,us,namer,ekwok
kel,kiel/de:holtenau,kel,y,,de,europ,kiel
kem,kemi tornio/fi,kem,y,,fi,europ,kemi tornio
ken,kenema/sl,ken,y,,sl,afric,kenema
keo,odienne/ci,keo,y,,ci,afric,odienne
kep,nepalganj/np,kep,y,,np,asia,nepalganj
keq,kebar/id,keq,y,,id,seasi,kebar
ker,kerman/ir,ker,y,,ir,meast,kerman
kes,kelsey/mb/ca,kes,y,mb,ca,namer,kelsey
ket,keng tung/mm,ket,y,,mm,seasi,keng tung
keu,kelly bar/ak/us,keu,y,ak,us,namer,kelly bar
kev,kuorevesi/fi:halli,kev,y,,fi,europ,kuorevesi
kew,keewaywin/on/ca,kew,y,on,ca,namer,keewaywin
kex,kanabea/pg,kex,y,,pg,austl,kanabea
key,kericho/ke,key,y,,ke,afric,kericho
kez,kelaniya/lk:kelaniya river,kez,y,,lk,asia,kelaniya
kfa,kiffa/mr,kfa,y,,mr,afric,kiffa
kfg,kalkurung/nt/au,kfg,y,nt,au,austl,kalkurung
kfp,false pass/ak/us,kfp,y,ak,us,namer,false pass
kfs,kastamonu/tr:kastamonu,kfs,y,,tr,euras,kastamonu
kga,kananga/cd,kga,y,,cd,afric,kananga
kgb,konge/pg,kgb,y,,pg,austl,konge
kgc,kingscote/sa/au,kgc,y,sa,au,austl,kingscote
kgd,kaliningrad/ru,kgd,y,,ru,euras,kaliningrad
kge,kagau/sb,kge,y,,sb,austl,kagau
kgf,karaganda/kz,kgf,y,,kz,euras,karaganda
kgg,kedougou/sn,kgg,y,,sn,afric,kedougou
kgh,yongai/pg,kgh,y,,pg,austl,yongai
kgi,kalgoorlie/wa/au,kgi,y,wa,au,austl,kalgoorlie
kgj,karonga/mw,kgj,y,,mw,afric,karonga
kgk,new koliganek/ak/us,kgk,y,ak,us,namer,new koliganek
kgl,kigali/rw:gregoire kayibanda,kgl,y,,rw,afric,kigali
kgm,kungum/pg,kgm,y,,pg,austl,kungum
kgn,kasongo lunda/cd,kgn,y,,cd,afric,kasongo lunda
kgo,kirovograd/ua,kgo,y,,ua,euras,kirovograd
kgp,kogalym/ru:kogalym intl,kgp,y,,ru,euras,kogalym
kgr,kulgera/nt/au,kgr,y,nt,au,austl,kulgera
kgs,kos/gr,kgs,y,,gr,europ,kos
kgu,keningau/my,kgu,y,,my,seasi,keningau
kgw,kagi/pg,kgw,y,,pg,austl,kagi
kgx,grayling/ak/us,kgx,y,ak,us,namer,grayling
kgy,kingaroy/ql/au,kgy,y,ql,au,austl,kingaroy
kgz,glacier creek/ak/us,kgz,y,ak,us,namer,glacier creek
kha,khaneh/ir,kha,y,,ir,meast,khaneh
khc,kerch/ua,khc,y,,ua,euras,kerch
khd,khorramabad/ir:khorramabad,khd,y,,ir,meast,khorramabad
khe,kherson/ua,khe,y,,ua,euras,kherson
khg,kashi/cn,khg,y,,cn,asia,kashi
khh,kaohsiung/tw:international,khh,y,,tw,asia,kaohsiung
khi,karachi/pk:quaid-e-azam intl,khi,y,,pk,asia,karachi
khj,kauhajoki/fi,khj,y,,fi,europ,kauhajoki
khk,khark island/ir,khk,y,,ir,meast,khark island
khl,khulna/bd,khl,y,,bd,asia,khulna
khm,khamti/mm,khm,y,,mm,seasi,khamti
khn,nanchang/cn,khn,y,,cn,asia,nanchang
kho,khoka moya/za,kho,y,,za,afric,khoka moya
khr,kharkhorin/mn,khr,y,,mn,asia,kharkhorin
khs,khasab/om,khs,y,,om,meast,khasab
kht,khost/af,kht,y,,af,meast,khost
khu,kremenchug/ua,khu,y,,ua,euras,kremenchug
khv,khabarovsk/ru:novyy,khv,y,,ru,euras,khabarovsk
khw,khwai river lodge/bw,khw,y,,bw,afric,khwai river lodge
khy,khoy/ir,khy,y,,ir,meast,khoy
khz,kauehi/pf:kauehi,khz,y,,pf,pacif,kauehi
kia,kaiapit/pg,kia,y,,pg,austl,kaiapit
kib,ivanof bay/ak/us:spb,kib,y,ak,us,namer,ivanof bay
kic,king city/ca/us:mesa del rey,kic,y,ca,us,namer,king city
kid,kristianstad/se,kid,y,,se,europ,kristianstad
kie,kieta/pg:aropa,kie,y,,pg,austl,kieta
kif,kingfisher lake/on/ca,kif,y,on,ca,namer,kingfisher lake
kig,koinghaas/za,kig,y,,za,afric,koinghaas
kih,kish island/ir,kih,y,,ir,meast,kish island
kii,kibuli/pg,kii,n,,pg,austl,kibuli
kij,niigata/jp,kij,y,,jp,asia,niigata
kik,kirkuk/iq,kik,y,,iq,meast,kirkuk
kil,kilwa/cd,kil,y,,cd,afric,kilwa
kim,kimberley/za,kim,y,,za,afric,kimberley
kin,kingston/jm:norman manley,kin,y,,jm,carib,kingston
kio,kili island/mh,kio,y,,mh,pacif,kili island
kip,wichita falls/tx/us:kickapoo,sps,y,tx,us,namer,wichita falls
kiq,kira/pg,kiq,y,,pg,austl,kira
kir,kerry county/ie:kerry county,kir,y,,ie,europ,kerry county
kis,kisumu/ke,kis,y,,ke,afric,kisumu
kit,kithira/gr,kit,y,,gr,europ,kithira
kiu,kiunga/ke,kiu,y,,ke,afric,kiunga
kiv,chisinau/md,kiv,y,,md,euras,chisinau
kiw,kitwe/zm:southdowns,kiw,y,,zm,afric,kitwe
kix,osaka/jp:kansai intl,osa,y,,jp,asia,osaka
kiy,kilwa/tz,kiy,y,,tz,afric,kilwa
kiz,kikinonda/pg,kiz,y,,pg,austl,kikinonda
kja,krasnojarsk/ru,kja,y,,ru,euras,krasnojarsk
kjk,kortrijk/be,kjk,y,,be,europ,kortrijk
kjn,kenana/sd:kenana,kjn,y,,sd,afric,kenana
kjp,kerama/jp,kjp,y,,jp,asia,kerama
kju,kamiraba/pg,kju,y,,pg,austl,kamiraba
kka,koyuk/ak/us,kka,y,ak,us,namer,koyuk
kkb,kitoi bay/ak/us:spb,kkb,y,ak,us,namer,kitoi bay
kkc,khon kaen/th,kkc,y,,th,seasi,khon kaen
kkd,kokoda/pg,kkd,y,,pg,austl,kokoda
kke,kerikeri/nz,kke,y,,nz,austl,kerikeri
kkf,kagvik creek/ak/us,kkf,y,ak,us,namer,kagvik creek
kkg,konawaruk/gy,kkg,y,,gy,samer,konawaruk
kkh,kongiganak/ak/us,kkh,y,ak,us,namer,kongiganak
kki,akiachak/ak/us:spb,kki,y,ak,us,namer,akiachak
kkj,kita kyushu/jp:kokura,kkj,y,,jp,asia,kita kyushu
kkk,kalakaket/ak/us:kalakaket afs,kkk,y,ak,us,namer,kalakaket
kkl,karluk lake/ak/us:karluk lake,kkl,y,ak,us,namer,karluk lake
kkm,lop buri/th,kkm,y,,th,seasi,lop buri
kkn,kirkenes/no:hoeybuktmoen,kkn,y,,no,europ,kirkenes
kko,kaikohe/nz,kko,y,,nz,austl,kaikohe
kkp,koolburra/ql/au,kkp,y,ql,au,austl,koolburra
kkr,kaukura atoll/pf,kkr,y,,pf,pacif,kaukura atoll
kkt,kentland/in/us,kkt,y,in,us,namer,kentland
kku,ekuk/ak/us,kku,y,ak,us,namer,ekuk
kkw,kikwit/cd,kkw,y,,cd,afric,kikwit
kkx,kikaiga shima/jp,kkx,y,,jp,asia,kikaiga shima
kky,kilkenny/ie,kky,y,,ie,europ,kilkenny
kkz,koh kong/kh,kkz,y,,kh,seasi,koh kong
kla,kampala/ug:kampala,kla,y,,ug,afric,kampala
klb,kalabo/zm,klb,y,,zm,afric,kalabo
klc,kaolack/sn,klc,y,,sn,afric,kaolack
kld,kalinin/ru:migalovo,kld,y,,ru,euras,kalinin
kle,kaele/cm,kle,y,,cm,afric,kaele
klf,kaluga/ru,klf,y,,ru,euras,kaluga
klg,kalskag/ak/us:municipal,klg,y,ak,us,namer,kalskag
klh,kolhapur/in,klh,y,,in,asia,kolhapur
kli,kota koli/cd,kli,y,,cd,afric,kota koli
klk,kalokol/ke,klk,y,,ke,afric,kalokol
kll,levelock/ak/us,kll,y,ak,us,namer,levelock
klm,kalaleh/ir:kalaleh,klm,y,,ir,meast,kalaleh
kln,larsen bay/ak/us:larsen spb,kln,y,ak,us,namer,larsen bay
klo,kalibo/ph,klo,y,,ph,pacif,kalibo
klp,kelp bay/ak/us,klp,y,ak,us,namer,kelp bay
klq,keluang/id,klq,y,,id,seasi,keluang
klr,kalmar/se,klr,y,,se,europ,kalmar
kls,kelso/wa/us:longview,kls,y,wa,us,namer,kelso
klt,kaiserslautern/de:railwayc,klt,y,,de,europ,kaiserslautern
klu,klagenfurt/at,klu,y,,at,europ,klagenfurt
klv,karlovy vary/cz,klv,y,,cz,eeuro,karlovy vary
klw,klawock/ak/us,klw,y,ak,us,namer,klawock
klx,kalamata/gr,klx,y,,gr,europ,kalamata
kly,kalima/cd,kly,y,,cd,afric,kalima
klz,kleinzee/za,klz,y,,za,afric,kleinzee
kma,kerema/pg,kma,y,,pg,austl,kerema
kmb,koinambe/pg,kmb,y,,pg,austl,koinambe
kmc,king k/sa:king khalid military,kmc,y,,sa,meast,king khalid mil city
kmd,mandji/ga,kmd,y,,ga,afric,mandji
kme,kamembe/rw,kme,y,,rw,afric,kamembe
kmf,kamina/pg,kmf,y,,pg,austl,kamina
kmg,kunming/cn,kmg,y,,cn,asia,kunming
kmh,kuruman/za,kmh,y,,za,afric,kuruman
kmi,miyazaki/jp,kmi,y,,jp,asia,miyazaki
kmj,kumamoto/jp,kmj,y,,jp,asia,kumamoto
kmk,makabana/cg,kmk,y,,cg,afric,makabana
kml,kamileroi/ql/au,kml,y,ql,au,austl,kamileroi
kmm,kimam/id,kmm,y,,id,seasi,kimam
kmn,kamina/cd,kmn,y,,cd,afric,kamina
kmo,manokotak/ak/us:manokotak spb,kmo,y,ak,us,namer,manokotak
kmp,keetmanshoop/na:van der wath,kmp,y,,na,afric,keetmanshoop
kmq,komatsu/jp,kmq,y,,jp,asia,komatsu
kmr,karimui/pg,kmr,y,,pg,austl,karimui
kms,kumasi/gh,kms,y,,gh,afric,kumasi
kmt,kampot/kh,kmt,y,,kh,seasi,kampot
kmu,kismayu/so,kmu,y,,so,afric,kismayu
kmv,kalemyo/mm,kmv,y,,mm,seasi,kalemyo
kmw,kostroma/ru,kmw,y,,ru,euras,kostroma
kmx,khamis mushait/sa,kmx,y,,sa,meast,khamis mushait
kmy,moser bay/ak/us,kmy,y,ak,us,namer,moser bay
kmz,kaoma/zm,kmz,y,,zm,afric,kaoma
kna,vina del mar/cl,kna,y,,cl,samer,vina del mar
