code,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,city_name
nsp,sangley point/ph:naf,nsp,y,,ph,pacif,sangley point
nst,nakon si thammarat/th,nst,y,,th,seasi,nakon si thammarat
nsv,noosaville/ql/au,nsv,y,ql,au,austl,noosaville
nsx,virgin gorda/vg:north sound,nsx,y,,vg,carib,virgin gorda
nsy,sigonella/it:sigonella naf,cta,y,,it,europ,sigonella
nta,natadola/fj,nta,y,,fj,austl,natadola
ntb,notodden/no,ntb,y,,no,europ,notodden
ntc,santa carolina/mz,ntc,y,,mz,afric,santa carolina
ntd,port hueneme/ca/us:point mugu,ntd,y,ca,us,namer,port hueneme
nte,nantes/fr:atlantique,nte,y,,fr,europ,nantes
ntg,nantong/cn:nantong airport,ntg,y,,cn,asia,nantong
nti,bintuni/id,nti,y,,id,seasi,bintuni
ntj,manti/ut/us:manti ephraim,ntj,y,ut,us,namer,manti
ntl,newcastle/ns/au:williamtown,ntl,y,ns,au,austl,newcastle
ntm,miracema do norte/to/br,ntm,y,to,br,samer,miracema do norte
ntn,normanton/ql/au,ntn,y,ql,au,austl,normanton
nto,santo antao/cv,nto,y,,cv,afric,santo antao
ntq,wajima/jp:noto airport,ntq,y,,jp,asia,wajima
ntr,monterrey/mx:apt del norte,mty,y,,mx,namer,monterrey
ntt,niuatoputapu/to:kuini lavenia,ntt,y,,to,austl,niuatoputapu
ntu,oceana/va/us:nas,ntu,y,va,us,namer,oceana
ntx,natuna ranai/id,ntx,y,,id,seasi,natuna ranai
nty,sun city/za:pilansberg,nty,y,,za,afric,sun city
nua,nuwara eliya/lk:gregorys lake,nua,y,,lk,asia,nuwara eliya
nub,numbulwar/nt/au,nub,y,nt,au,austl,numbulwar
nud,en nahud/sd,nud,y,,sd,afric,en nahud
nue,nuremberg/de:nuremberg,nue,y,,de,europ,nuremberg
nuf,hatton/lk:castlereigh reservoi,nuf,y,,lk,asia,hatton
nug,nuguria/pg,nug,y,,pg,austl,nuguria
nuh,nunchia/co,nuh,y,,co,samer,nunchia
nui,nuiqsut/ak/us,nui,y,ak,us,namer,nuiqsut
nuj,nojeh/ir:nojeh,nuj,y,,ir,meast,nojeh
nuk,nukutavake/pf,nuk,y,,pf,pacif,nukutavake
nul,nulato/ak/us,nul,y,ak,us,namer,nulato
nun,pensacola/fl/us:saufley nas,pns,y,fl,us,namer,pensacola
nup,nunapitchuk/ak/us,nup,y,ak,us,namer,nunapitchuk
nuq,mountain view/ca/us:moffett fl,nuq,y,ca,us,namer,mountain view
nur,nullarbor/sa/au,nur,y,sa,au,austl,nullarbor
nus,norsup/vu,nus,y,,vu,austl,norsup
nut,nutuve/pg,nut,y,,pg,austl,nutuve
nuu,nakuru/ke,nuu,y,,ke,afric,nakuru
nuw,whidbey island/wa/us:ault fld,nuw,y,wa,us,namer,whidbey island
nux,novy urengov/ru,nux,y,,ru,euras,novy urengov
nva,neiva/co:la marguita,nva,y,,co,samer,neiva
nvd,nevada/mo/us,nvd,y,mo,us,namer,nevada
nvg,nueva guinea/ni,nvg,y,,ni,camer,nueva guinea
nvi,navoi/uz,nvi,y,,uz,euras,navoi
nvk,narvik/no:framnes,nvk,y,,no,europ,narvik
nvn,beckwourth/ca/us:nervino,nvn,y,ca,us,namer,beckwourth
nvp,novo aripuana/am/br,nvp,y,am,br,samer,novo aripuana
nvr,novgorod/ru,nvr,y,,ru,euras,novgorod
nvs,nevers/fr,nvs,y,,fr,europ,nevers
nvt,navegantes/sc/br,nvt,y,sc,br,samer,navegantes
nvy,neyveli/in,nvy,y,,in,asia,neyveli
nwa,moheli/km:heliport,nwa,y,,km,iocea,moheli
nwh,newport/nh/us:parlin field,nwh,y,nh,us,namer,newport
nwi,norwich/gb:norwich,nwi,y,,gb,europ,norwich
nwp,argentia/nl/ca:naval station,nwp,y,nl,ca,namer,argentia
nws,new york/ny/us:wall street spb,nyc,y,ny,us,namer,new york
nwt,nowata/pg,nwt,y,,pg,austl,nowata
nwu,bermuda/bm:nas,bda,y,,bm,atlan,bermuda
nxx,willow grove/pa/us:willow grov,nxx,y,pa,us,namer,willow grove
nyc,new york/ny/us,nyc,n,ny,us,namer,new york
nye,nyeri/ke,nye,y,,ke,afric,nyeri
nyg,quantico/va/us:quantanico nas,nyg,y,va,us,namer,quantico
nyi,sunyani/gh,nyi,y,,gh,afric,sunyani
nyk,nanyuki/ke,nyk,y,,ke,afric,nanyuki
nym,nadym/ru,nym,y,,ru,euras,nadym
nyn,nyngan/ns/au,nyn,y,ns,au,austl,nyngan
nyo,skavsta/se:skavsta intl,sto,y,,se,europ,skavsta
nyu,nyaung u/mm,nyu,y,,mm,seasi,nyaung u
nza,nzagi/ao,nza,y,,ao,afric,nzagi
nzc,jacksonville/fl/us:cecil field,jax,y,fl,us,namer,jacksonville
nze,nzerekore/gn,nze,y,,gn,afric,nzerekore
nzh,manzhouli/cn,nzh,y,,cn,asia,manzhouli
nzo,nzoia/ke,nzo,y,,ke,afric,nzoia
nzw,south weymouth/ma/us,nzw,y,ma,us,namer,south weymouth
nzy,san diego/ca/us:n island nas,san,y,ca,us,namer,san diego
oag,orange springhill/ns/au:spring,oag,y,ns,au,austl,orange springhill
oaj,jacksonville/nc/us:a j ellis,oaj,y,nc,us,namer,jacksonville
oak,oakland/ca/us:oakland intl,oak,y,ca,us,namer,oakland
oal,cacoal/ro/br,oal,y,ro,br,samer,cacoal
oam,oamaru/nz,oam,y,,nz,austl,oamaru
oan,olanchito/hn,oan,y,,hn,camer,olanchito
oar,monterey/ca/us:fritzsche aaf,mry,y,ca,us,namer,monterey
oax,oaxaca/mx:xoxocotlan,oax,y,,mx,namer,oaxaca
oba,oban/ql/au,oba,y,ql,au,austl,oban
obc,obock/dj,obc,y,,dj,afric,obock
obd,obano/id,obd,y,,id,seasi,obano
obe,okeechobee/fl/us:county,obe,y,fl,us,namer,okeechobee
obf,oberpfaffenhofen/de,obf,y,,de,europ,oberpfaffenhofen
obi,obidos/pa/br,obi,y,pa,br,samer,obidos
obk,northbrook/il/us:sky harbor,obk,y,il,us,namer,northbrook
obl,zoersel/be,obl,y,,be,europ,zoersel
obm,morobe/pg,obm,y,,pg,austl,morobe
obn,oban/gb:connel,obn,y,,gb,europ,oban
obo,obihiro/jp,obo,y,,jp,asia,obihiro
obs,aubenas/fr:vals lanas,obs,y,,fr,europ,aubenas
obt,oakland/md/us:oakland coliseum,obt,y,md,us,namer,oakland
obu,kobuk/ak/us:kobuk wien,obu,y,ak,us,namer,kobuk
obx,obo/pg,obx,y,,pg,austl,obo
oby,ittoqqortoormiit/gl,oby,y,,gl,europ,ittoqqortoormiit
oca,ocean reef/fl/us,oca,y,fl,us,namer,ocean reef
occ,coca/ec,occ,y,,ec,samer,coca
oce,ocean city/md/us:municipal,oce,y,md,us,namer,ocean city
ocf,ocala/fl/us:taylor field,ocf,y,fl,us,namer,ocala
och,nacogdoches/tx/us,och,y,tx,us,namer,nacogdoches
oci,oceanic/ak/us,oci,y,ak,us,namer,oceanic
ocj,ocho rios/jm:boscobel,ocj,y,,jm,carib,ocho rios
ocn,oceanside/ca/us:municipal,ocn,y,ca,us,namer,oceanside
ocv,ocana/co:aguasclaras,ocv,y,,co,samer,ocana
ocw,washington/nc/us:warren field,ocw,y,nc,us,namer,washington
oda,ouadda/cf,oda,y,,cf,afric,ouadda
odb,cordoba/es,odb,y,,es,europ,cordoba
odc,oakdale/ca/us,odc,y,ca,us,namer,oakdale
odd,oodnadatta/sa/au,odd,y,sa,au,austl,oodnadatta
ode,odense/dk:beldringe,ode,y,,dk,europ,odense
odh,odiham/gb:raf station,odh,y,,gb,europ,odiham
odj,ouanda djalle/cf,odj,y,,cf,afric,ouanda djalle
odl,cordillo downs/sa/au,odl,y,sa,au,austl,cordillo downs
odm,oakland/md/us,odm,y,md,us,namer,oakland
odn,long seridan/my,odn,y,,my,seasi,long seridan
odr,ord river/wa/au,odr,y,wa,au,austl,ord river
ods,odessa/ua:central,ods,y,,ua,euras,odessa
odw,oak harbor/wa/us,odw,y,wa,us,namer,oak harbor
ody,oudomxay/la,ody,y,,la,seasi,oudomxay
oea,vincennes/in/us:oneal,oea,y,in,us,namer,vincennes
oec,ocussi/tl,oec,y,,tl,asia,ocussi
oel,orel/ru,oel,y,,ru,euras,orel
oem,paloemeu/sr:vincent fayks,oem,y,,sr,samer,paloemeu
oeo,osceola/wi/us:municipal,oeo,y,wi,us,namer,osceola
oer,ornskoldsvik/se,oer,y,,se,europ,ornskoldsvik
oes,san antonio oeste/rn/ar,oes,y,rn,ar,samer,san antonio oeste
ofi,ouango fitini/ci,ofi,y,,ci,afric,ouango fitini
ofj,olafsfjordur/is,ofj,y,,is,europ,olafsfjordur
ofk,norfolk/ne/us:stefan field,ofk,y,ne,us,namer,norfolk
ofu,ofu/as,ofu,y,,as,austl,ofu
oga,ogallala/ne/us:searle field,oga,y,ne,us,namer,ogallala
ogb,orangeburg/sc/us:municipal,ogb,y,sc,us,namer,orangeburg
ogd,ogden/ut/us:municipal,ogd,y,ut,us,namer,ogden
oge,ogeranang/pg,oge,y,,pg,austl,ogeranang
ogg,kahului/hi/us,ogg,y,hi,us,namer,kahului
ogl,ogle/gy,ogl,y,,gy,samer,ogle
ogn,yonaguni jima/jp,ogn,y,,jp,asia,yonaguni jima
ogo,abengourou/ci,ogo,y,,ci,afric,abengourou
ogr,bongor/td,ogr,y,,td,afric,bongor
ogs,ogdensburg/ny/us,ogs,y,ny,us,namer,ogdensburg
ogv,ongava game rsv/na,ogv,y,,na,afric,ongava game rsv
ogx,ouargla/dz:ain beida,ogx,y,,dz,afric,ouargla
ogz,vladikavkaz/ru,ogz,y,,ru,euras,vladikavkaz
oha,ohakea/nz:raf base,oha,y,,nz,austl,ohakea
ohc,northeast cape/ak/us:afs,ohc,y,ak,us,namer,northeast cape
ohd,ohrid/mk,ohd,y,,mk,europ,ohrid
ohi,oshakati/na,ohi,y,,na,afric,oshakati
oho,okhotsk/ru,oho,y,,ru,euras,okhotsk
ohp,oban hpt/gb:heliport,obn,y,,gb,europ,oban hpt
ohr,wyk auf foehr/de,ohr,y,,de,europ,wyk auf foehr
oht,kohat/pk,oht,y,,pk,asia,kohat
oia,ourilandia/pa/br:ourilandia,oia,y,pa,br,samer,ourilandia
oic,norwich/ny/us:eaton,oic,y,ny,us,namer,norwich
oil,oil city/pa/us:splane memorial,oil,y,pa,us,namer,oil city
oim,oshima/jp,oim,y,,jp,asia,oshima
oir,okushiri/jp,oir,y,,jp,asia,okushiri
oit,oita/jp,oit,y,,jp,asia,oita
ojc,kansas city/mo/us:johnson exec,mkc,y,mo,us,namer,kansas city
oka,okinawa/jp:naha,oka,y,,jp,asia,okinawa
okb,orchid beach/ql/au:fraser isl,okb,y,ql,au,austl,orchid beach
okc,oklahoma city/ok/us:will roger,okc,y,ok,us,namer,oklahoma city
okd,sapporo/jp:okadama,spk,y,,jp,asia,sapporo
oke,okino erabu/jp,oke,y,,jp,asia,okino erabu
okf,okaukuejo/na,okf,y,,na,afric,okaukuejo
okg,okoyo/cg,okg,y,,cg,afric,okoyo
okh,oakham/gb:cottesmor raf,okh,y,,gb,europ,oakham
oki,oki island/jp,oki,y,,jp,asia,oki island
okj,okayama/jp,okj,y,,jp,asia,okayama
okk,kokomo/in/us,okk,y,in,us,namer,kokomo
okl,oksibil/id,okl,y,,id,seasi,oksibil
okm,okmulgee/ok/us,okm,y,ok,us,namer,okmulgee
okn,okondja/ga,okn,y,,ga,afric,okondja
oko,tokyo/jp:yokota afb,tyo,y,,jp,asia,tokyo
okp,oksapmin/pg,okp,y,,pg,austl,oksapmin
okq,okaba/id,okq,y,,id,seasi,okaba
okr,yorke island/ql/au,okr,y,ql,au,austl,yorke island
oks,oshkosh/ne/us,oks,y,ne,us,namer,oshkosh
okt,oktiabrskij/ru,okt,y,,ru,euras,oktiabrskij
oku,mokuti lodge/na,oku,y,,na,afric,mokuti lodge
okv,okao/pg,okv,n,,pg,austl,okao
oky,oakey/ql/au,oky,y,ql,au,austl,oakey
ola,orland/no,ola,y,,no,europ,orland
olb,olbia/it:costa smeralda,olb,y,,it,europ,olbia
old,old town/me/us,old,y,me,us,namer,old town
ole,olean/ny/us:municipal,ole,y,ny,us,namer,olean
olf,wolf point/mt/us:international,olf,y,mt,us,namer,wolf point
olh,old harbor/ak/us:old harbor sp,olh,y,ak,us,namer,old harbor
oli,olafsvik/is:rif,oli,y,,is,europ,olafsvik
olj,olpoi/vu,olj,y,,vu,austl,olpoi
olk,fuerte olimpo/py:fuerte olimpo,olk,y,,py,samer,fuerte olimpo
olm,olympia/wa/us,olm,y,wa,us,namer,olympia
oln,colonia sarmiento/cb/ar,oln,y,cb,ar,samer,colonia sarmiento
olo,olomouc/cz,olo,y,,cz,eeuro,olomouc
olp,olympic dam/sa/au,olp,y,sa,au,austl,olympic dam
olq,olsobip/pg,olq,y,,pg,austl,olsobip
ols,nogales/az/us:international,ols,y,az,us,namer,nogales
olu,columbus/ne/us,olu,y,ne,us,namer,columbus
olv,olive branch/ms/us:olive branc,olv,y,ms,us,namer,olive branch
oly,olney/il/us:olney noble,oly,y,il,us,namer,olney
oma,omaha/ne/us:eppley airfield,oma,y,ne,us,namer,omaha
omb,omboue/ga,omb,y,,ga,afric,omboue
omc,ormoc/ph,omc,y,,ph,pacif,ormoc
omd,oranjemund/na,omd,y,,na,afric,oranjemund
ome,nome/ak/us,ome,y,ak,us,namer,nome
omf,mafraq/jo:king hussein,omf,y,,jo,meast,mafraq
omg,omega/na,omg,y,,na,afric,omega
omh,urmieh/ir,omh,y,,ir,meast,urmieh
omi,omidieh/ir:omidieh,omi,y,,ir,meast,omidieh
omj,omura/jp,omj,y,,jp,asia,omura
omk,omak/wa/us:municipal,omk,y,wa,us,namer,omak
oml,omkalai/pg,oml,y,,pg,austl,omkalai
omm,marmul/om,omm,y,,om,meast,marmul
omn,osmanabad/in,omn,y,,in,asia,osmanabad
omo,mostar/ba,omo,y,,ba,europ,mostar
omr,oradea/ro,omr,y,,ro,eeuro,oradea
oms,omsk/ru,oms,y,,ru,euras,omsk
omy,oddor meanche/kh,omy,y,,kh,seasi,oddor meanche
ona,winona/mn/us:municipal,ona,y,mn,us,namer,winona
onb,ononge/pg,onb,y,,pg,austl,ononge
ond,ondangwa/na,ond,y,,na,afric,ondangwa
one,onepusu/sb,one,y,,sb,austl,onepusu
ong,mornington/ql/au,ong,y,ql,au,austl,mornington
onh,oneonta/ny/us:municipal,onh,y,ny,us,namer,oneonta
oni,moanamani/id,oni,y,,id,seasi,moanamani
onj,odate noshiro/jp:odate noshiro,onj,y,,jp,asia,odate noshiro
onl,oneill/ne/us:municipal,onl,y,ne,us,namer,oneill
onm,socorro/nm/us,onm,y,nm,us,namer,socorro
onn,onion bay/ak/us,onn,y,ak,us,namer,onion bay
ono,ontario/or/us,ono,y,or,us,namer,ontario
onp,newport/or/us,onp,y,or,us,namer,newport
onq,zonguldak/tr,onq,y,,tr,euras,zonguldak
onr,monkira/ql/au,onr,y,ql,au,austl,monkira
bwp,bewani/pg,bwp,y,,pg,austl,bewani
bwq,brewarrina/ns/au,bwq,y,ns,au,austl,brewarrina
bws,blaine/wa/us,bws,y,wa,us,namer,blaine
bwt,burnie/ts/au:burnie wyn,bwt,y,ts,au,austl,burnie
bwu,bankstown/ns/au,bwu,y,ns,au,austl,bankstown
bww,cayo las brujas/cu:las brujas,bww,y,,cu,carib,cayo las brujas
bwy,woodbridge/gb:bentwaters st,bwy,y,,gb,europ,woodbridge
bxa,bogalusa/la/us:george r carr,bxa,y,la,us,namer,bogalusa
bxb,babo/id,bxb,y,,id,seasi,babo
bxc,boxborough/ma/us,bxc,y,ma,us,namer,boxborough
bxd,bade/id,bxd,y,,id,seasi,bade
bxe,bakel/sn,bxe,y,,sn,afric,bakel
bxf,belburn/wa/au:belburn,bxf,y,wa,au,austl,belburn
bxg,bendigo/vi/au:bendigo,bxg,y,vi,au,austl,bendigo
bxh,balhash/kz,bxh,y,,kz,euras,balhash
bxi,boundiali/ci,bxi,y,,ci,afric,boundiali
bxj,burundai/kz,bxj,y,,kz,euras,burundai
bxk,buckeye/az/us,bxk,y,az,us,namer,buckeye
bxl,blue lagoon/fj,bxl,y,,fj,austl,blue lagoon
bxm,batom/id,bxm,y,,id,seasi,batom
bxn,bodrum/tr:imsik airport,bxn,y,,tr,euras,bodrum
bxo,buochs/ch,bxo,y,,ch,europ,buochs
bxr,bam/ir,bxr,y,,ir,meast,bam
bxs,borrego springs/ca/us,bxs,y,ca,us,namer,borrego springs
bxt,bontang/id,bxt,y,,id,seasi,bontang
bxu,butuan/ph,bxu,y,,ph,pacif,butuan
bxv,breiddalsvik/is,bxv,y,,is,europ,breiddalsvik
bxx,borama/so,bxx,y,,so,afric,borama
bxz,bunsil/pg,bxz,y,,pg,austl,bunsil
bya,boundary/ak/us,bya,y,ak,us,namer,boundary
byb,dibaa/om,byb,y,,om,meast,dibaa
byc,yacuiba/bo,byc,y,,bo,samer,yacuiba
byd,beidah/ye,byd,y,,ye,meast,beidah
byg,buffalo/wy/us:municipal,byg,y,wy,us,namer,buffalo
byh,blytheville/ar/us:afb,byh,y,ar,us,namer,blytheville
byi,burley/id/us,byi,y,id,us,namer,burley
byk,bouake/ci,byk,y,,ci,afric,bouake
byl,bella yella/lr,byl,y,,lr,afric,bella yella
bym,bayamo/cu:c m de cespedes,bym,y,,cu,carib,bayamo
byn,bayankhongor/mn,byn,y,,mn,asia,bayankhongor
byo,bonito/ms/br,byo,y,ms,br,samer,bonito
byq,bunyu/id,byq,y,,id,seasi,bunyu
byr,laeso airport/dk,byr,y,,dk,europ,laeso airport
bys,fort irwin/ca/us:bicycle lake,bys,y,ca,us,namer,fort irwin
byt,bantry/ie,byt,y,,ie,europ,bantry
byu,bayreuth/de:bindlacher berg,byu,y,,de,europ,bayreuth
byw,blakely island/wa/us,byw,y,wa,us,namer,blakely island
byx,baniyala/nt/au,byx,y,nt,au,austl,baniyala
bza,bonanza/ni:san pedro,bza,y,,ni,camer,bonanza
bzb,bazaruto island/mz,bzb,y,,mz,afric,bazaruto island
bzc,buzios/rj/br,bzc,y,rj,br,samer,buzios
bzd,balranald/ns/au,bzd,y,ns,au,austl,balranald
bze,belize/bz:p.s.w. goldson intl,bze,y,,bz,camer,belize city
bzg,bydgoszcz/pl,bzg,y,,pl,eeuro,bydgoszcz
bzh,bumi hills/zw:airfield,bzh,y,,zw,afric,bumi hills
bzi,balikesir/tr,bzi,y,,tr,euras,balikesir
bzk,briansk/ru,bzk,y,,ru,euras,briansk
bzl,barisal/bd,bzl,y,,bd,asia,barisal
bzm,bergen op zoom/nl:woensdrecht,bzm,y,,nl,europ,bergen op zoom
bzn,bozeman/mt/us:gallatin field,bzn,y,mt,us,namer,bozeman
bzo,bolzano bozen/it:bolzano bozen,bzo,y,,it,europ,bolzano bozen
bzp,bizant/ql/au,bzp,y,ql,au,austl,bizant
bzr,beziers/fr:vias,bzr,y,,fr,europ,beziers
bzs,washington/dc/us:buzzards pt s,was,y,dc,us,namer,washington
bzt,brazoria/tx/us:hinkles ferry,bzt,y,tx,us,namer,brazoria
bzu,buta/cd,bzu,y,,cd,afric,buta
bzv,brazzaville/cg:maya maya,bzv,y,,cg,afric,brazzaville
bzy,beltsy/md,bzy,y,,md,euras,beltsy
bzz,brize norton/gb:raf station,bzz,y,,gb,europ,brize norton
caa,catacamas/hn,caa,y,,hn,camer,catacamas
cab,cabinda/ao,cab,y,,ao,afric,cabinda
cac,cascavel/pr/br,cac,y,pr,br,samer,cascavel
cad,cadillac/mi/us,cad,y,mi,us,namer,cadillac
cae,columbia/sc/us:columbia met,cae,y,sc,us,namer,columbia
caf,carauari/am/br,caf,y,am,br,samer,carauari
cag,cagliari/it:elmas,cag,y,,it,europ,cagliari
cah,ca mau/vn,cah,y,,vn,seasi,ca mau
cai,cairo/eg:cairo intl,cai,y,,eg,afric,cairo
caj,canaima/ve,caj,y,,ve,samer,canaima
cak,canton akron/oh/us:akron,cak,y,oh,us,namer,canton akron
cal,campbeltown/gb:machrihanish,cal,y,,gb,europ,campbeltown
cam,camiri/bo,cam,y,,bo,samer,camiri
can,guangzhou/cn:baiyun,can,y,,cn,asia,guangzhou
cao,clayton/nm/us,cao,y,nm,us,namer,clayton
cap,cap haitien/ht,cap,y,,ht,carib,cap haitien
caq,caucasia/co,caq,y,,co,samer,caucasia
car,caribou/me/us:municipal,car,y,me,us,namer,caribou
cas,casablanca/ma:anfa,cas,y,,ma,afric,casablanca
cat,cat island/bs,cat,y,,bs,carib,cat island
cau,caruaru/pe/br,cau,y,pe,br,samer,caruaru
cav,cazombo/ao,cav,y,,ao,afric,cazombo
caw,campos/rj/br:bartolomeu lisand,caw,y,rj,br,samer,campos
cax,carlisle/gb,cax,y,,gb,europ,carlisle
cay,cayenne/gf:rochambeau,cay,y,,gf,samer,cayenne
caz,cobar/ns/au,caz,y,ns,au,austl,cobar
cba,corner bay/ak/us,cba,y,ak,us,namer,corner bay
cbb,cochabamba/bo:j wilsterman,cbb,y,,bo,samer,cochabamba
cbc,cherrabun/wa/au,cbc,y,wa,au,austl,cherrabun
cbd,car nicobar/in,cbd,y,,in,asia,car nicobar
cbe,cumberland/md/us:wiley ford,cbe,y,md,us,namer,cumberland
cbf,council bluffs/ia/us:municipal,cbf,y,ia,us,namer,council bluffs
cbg,cambridge/gb,cbg,y,,gb,europ,cambridge
cbh,bechar/dz:leger,cbh,y,,dz,afric,bechar
cbi,cape barren/ts/au,cbi,y,ts,au,austl,cape barren
cbj,cabo rojo/do,cbj,y,,do,carib,cabo rojo
cbk,colby/ks/us:municipal,cbk,y,ks,us,namer,colby
cbl,ciudad bolivar/ve,cbl,y,,ve,samer,ciudad bolivar
cbm,columbus/ms/us:columbus afb,ubs,y,ms,us,namer,columbus
cbn,cirebon/id:penggung,cbn,y,,id,seasi,cirebon
cbo,cotabato/ph:awang,cbo,y,,ph,pacif,cotabato
cbp,coimbra/pt,cbp,y,,pt,europ,coimbra
cbq,calabar/ng,cbq,y,,ng,afric,calabar
cbr,canberra/ac/au,cbr,y,ac,au,austl,canberra
cbs,cabimas/ve:oro negro,cbs,y,,ve,samer,cabimas
cbt,catumbela/ao,cbt,y,,ao,afric,catumbela
cbu,cottbus/de:cottbus apt,cbu,y,,de,europ,cottbus
cbv,coban/gt,cbv,y,,gt,camer,coban
cbw,campo mourao/pr/br,cbw,y,pr,br,samer,campo mourao
cbx,condobolin/ns/au,cbx,y,ns,au,austl,condobolin
cby,canobie/ql/au,cby,y,ql,au,austl,canobie
cbz,cabin creek/ak/us,cbz,y,ak,us,namer,cabin creek
cca,fort chaffee/ar/us:chaffee afb,cca,y,ar,us,namer,fort chaffee
ccb,upland cable/ca/us:cable,ccb,y,ca,us,namer,upland cable
ccc,cayo coco/cu,ccc,y,,cu,carib,cayo coco
ccd,los angeles/ca/us:century city,lax,y,ca,us,namer,los angeles
cce,st martin/gp:grand case,sfg,y,,gp,carib,st martin
ccf,carcassonne/fr:salvaza,ccf,y,,fr,europ,carcassonne
ccg,crane/tx/us:crane county apt,ccg,y,tx,us,namer,crane
cch,chile chico/cl,cch,y,,cl,samer,chile chico
cci,concordia/sc/br,cci,y,sc,br,samer,concordia
ccj,kozhikode/in,ccj,y,,in,asia,kozhikode
cck,cocos islands/cc,cck,y,,cc,iocea,cocos islands
ccl,chinchilla/ql/au,ccl,y,ql,au,austl,chinchilla
ccm,criciuma/sc/br,ccm,y,sc,br,samer,criciuma
ccn,chakcharan/af,ccn,y,,af,meast,chakcharan
cco,carimagua/co,cco,y,,co,samer,carimagua
ccp,concepcion/cl:carriel sur,ccp,y,,cl,samer,concepcion
ccq,cachoeira/ba/br,ccq,y,ba,br,samer,cachoeira
ccr,concord/ca/us:buchanan fld,ccr,y,ca,us,namer,concord
ccs,caracas/ve:simon bolivar,ccs,y,,ve,samer,caracas
cct,colonia catriel/rn/ar,cct,y,rn,ar,samer,colonia catriel
ccu,kolkata/in:netaji subhas int,ccu,y,,in,asia,kolkata
ccv,craig cove/vu,ccv,y,,vu,austl,craig cove
ccw,cowell/sa/au,ccw,y,sa,au,austl,cowell
ccx,caceres/mt/br,ccx,y,mt,br,samer,caceres
ccy,charles city/ia/us:municipal,ccy,y,ia,us,namer,charles city
ccz,chub cay/bs,ccz,y,,bs,carib,chub cay
cda,cooinda/nt/au,cda,y,nt,au,austl,cooinda
cdb,cold bay/ak/us,cdb,y,ak,us,namer,cold bay
cdc,cedar city/ut/us,cdc,y,ut,us,namer,cedar city
cdd,cauquira/hn:cauquira airport,cdd,y,,hn,camer,cauquira
cde,caledonia/pa,cde,y,,pa,camer,caledonia
cdf,cortina d'ampezzo/it:fiames,cdf,y,,it,europ,cortina d'ampezzo
cdg,paris/fr:charles de gaulle,par,y,,fr,europ,paris
cdh,camden/ar/us:harrell fld,cdh,y,ar,us,namer,camden
cdi,cachoeiro de i/es/br:cachoeiro,cdi,y,es,br,samer,cachoeiro de itapemirim
cdj,conceicao do arag/pa/br,cdj,y,pa,br,samer,conceicao do arag
cdk,cedar key/fl/us:lewis,cdk,y,fl,us,namer,cedar key
cdl,candle/ak/us,cdl,y,ak,us,namer,candle
cdn,camden/sc/us:woodward fld,cdn,y,sc,us,namer,camden
cdo,cradock/za,cdo,y,,za,afric,cradock
cdp,cuddapah/in,cdp,y,,in,asia,cuddapah
cdq,croydon/ql/au,cdq,y,ql,au,austl,croydon
cdr,chadron/ne/us,cdr,y,ne,us,namer,chadron
aaa,anaa/pf,aaa,y,,pf,pacif,anaa
aab,arrabury/ql/au,aab,y,ql,au,austl,arrabury
aac,al arish/eg,aac,y,,eg,afric,al arish
aad,ad dabbah/sd,aad,y,,sd,afric,ad dabbah
aae,annaba/dz:les salines,aae,y,,dz,afric,annaba
aaf,apalachicola/fl/us:municipal,aaf,y,fl,us,namer,apalachicola
aag,arapoti/pr/br,aag,y,pr,br,samer,arapoti
aah,aachen/de:merzbruck,aah,y,,de,europ,aachen
aai,arraias/to/br,aai,y,to,br,samer,arraias
aaj,awaradam/sr:cayana airstrip,aaj,y,,sr,samer,awaradam
aak,aranuka/ki,aak,y,,ki,austl,aranuka
aal,aalborg/dk,aal,y,,dk,europ,aalborg
aam,mala mala/za,aam,y,,za,afric,mala mala
aan,al ain/ae,aan,y,,ae,meast,al ain
aao,anaco/ve,aao,y,,ve,samer,anaco
aap,houston/tx/us:andrau airpark,hou,y,tx,us,namer,houston
aaq,anapa/ru,aaq,y,,ru,euras,anapa
aar,aarhus/dk:aarhus,aar,y,,dk,europ,aarhus
aas,apalapsili/id,aas,y,,id,seasi,apalapsili
aat,altay/cn,aat,y,,cn,asia,altay
aau,asau/ws,aau,y,,ws,austl,asau
aav,alah/ph,aav,y,,ph,pacif,alah
aaw,abbottabad/pk,aaw,y,,pk,asia,abbottabad
aax,araxa/mg/br,aax,y,mg,br,samer,araxa
aay,al ghaydah/ye,aay,y,,ye,meast,al ghaydah
aaz,quetzaltenan/gt:quetzaltenango,aaz,y,,gt,camer,quetzaltenango
aba,abakan/ru,aba,y,,ru,euras,abakan
abb,abingdon/gb:raf station,abb,y,,gb,europ,abingdon
abc,albacete/es:los llanos,abc,y,,es,europ,albacete
abd,abadan/ir,abd,y,,ir,meast,abadan
abe,allentown bthlehm/pa/us,abe,y,pa,us,namer,allentown bthlehm
abf,abaiang/ki,abf,y,,ki,austl,abaiang
abg,abingdon/ql/au,abg,y,ql,au,austl,abingdon
abh,alpha/ql/au,abh,y,ql,au,austl,alpha
abi,abilene/tx/us:abilene mnpl,abi,y,tx,us,namer,abilene
abj,abidjan/ci:f houphouet boigny,abj,y,,ci,afric,abidjan
