CODE,TICKETING_NAME,TELETICKETING_NAME,EXTENDED_NAME,REL_CITY_CODE,IS_AIRPORT,STATE_CODE,REL_COUNTRY_CODE,REL_REGION_CODE,REL_CONTINENT_CODE,REL_TIME_ZONE_GRP,LONGITUDE,LATITUDE,NUMERIC_CODE,IS_COMMERCIAL,CITY_NAME
ZNY,LANGENHAGEN,LANGENHAGEN,LANGENHAGEN/DE:OFF-,ZNY,N,,DE,EUROP,ITC2,DE040,,,,N,LANGENHAGEN
ZNZ,ZANZIBAR,ZANZIBAR,ZANZIBAR/TZ:KISAUNI,ZNZ,Y,,TZ,AFRIC,ITC2,TZ,39.22,-6.217,5853,Y,ZANZIBAR
ZOA,LEVERKUSEN,LEVERKUSEN,LEVERKUSEN/DE:OFF-,ZOA,N,,DE,EUROP,ITC2,DE040,,,,N,LEVERKUSEN
ZOB,LIPPSTADT,LIPPSTADT,LIPPSTADT/DE:OFF-,ZOB,N,,DE,EUROP,ITC2,DE040,,,,N,LIPPSTADT
ZOC,LUEDENSCHEID,LUEDENSCHEID,LUEDENSCHEID/DE:OFF-,ZOC,N,,DE,EUROP,ITC2,DE040,,,,N,LUEDENSCHEID
ZOD,LUDWIGSBURG,LUDWIGSBURG,LUDWIGSBURG/DE:OFF-,ZOD,N,,DE,EUROP,ITC2,DE040,,,,N,LUDWIGSBURG
ZOE,LUDWIGSHAFEN,LUDWIGSHAFEN,LUDWIGSHAFEN/DE:OFF-,ZOE,N,,DE,EUROP,ITC2,DE040,,,,N,LUDWIGSHAFEN
ZOF,OCEAN FALLS,OCEAN FALLS,OCEAN FALLS/BC/CA,ZOF,Y,BC,CA,NAMER,ITC1,CA031,-127.8,52.28,5854,N,OCEAN FALLS
ZOG,LUENEBURG,LUENEBURG,LUENEBURG/DE:RAILWAY STATION,ZOG,Y,,DE,EUROP,ITC2,DE040,8.567,50.03,,Y,LUENEBURG
ZOH,LUENEN,LUENEN,LUENEN/DE:OFF-,ZOH,N,,DE,EUROP,ITC2,DE040,,,,N,LUENEN
ZOI,MARBURG AN DER LA,MARBURG AN DER,MARBURG AN DER LAHN/DE:OFF-,ZOI,N,,DE,EUROP,ITC2,DE040,,,,N,MARBURG AN DER LAHN
ZOJ,MARL,MARL,MARL/DE:OFF-,ZOJ,N,,DE,EUROP,ITC2,DE040,,,,N,MARL
ZOK,MEERBUSCH,MEERBUSCH,MEERBUSCH/DE:OFF-,ZOK,N,,DE,EUROP,ITC2,DE040,,,,N,MEERBUSCH
ZOL,MENDEN,MENDEN,MENDEN/DE:OFF-,ZOL,N,,DE,EUROP,ITC2,DE040,,,,N,MENDEN
ZOM,MINDEN RAIL,MINDEN RAIL,MINDEN/DE:MINDEN RAIL,ZOM,Y,,DE,EUROP,ITC2,DE040,6.883,52.28,,N,MINDEN
ZON,MOERS,MOERS,MOERS/DE:OFF-,ZON,N,,DE,EUROP,ITC2,DE040,,,,N,MOERS
ZOO,MUELHEIM RAIL,MUELHEIM RAIL,MUELHEIM AN DER RUHR/DE:MUELHE,ZOO,Y,,DE,EUROP,ITC2,DE040,6.883,51.43,,N,MUELHEIM AN DER RUHR
ZOP,NEUNKIRCHEN,NEUNKIRCHEN,NEUNKIRCHEN/DE:OFF-,ZOP,N,,DE,EUROP,ITC2,DE040,,,,N,NEUNKIRCHEN
ZOQ,NEUSS,NEUSS,NEUSS/DE:OFF-,ZOQ,N,,DE,EUROP,ITC2,DE040,,,,N,NEUSS
ZOR,NEUSTADT WEINSTRA,NEUSTADT WEINST,NEUSTADT WEINSTRASSE/DE:OFF-,ZOR,N,,DE,EUROP,ITC2,DE040,,,,N,NEUSTADT WEINSTRASSE
ZOS,OSORNO,OSORNO,OSORNO/CL:CANAL BAJO,ZOS,Y,,CL,SAMER,ITC1,CL033,-73.03,-40.6,5856,Y,OSORNO
ZOT,NEU ULM,NEU ULM,NEU ULM/DE:OFF-,ZOT,N,,DE,EUROP,ITC2,DE040,,,,N,NEU ULM
ZOU,NEUWIED,NEUWIED,NEUWIED/DE:OFF-,ZOU,N,,DE,EUROP,ITC2,DE040,,,,N,NEUWIED
ZOV,NORDERSTEDT,NORDERSTEDT,NORDERSTEDT/DE:OFF-,ZOV,N,,DE,EUROP,ITC2,DE040,,,,N,NORDERSTEDT
ZOW,NORDHORN,NORDHORN,NORDHORN/DE:OFF-,ZOW,N,,DE,EUROP,ITC2,DE040,,,,N,NORDHORN
ZOX,OBERAMMERGAU,OBERAMMERGAU,OBERAMMERGAU/DE:OFF-,ZOX,N,,DE,EUROP,ITC2,DE040,,,,N,OBERAMMERGAU
ZOY,OBERHAUSEN RAIL,OBERHAUSEN RAIL,OBERHAUSEN/DE:OBERHAUSEN RAIL,ZOY,Y,,DE,EUROP,ITC2,DE040,6.867,51.47,,Y,OBERHAUSEN
ZOZ,OFFENBACH,OFFENBACH,OFFENBACH/DE:OFF-,ZOZ,N,,DE,EUROP,ITC2,DE040,,,,N,OFFENBACH
ZPA,OFFENBURG RAIL,OFFENBURG RAIL,OFFENBURG/DE:OFFENBURG RAIL,ZPA,Y,,DE,EUROP,ITC2,DE040,7.933,48.47,,Y,OFFENBURG
ZPB,SACHIGO LAKE,SACHIGO LAKE,SACHIGO LAKE/ON/CA,ZPB,Y,ON,CA,NAMER,ITC1,CA027,-92.13,53.82,,Y,SACHIGO LAKE
ZPC,PUCON,PUCON,PUCON/CL,ZPC,Y,,CL,SAMER,ITC1,CL033,-71.93,-39.28,5857,Y,PUCON
ZPD,OLDENBURG RAIL,OLDENBURG RAIL,OLDENBURG/DE:OLDENBURG RAIL,ZPD,Y,,DE,EUROP,ITC2,DE040,8.2,53.15,,N,OLDENBURG
ZPE,OSNABRUECK,OSNABRUECK,OSNABRUECK/DE:RAILWAY STATION,ZPE,Y,,DE,EUROP,ITC2,DE040,0.1342,49.02,,Y,OSNABRUECK
ZPF,PASSAU RAIL,PASSAU RAIL,PASSAU/DE:PASSAU RAIL,ZPF,Y,,DE,EUROP,ITC2,DE040,13.43,48.57,,N,PASSAU
ZPG,PEINE,PEINE,PEINE/DE:OFF-,ZPG,N,,DE,EUROP,ITC2,DE040,,,,N,PEINE
ZPH,ZEPHYRHILLS,ZEPHYRHILLS,ZEPHYRHILLS/FL/US,ZPH,Y,FL,US,NAMER,ITC1,US105,-82.17,28.23,,N,ZEPHYRHILLS
ZPI,PIRMASENS,PIRMASENS,PIRMASENS/DE:OFF-,ZPI,N,,DE,EUROP,ITC2,DE040,,,,N,PIRMASENS
ZPJ,RATINGEN,RATINGEN,RATINGEN/DE:OFF-,ZPJ,N,,DE,EUROP,ITC2,DE040,,,,N,RATINGEN
ZPK,RAVENSBURG,RAVENSBURG,RAVENSBURG/DE:OFF-,ZPK,N,,DE,EUROP,ITC2,DE040,,,,N,RAVENSBURG
ZPL,RECKLINGHAUSEN,RECKLINGHAUSEN,RECKLINGHAUSEN/DE:RAIL,ZPL,Y,,DE,EUROP,ITC2,DE040,7.183,51.6,,N,RECKLINGHAUSEN
ZPM,REGENSBURG,REGENSBURG,REGENSBURG/DE:RAILWAY STATION,ZPM,Y,,DE,EUROP,ITC2,DE040,0.2019,49.02,,Y,REGENSBURG
ZPN,REMSCHEID,REMSCHEID,REMSCHEID/DE:OFF-,ZPN,N,,DE,EUROP,ITC2,DE040,,,,N,REMSCHEID
ZPO,PINE HOUSE,PINE HOUSE,PINE HOUSE/SK/CA,ZPO,Y,SK,CA,NAMER,ITC1,CA028,-106.6,55.52,5858,N,PINE HOUSE
ZPP,REUTLINGEN,REUTLINGEN,REUTLINGEN/DE:OFF-,ZPP,N,,DE,EUROP,ITC2,DE040,,,,N,REUTLINGEN
ZPQ,RHEINE,RHEINE,RHEINE/DE:OFF-,ZPQ,N,,DE,EUROP,ITC2,DE040,,,,N,RHEINE
ZPR,ROSENHEIM,ROSENHEIM,ROSENHEIM/DE:OFF-,ZPR,N,,DE,EUROP,ITC2,DE040,,,,N,ROSENHEIM
ZPS,RUESSELSHEIM,RUESSELSHEIM,RUESSELSHEIM/DE:OFF-,ZPS,N,,DE,EUROP,ITC2,DE040,,,,N,RUESSELSHEIM
ZPT,SAARLOUIS,SAARLOUIS,SAARLOUIS/DE:OFF-,ZPT,N,,DE,EUROP,ITC2,DE040,,,,N,SAARLOUIS
ZPU,SALZGITTER,SALZGITTER,SALZGITTER/DE:OFF-,ZPU,N,,DE,EUROP,ITC2,DE040,,,,N,SALZGITTER
ZPV,SCHWAEBISCH GMUEN,SCHWAEBISCH GMU,SCHWAEBISCH GMUEN/DE:OFF-,ZPV,N,,DE,EUROP,ITC2,DE040,,,,N,SCHWAEBISCH GMUEN
ZPW,SCHWEINFURT,SCHWEINFURT,SCHWEINFURT/DE:OFF-,ZPW,N,,DE,EUROP,ITC2,DE040,,,,N,SCHWEINFURT
ZPX,SCHWERTE,SCHWERTE,SCHWERTE/DE:OFF-,ZPX,N,,DE,EUROP,ITC2,DE040,,,,N,SCHWERTE
ZPY,SIEGBURG RAIL,SIEGBURG RAIL,SIEGBURG/DE:SIEGBURG RAIL,ZPY,Y,,DE,EUROP,ITC2,DE040,7.2,50.8,,Y,SIEGBURG
ZPZ,SINDELFINGEN,SINDELFINGEN,SINDELFINGEN/DE:OFF-,ZPZ,N,,DE,EUROP,ITC2,DE040,,,,N,SINDELFINGEN
ZQA,SINGEN,SINGEN,SINGEN/DE:OFF-,ZQA,N,,DE,EUROP,ITC2,DE040,,,,N,SINGEN
ZQB,SOLINGEN,SOLINGEN,SOLINGEN/DE:OFF-,ZQB,N,,DE,EUROP,ITC2,DE040,,,,N,SOLINGEN
ZQC,SPEYER,SPEYER,SPEYER/DE:OFF-,ZQC,N,,DE,EUROP,ITC2,DE040,8.433,49.32,,N,SPEYER
ZQD,STADE,STADE,STADE/DE:OFF-,ZQD,N,,DE,EUROP,ITC2,DE040,,,,N,STADE
ZQE,STOLBERG,STOLBERG,STOLBERG/DE:OFF-,ZQE,N,,DE,EUROP,ITC2,DE040,,,,N,STOLBERG
ZQF,TRIER RAIL,TRIER RAIL,TRIER/DE:RAILWAY STATION,ZQF,Y,,DE,EUROP,ITC2,DE040,6.652,49.76,,Y,TRIER
ZQG,TROISDORF,TROISDORF,TROISDORF/DE:OFF-,ZQG,N,,DE,EUROP,ITC2,DE040,,,,N,TROISDORF
ZQH,TUEBINGEN,TUEBINGEN,TUEBINGEN/DE:OFF-,ZQH,N,,DE,EUROP,ITC2,DE040,,,,N,TUEBINGEN
ZQI,UNNA,UNNA,UNNA/DE:OFF-,ZQI,N,,DE,EUROP,ITC2,DE040,,,,N,UNNA
ZQJ,VELBERT,VELBERT,VELBERT/DE:OFF-,ZQJ,N,,DE,EUROP,ITC2,DE040,,,,N,VELBERT
ZQK,VIERSEN,VIERSEN,VIERSEN/DE:OFF-,ZQK,N,,DE,EUROP,ITC2,DE040,,,,N,VIERSEN
ZQL,VILLINGEN SCHWENN,VILLINGEN SCHWE,VILLINGEN SCHWENNINGEN/DE:OFF-,ZQL,N,,DE,EUROP,ITC2,DE040,,,,N,VILLINGEN SCHWENNINGEN
ZQM,VOELKLINGEN,VOELKLINGEN,VOELKLINGEN/DE:OFF-,ZQM,N,,DE,EUROP,ITC2,DE040,,,,N,VOELKLINGEN
ZQN,QUEENSTOWN,QUEENSTOWN,QUEENSTOWN/NZ:FRANKTON,ZQN,Y,,NZ,AUSTL,ITC3,NZ084,168.7,-45.02,5859,Y,QUEENSTOWN
ZQO,WAIBLINGEN,WAIBLINGEN,WAIBLINGEN/DE:OFF-,ZQO,N,,DE,EUROP,ITC2,DE040,,,,N,WAIBLINGEN
ZQP,WESEL,WESEL,WESEL/DE:OFF-,ZQP,N,,DE,EUROP,ITC2,DE040,,,,N,WESEL
ZQQ,WETZLAR,WETZLAR,WETZLAR/DE:OFF-,ZQQ,N,,DE,EUROP,ITC2,DE040,,,,N,WETZLAR
ZQR,WITTEN,WITTEN,WITTEN/DE:OFF-,ZQR,N,,DE,EUROP,ITC2,DE040,,,,N,WITTEN
ZQS,QUEEN CHARLOTTE I,QUEEN CHARLOTTE,QUEEN CHARLOTTE IS/BC/CA,ZQS,Y,BC,CA,NAMER,ITC1,CA031,-132,53,,N,QUEEN CHARLOTTE IS
ZQT,WOLFENBUETTEL,WOLFENBUETTEL,WOLFENBUETTEL/DE:OFF-,ZQT,N,,DE,EUROP,ITC2,DE040,,,,N,WOLFENBUETTEL
ZQU,WOLFSBURG RAIL,WOLFSBURG RAIL,WOLFSBURG/DE:WOLFSBURG RAIL,ZQU,Y,,DE,EUROP,ITC2,DE040,10.77,52.42,,Y,WOLFSBURG
ZQV,WORMS RAIL,WORMS RAIL,WORMS/DE:WORMS RAIL,ZQV,Y,,DE,EUROP,ITC2,DE040,8.35,49.63,,N,WORMS
ZQW,ZWEIBRUECKEN,ZWEIBRUECKEN,ZWEIBRUECKEN/DE:ZWEIBRUECKEN,SCN,Y,,DE,EUROP,ITC2,DE040,7.117,49.22,,Y,ZWEIBRUECKEN
ZQX,NIAS,NIAS,NIAS/ID:OFF-,ZQX,N,,ID,SEASI,ITC3,ID061,97.63,0.7333,,N,NIAS
ZQY,GIESSEN,GIESSEN,GIESSEN/DE:BUS STATION,ZQY,Y,,DE,EUROP,ITC2,DE040,8.7,50.58,,N,GIESSEN
ZRA,ATLANTIC CTY ZRA,ATLANTIC CTY ZR,ATLANTIC CITY/NJ/US:RAILWAY ST,AIY,Y,NJ,US,NAMER,ITC1,US105,-74.45,39.37,,N,ATLANTIC CITY
ZRB,FRANKFURT,FRANKFURT,FRANKFURT/DE:HBF RAILWAY STATI,FRA,Y,,DE,EUROP,ITC2,DE040,8.567,50.03,,Y,FRANKFURT
ZRC,SAN PEDRO ALCANTA,SAN PEDRO ALCAN,SAN PEDRO ALCANTARA/ES:BUS,ZRC,Y,,ES,EUROP,ITC2,ES045,-5,36.48,,N,SAN PEDRO ALCANTARA
ZRD,RICHMOND RAIL,RICHMOND RAIL,RICHMOND/VA/US:RAILWAY STATION,RIC,Y,VA,US,NAMER,ITC1,US105,-78.73,42.93,,N,RICHMOND
ZRE,RETHYMNO,RETHYMNO,RETHYMNO/GR:OFF-,ZRE,N,,GR,EUROP,ITC2,GR058,,,,N,RETHYMNO
ZRF,ROCKFORD,ROCKFORD,ROCKFORD/IL/US:PARK AND RIDE B,RMC,Y,IL,US,NAMER,ITC1,US107,-89.1,42.2,,N,ROCKFORD
ZRG,BRATISLAVA,BRATISLAVA,BRATISLAVA/SK:BUS STATION,BTS,Y,,SK,EEURO,ITC2,SK156,17.22,48.17,,N,BRATISLAVA
ZRH,ZURICH,ZURICH,ZURICH/CH:ZURICH,ZRH,Y,,CH,EUROP,ITC2,CH032,8.55,47.45,,Y,ZURICH
ZRI,SERUI,SERUI,SERUI/ID,ZRI,Y,,ID,SEASI,ITC3,ID063,136.2,-1.417,5861,N,SERUI
ZRJ,ROUND LAKE,ROUND LAKE,ROUND LAKE/ON/CA,ZRJ,Y,ON,CA,NAMER,ITC1,CA027,-91.32,52.95,,Y,ROUND LAKE
ZRK,ROCKFORD BUS,ROCKFORD BUS,ROCKFORD/IL/US:BUS TERMINAL,RMC,Y,IL,US,NAMER,ITC1,US107,-89.1,42.27,,N,ROCKFORD
ZRL,LANCASTER RAIL,LANCASTER RAIL,LANCASTER/PA/US:RAILWAY STATIO,LNS,Y,PA,US,NAMER,ITC1,US105,-84.2,31.53,,N,LANCASTER
ZRM,SARMI,SARMI,SARMI/ID,ZRM,Y,,ID,SEASI,ITC3,ID063,138.8,-1.883,5862,N,SARMI
ZRN,NYON,NYON,NYON/CH:NYON,ZRN,Y,,CH,EUROP,ITC2,CH032,6.22,46.39,,N,NYON
ZRO,REGGIO NELL EMILI,REGGIO NELL EMI,REGGIO NELL EMILIA/IT:BUS STAT,ZRO,Y,,IT,EUROP,ITC2,IT067,10.62,44.7,0,N,REGGIO NELL EMILIA
ZRP,NEWARK PENN,NEWARK PENN,NEWARK/NJ/US:RAILWAY STATION,NYC,Y,NJ,US,NAMER,ITC1,US105,-74.17,40.68,,Y,NEWARK
ZRQ,SBB RAIL CH ZONE1,SBB RAIL CH ZON,SBB/CH:ZONE 1(OFF-LINE POINT),ZRQ,N,,CH,EUROP,ITC2,CH032,,,,N,SBB RAIL
ZRR,FIUMICINO HARBOUR,FIUMICINO HARBO,FIUMICINO/IT:HARBOUR,ROM,Y,,IT,EUROP,ITC2,IT067,12.24,41.77,,N,FIUMICINO
ZRS,ZURS LECH,ZURS LECH,ZURS LECH/AT:FLEXENPASS HPT,ZRS,Y,,AT,EUROP,ITC2,AT005,16.35,47.22,,N,ZURS LECH
ZRT,HARTFORD CT RAIL,HARTFORD CT RAI,HARTFORD/CT/US:RAILWAY STATION,HFD,Y,CT,US,NAMER,ITC1,US105,-72.7,41.75,,N,HARTFORD
ZRV,PROVIDENCE,PROVIDENCE,PROVIDENCE/RI/US:RAILWAY STATI,PVD,Y,RI,US,NAMER,ITC1,US105,-71.43,41.73,,N,PROVIDENCE
ZRW,RASTATT,RASTATT,RASTATT/DE:BUS STATION,ZRW,Y,,DE,EUROP,ITC2,DE040,8.2,48.87,,N,RASTATT
ZRX,RIESA,RIESA,RIESA/DE:RAILWAY STATION,ZRX,Y,,DE,EUROP,ITC2,DE040,13.3,51.3,,N,RIESA
ZRY,HERNING,HERNING,HERNING/DK:BUS STATION,ZRY,Y,,DK,EUROP,ITC2,DK041,8.978,56.13,,N,HERNING
ZRZ,NEW CARROLTON RR,NEW CARROLTON R,WASHINGTON/DC/US:NEW CARROLTON,WAS,Y,DC,US,NAMER,ITC1,US105,-76.67,39.17,,N,WASHINGTON
ZSA,SAN SALVADOR,SAN SALVADOR,SAN SALVADOR/BS,ZSA,Y,,BS,CARIB,ITC1,BS021,-74.52,24.07,5864,Y,SAN SALVADOR
ZSB,SALZBURG,SALZBURG,SALZBURG/AT:GERMAN RAILWAY STA,SZG,Y,,AT,EUROP,ITC2,AT005,13.05,47.8,,N,SALZBURG
ZSC,SCHOENA,SCHOENA,SCHOENA/DE:RAILWAY STATION,ZSC,Y,,DE,EUROP,ITC2,DE040,8.567,50.03,,N,SCHOENA
REY,REYES,REYES,REYES/BO,REY,Y,,BO,SAMER,ITC1,BO,-67.27,-14.32,4213,N,REYES
REZ,RESENDE,RESENDE,RESENDE/RJ/BR:RESENDE,REZ,Y,RJ,BR,SAMER,ITC1,BR015,-44.48,-22.48,,N,RESENDE
RFA,RAFAI,RAFAI,RAFAI/CF,RFA,Y,,CF,AFRIC,ITC2,CF,23.92,4.983,,N,RAFAI
RFD,CHICAGO ROCKFORD,CHICAGO ROCKFOR,ROCKFORD/IL/US:CHICAGO ROCKFOR,CHI,Y,IL,US,NAMER,ITC1,US107,-89.1,42.2,4214,Y,ROCKFORD
RFG,REFUGIO ROOKE FLD,REFUGIO ROOKE F,REFUGIO/TX/US:ROOKE FIELD,RFG,Y,TX,US,NAMER,ITC1,US107,-97.28,28.3,4215,N,REFUGIO
RFK,ANGUILLA,ANGUILLA,ANGUILLA/MS/US:ROLLANG FIELD,RFK,Y,MS,US,NAMER,ITC1,US107,-90.83,32.97,,N,ANGUILLA
RFN,RAUFARHOFN,RAUFARHOFN,RAUFARHOFN/IS,RFN,Y,,IS,EUROP,ITC2,IS,-15.92,66.42,,N,RAUFARHOFN
RFP,RAIATEA,RAIATEA,RAIATEA/PF,RFP,Y,,PF,PACIF,ITC3,PF087,-151.5,-16.72,4216,Y,RAIATEA
RFR,RIO FRIO,RIO FRIO,RIO FRIO/CR,RFR,Y,,CR,CAMER,ITC1,CR036,-83.88,10.33,4217,N,RIO FRIO
RFS,ROSITA,ROSITA,ROSITA/NI,RFS,Y,,NI,CAMER,ITC1,NI193,-84.4,-13.88,,N,ROSITA
RGA,RIO GRANDE,RIO GRANDE,RIO GRANDE/TF/AR,RGA,Y,TF,AR,SAMER,ITC1,AR003,-67.77,-53.78,4218,Y,RIO GRANDE
RGE,PORGERA,PORGERA,PORGERA/PG,RGE,Y,,PG,AUSTL,ITC3,PG,143.1,-5.5,4219,Y,PORGERA
RGH,BALURGHAT,BALURGHAT,BALURGHAT/IN,RGH,Y,,IN,ASIA,ITC3,IN,88.77,25.22,,N,BALURGHAT
RGI,RANGIROA,RANGIROA,RANGIROA/PF,RGI,Y,,PF,PACIF,ITC3,PF087,-147.7,-14.97,4220,Y,RANGIROA
RGL,RIO GALLEGOS,RIO GALLEGOS,RIO GALLEGOS/SC/AR:INTL,RGL,Y,SC,AR,SAMER,ITC1,AR003,-69.2,-51.65,4221,Y,RIO GALLEGOS
RGN,YANGON,YANGON,YANGON/MM:MINGALADON,RGN,Y,,MM,SEASI,ITC3,MM,96.13,16.85,4222,Y,YANGON
RGR,RANGER,RANGER,RANGER/TX/US:RANGER MUNICIPAL,RGR,Y,TX,US,NAMER,ITC1,US107,-98.68,32.47,,N,RANGER
RGS,BURGOS,BURGOS,BURGOS/ES:VILLAFRIA,RGS,Y,,ES,EUROP,ITC2,ES045,-3.621,42.36,,N,BURGOS
RGT,RENGAT,RENGAT,RENGAT/ID:JAPURA,RGT,Y,,ID,SEASI,ITC3,ID061,102.3,-0.4,4223,N,RENGAT
RHA,REYKHOLAR,REYKHOLAR,REYKHOLAR/IS,RHA,Y,,IS,EUROP,ITC2,IS,-20.58,65.33,4224,N,REYKHOLAR
RHD,RIO HONDO,RIO HONDO,RIO HONDO/SE/AR,RHD,Y,SE,AR,SAMER,ITC1,AR003,-64.92,-27.47,4225,N,RIO HONDO
RHE,REIMS,REIMS,REIMS/FR,RHE,Y,,FR,EUROP,ITC2,FR052,4.067,49.32,4226,N,REIMS
RHG,RUHENGERI,RUHENGERI,RUHENGERI/RW,RHG,Y,,RW,AFRIC,ITC2,RW,29.63,-1.5,,N,RUHENGERI
RHI,RHINELANDER,RHINELANDER,RHINELANDER/WI/US:ONEIDA COUN,RHI,Y,WI,US,NAMER,ITC1,US107,-89.45,45.63,4227,Y,RHINELANDER
RHL,ROY HILL,ROY HILL,ROY HILL/WA/AU,RHL,Y,WA,AU,AUSTL,ITC3,AU011,120,-22.63,4228,N,ROY HILL
RHN,ROSH PINA,ROSH PINA,ROSH PINA/NA:ROSH PINA AIRPORT,RHN,Y,,NA,AFRIC,ITC2,NA004,16.7,-27.97,,N,ROSH PINA
RHO,RHODES,RHODES,RHODES/GR:DIAGORAS AIRPORT,RHO,Y,,GR,EUROP,ITC2,GR058,28.12,36.38,,Y,RHODES
RHP,RAMECHHAP,RAMECHHAP,RAMECHHAP/NP,RHP,Y,,NP,ASIA,ITC3,NP,87,27.33,,N,RAMECHHAP
RHV,SAN JOSE RHV,SAN JOSE RHV,SAN JOSE/CA/US:REID HILLVIEW,SJC,Y,CA,US,NAMER,ITC1,US110,-121.9,37.35,,N,SAN JOSE
RIA,SANTA MARIA,SANTA MARIA,SANTA MARIA/RS/BR:BASE AEREA,RIA,Y,RS,BR,SAMER,ITC1,BR015,-53.7,-29.72,,Y,SANTA MARIA
RIB,RIBERALTA,RIBERALTA,RIBERALTA/BO:GEN BUECH,RIB,Y,,BO,SAMER,ITC1,BO,-66.08,-11.02,4231,Y,RIBERALTA
RIC,RICHMOND,RICHMOND,RICHMOND/VA/US:RICHMOND INTL,RIC,Y,VA,US,NAMER,ITC1,US105,-77.32,37.5,4232,Y,RICHMOND
RID,RICHMOND,RICHMOND,RICHMOND/IN/US,RID,Y,IN,US,NAMER,ITC1,US105,-84.85,39.75,4233,N,RICHMOND
RIE,RICE LAKE,RICE LAKE,RICE LAKE/WI/US,RIE,Y,WI,US,NAMER,ITC1,US107,-91.73,45.5,4234,N,RICE LAKE
RIF,RICHFIELD,RICHFIELD,RICHFIELD/UT/US:REYNOLDS,RIF,Y,UT,US,NAMER,ITC1,US108,-112.1,38.75,4235,N,RICHFIELD
RIG,RIO GRANDE,RIO GRANDE,RIO GRANDE/RS/BR,RIG,Y,RS,BR,SAMER,ITC1,BR015,-52.17,-32.08,4236,Y,RIO GRANDE
RIJ,RIOJA,RIOJA,RIOJA/PE,RIJ,Y,,PE,SAMER,ITC1,PE155,-77.08,-6.167,4237,N,RIOJA
RIK,CARILLO,CARILLO,CARILLO/CR,RIK,Y,,CR,CAMER,ITC1,CR036,-84.07,9.983,,N,CARILLO
RIL,RIFLE,RIFLE,RIFLE/CO/US:GARFIELD COUNTY,RIL,Y,CO,US,NAMER,ITC1,US108,-107.7,39.52,4238,N,RIFLE
RIM,RODRIGUEZ DE MEN,RODRIGUEZ DE ME,RODRIGUEZ DE MEN/PE,RIM,Y,,PE,SAMER,ITC1,PE155,-77.53,-9.533,,N,RODRIGUEZ DE MEN
RIN,RINGI COVE,RINGI COVE,RINGI COVE/SB,RIN,Y,,SB,AUSTL,ITC3,SB,157,-8.2,4239,N,RINGI COVE
RIO,RIO DE JANEIRO,RIO DE JANEIRO,RIO DE JANEIRO/RJ/BR,RIO,N,RJ,BR,SAMER,ITC1,BR015,-43.25,-22.83,,N,RIO DE JANEIRO
RIR,RIVERSIDE RIR,RIVERSIDE RIR,RIVERSIDE/CA/US:FLA BOB,RAL,Y,CA,US,NAMER,ITC1,US110,-117.4,33.99,,N,RIVERSIDE
RIS,RISHIRI,RISHIRI,RISHIRI/JP,RIS,Y,,JP,ASIA,ITC3,JP,141.3,45.18,4241,Y,RISHIRI
RIT,RIO TIGRE,RIO TIGRE,RIO TIGRE/PA,RIT,Y,,PA,CAMER,ITC1,PA,-78.5,9.25,,N,RIO TIGRE
RIV,RIVERSIDE AFB,RIVERSIDE AFB,RIVERSIDE/CA/US:MARCH AFB,RAL,Y,CA,US,NAMER,ITC1,US110,-117.3,33.88,,N,RIVERSIDE
RIW,RIVERTON,RIVERTON,RIVERTON/WY/US,RIW,Y,WY,US,NAMER,ITC1,US108,-108.5,43.05,4242,Y,RIVERTON
RIX,RIGA AIRPORT,RIGA AIRPORT,RIGA/LV:RIGA,RIX,Y,,LV,EEURO,ITC2,LV126,24.07,56.97,4243,Y,RIGA
RIY,RIYAN MUKALLA,RIYAN MUKALLA,RIYAN MUKALLA/YE,RIY,Y,,YE,MEAST,ITC2,YE,49.33,14.65,4244,Y,RIYAN MUKALLA
RIZ,RIO ALZUCAR,RIO ALZUCAR,RIO ALZUCAR/PA,RIZ,Y,,PA,CAMER,ITC1,PA,-78.8,9.383,,N,RIO ALZUCAR
RJA,RAJAHMUNDRY,RAJAHMUNDRY,RAJAHMUNDRY/IN,RJA,Y,,IN,ASIA,ITC3,IN,81.78,16.98,,Y,RAJAHMUNDRY
RJB,RAJBIRAJ,RAJBIRAJ,RAJBIRAJ/NP,RJB,Y,,NP,ASIA,ITC3,NP,86.73,26.52,4245,N,RAJBIRAJ
RJH,RAJSHAHI,RAJSHAHI,RAJSHAHI/BD,RJH,Y,,BD,ASIA,ITC3,BD,88.5,24.42,4246,N,RAJSHAHI
RJI,RAJOURI,RAJOURI,RAJOURI/IN,RJI,Y,,IN,ASIA,ITC3,IN,74.3,33.37,,N,RAJOURI
RJK,RIJEKA,RIJEKA,RIJEKA/HR,RJK,Y,,HR,EEURO,ITC2,HR152,14.58,45.33,4247,Y,RIJEKA
RJL,LOGRONO,LOGRONO,LOGRONO/ES:AGONCILLO,RJL,Y,,ES,EUROP,ITC2,ES045,-2.324,42.46,,Y,LOGRONO
RJN,RAFSANJAN,RAFSANJAN,RAFSANJAN/IR,RJN,Y,,IR,MEAST,ITC2,IR120,56.06,30.3,,Y,RAFSANJAN
RKA,ARATIKA,ARATIKA,ARATIKA/PF,RKA,Y,,PF,PACIF,ITC3,PF087,-145.5,-15.48,,Y,ARATIKA
RKC,YREKA,YREKA,YREKA/CA/US,RKC,Y,CA,US,NAMER,ITC1,US110,-122.6,41.73,,N,YREKA
