CODE,TICKETING_NAME,TELETICKETING_NAME,EXTENDED_NAME,REL_CITY_CODE,IS_AIRPORT,STATE_CODE,REL_COUNTRY_CODE,REL_REGION_CODE,REL_CONTINENT_CODE,REL_TIME_ZONE_GRP,LONGITUDE,LATITUDE,NUMERIC_CODE,IS_COMMERCIAL,CITY_NAME
ODL,CORDILLO DOWNS,CORDILLO DOWNS,CORDILLO DOWNS/SA/AU,ODL,Y,SA,AU,AUSTL,ITC3,AU009,140.8,-26.83,3637,N,CORDILLO DOWNS
ODM,OAKLAND,OAKLAND,OAKLAND/MD/US,ODM,Y,MD,US,NAMER,ITC1,US105,-79.4,39.4,,N,OAKLAND
ODN,LONG SERIDAN,LONG SERIDAN,LONG SERIDAN/MY,ODN,Y,,MY,SEASI,ITC3,MY,115.1,4.033,3639,Y,LONG SERIDAN
ODR,ORD RIVER,ORD RIVER,ORD RIVER/WA/AU,ODR,Y,WA,AU,AUSTL,ITC3,AU011,128.9,-17.35,3640,N,ORD RIVER
ODS,ODESSA,ODESSA,ODESSA/UA:CENTRAL,ODS,Y,,UA,EURAS,ITC2,UA127,30.62,46.5,3641,Y,ODESSA
ODW,OAK HARBOR,OAK HARBOR,OAK HARBOR/WA/US,ODW,Y,WA,US,NAMER,ITC1,US110,-122.6,48.28,3642,Y,OAK HARBOR
ODY,OUDOMXAY,OUDOMXAY,OUDOMXAY/LA,ODY,Y,,LA,SEASI,ITC3,LA,104.2,20.58,,Y,OUDOMXAY
OEA,VINCENNES,VINCENNES,VINCENNES/IN/US:ONEAL,OEA,Y,IN,US,NAMER,ITC1,US105,-87.52,38.67,,N,VINCENNES
OEC,OCUSSI,OCUSSI,OCUSSI/TL,OEC,Y,,TL,ASIA,ITC3,TL,124.4,-9.25,3643,N,OCUSSI
OEL,OREL,OREL,OREL/RU,OEL,Y,,RU,EURAS,ITC2,RU130,36.1,52.98,,N,OREL
OEM,PALOEMEU,PALOEMEU,PALOEMEU/SR:VINCENT FAYKS,OEM,Y,,SR,SAMER,ITC1,SR,-54.05,5.483,,N,PALOEMEU
OEO,OSCEOLA,OSCEOLA,OSCEOLA/WI/US:MUNICIPAL,OEO,Y,WI,US,NAMER,ITC1,US107,-92.7,45.32,,N,OSCEOLA
OER,ORNSKOLDSVIK,ORNSKOLDSVIK,ORNSKOLDSVIK/SE,OER,Y,,SE,EUROP,ITC2,SE095,18.98,63.4,3644,Y,ORNSKOLDSVIK
OES,SAN ANTONIO OESTE,SAN ANTONIO OES,SAN ANTONIO OESTE/RN/AR,OES,Y,RN,AR,SAMER,ITC1,AR003,-64.93,-40.73,3645,N,SAN ANTONIO OESTE
OFI,OUANGO FITINI,OUANGO FITINI,OUANGO FITINI/CI,OFI,Y,,CI,AFRIC,ITC2,CI,-4.033,9.6,,Y,OUANGO FITINI
OFJ,OLAFSFJORDUR,OLAFSFJORDUR,OLAFSFJORDUR/IS,OFJ,Y,,IS,EUROP,ITC2,IS,-18.63,66.1,3646,N,OLAFSFJORDUR
OFK,NORFOLK,NORFOLK,NORFOLK/NE/US:STEFAN FIELD,OFK,Y,NE,US,NAMER,ITC1,US107,-97.43,41.98,3647,N,NORFOLK
OFU,OFU,OFU,OFU/AS,OFU,Y,,AS,AUSTL,ITC3,AS,-169.7,-14.18,,N,OFU
OGA,OGALLALA,OGALLALA,OGALLALA/NE/US:SEARLE FIELD,OGA,Y,NE,US,NAMER,ITC1,US108,-101.7,41.13,3648,N,OGALLALA
OGB,ORANGEBURG,ORANGEBURG,ORANGEBURG/SC/US:MUNICIPAL,OGB,Y,SC,US,NAMER,ITC1,US105,-80.85,33.45,3649,N,ORANGEBURG
OGD,OGDEN MUNICIPAL,OGDEN MUNICIPAL,OGDEN/UT/US:MUNICIPAL,OGD,Y,UT,US,NAMER,ITC1,US108,-112,41.2,3650,N,OGDEN
OGE,OGERANANG,OGERANANG,OGERANANG/PG,OGE,Y,,PG,AUSTL,ITC3,PG,147.3,-6.433,3651,N,OGERANANG
OGG,KAHULUI,KAHULUI,KAHULUI/HI/US,OGG,Y,HI,US,NAMER,ITC1,US113,-156.5,20.93,3652,Y,KAHULUI
OGL,OGLE,OGLE,OGLE/GY,OGL,Y,,GY,SAMER,ITC1,GY,-58.1,6.8,3653,N,OGLE
OGN,YONAGUNI JIMA,YONAGUNI JIMA,YONAGUNI JIMA/JP,OGN,Y,,JP,ASIA,ITC3,JP,123,24.47,3654,Y,YONAGUNI JIMA
OGO,ABENGOUROU,ABENGOUROU,ABENGOUROU/CI,OGO,Y,,CI,AFRIC,ITC2,CI,-3.483,6.733,3655,N,ABENGOUROU
OGR,BONGOR,BONGOR,BONGOR/TD,OGR,Y,,TD,AFRIC,ITC2,TD,15.38,10.28,3656,N,BONGOR
OGS,OGDENSBURG,OGDENSBURG,OGDENSBURG/NY/US,OGS,Y,NY,US,NAMER,ITC1,US105,-75.47,44.68,3657,Y,OGDENSBURG
OGV,ONGAVA GAME RSV,ONGAVA GAME RSV,ONGAVA GAME RSV/NA,OGV,Y,,NA,AFRIC,ITC2,NA004,15.9,-19.32,,N,ONGAVA GAME RSV
OGX,OUARGLA,OUARGLA,OUARGLA/DZ:AIN BEIDA,OGX,Y,,DZ,AFRIC,ITC2,DZ,5.4,31.92,3658,Y,OUARGLA
OGZ,VLADIKAVKAZ,VLADIKAVKAZ,VLADIKAVKAZ/RU,OGZ,Y,,RU,EURAS,ITC2,RU130,44.6,43.2,,Y,VLADIKAVKAZ
OHA,OHAKEA,OHAKEA,OHAKEA/NZ:RAF BASE,OHA,Y,,NZ,AUSTL,ITC3,NZ084,174.8,-41.5,,N,OHAKEA
OHC,NORTHEAST CAPE,NORTHEAST CAPE,NORTHEAST CAPE/AK/US:AFS,OHC,Y,AK,US,NAMER,ITC1,US111,-163.9,69.02,3659,N,NORTHEAST CAPE
OHD,OHRID,OHRID,OHRID/MK,OHD,Y,,MK,EUROP,ITC2,MK159,20.75,41.18,3660,Y,OHRID
OHI,OSHAKATI,OSHAKATI,OSHAKATI/NA,OHI,Y,,NA,AFRIC,ITC2,NA004,15.7,-17.78,,N,OSHAKATI
OHO,OKHOTSK,OKHOTSK,OKHOTSK/RU,OHO,Y,,RU,EURAS,ITC2,RU147,143.1,59.42,,Y,OKHOTSK
OHP,OBAN HPT,OBAN HPT,OBAN HPT/GB:HELIPORT,OBN,Y,,GB,EUROP,ITC2,GB053,-5.5,56.58,,N,OBAN HPT
OHR,WYK AUF FOEHR,WYK AUF FOEHR,WYK AUF FOEHR/DE,OHR,Y,,DE,EUROP,ITC2,DE040,8.667,54.67,,N,WYK AUF FOEHR
OHT,KOHAT,KOHAT,KOHAT/PK,OHT,Y,,PK,ASIA,ITC3,PK163,71.45,33.57,3663,N,KOHAT
OIA,OURILANDIA,OURILANDIA,OURILANDIA/PA/BR:OURILANDIA,OIA,Y,PA,BR,SAMER,ITC1,BR016,-51.06,-6.776,,N,OURILANDIA
OIC,NORWICH,NORWICH,NORWICH/NY/US:EATON,OIC,Y,NY,US,NAMER,ITC1,US105,-2.533,53.27,,N,NORWICH
OIL,OIL CITY,OIL CITY,OIL CITY/PA/US:SPLANE MEMORIAL,OIL,Y,PA,US,NAMER,ITC1,US105,-79.73,42.43,,N,OIL CITY
OIM,OSHIMA,OSHIMA,OSHIMA/JP,OIM,Y,,JP,ASIA,ITC3,JP,139.4,34.78,3664,Y,OSHIMA
OIR,OKUSHIRI,OKUSHIRI,OKUSHIRI/JP,OIR,Y,,JP,ASIA,ITC3,JP,139.5,42.17,3665,N,OKUSHIRI
OIT,OITA,OITA,OITA/JP,OIT,Y,,JP,ASIA,ITC3,JP,131.6,33.25,3666,Y,OITA
OJC,KANSAS CITY OJC,KANSAS CITY OJC,KANSAS CITY/MO/US:JOHNSON EXEC,MKC,Y,MO,US,NAMER,ITC1,US107,-94.73,38.85,3667,N,KANSAS CITY
OKA,OKINAWA NAHA,OKINAWA NAHA,OKINAWA/JP:NAHA,OKA,Y,,JP,ASIA,ITC3,JP,127.7,26.2,3668,Y,OKINAWA
OKB,ORCHID BEACH,ORCHID BEACH,ORCHID BEACH/QL/AU:FRASER ISL,OKB,Y,QL,AU,AUSTL,ITC3,AU131,153.3,-25,,N,ORCHID BEACH
OKC,OKLAHOMA CITY,OKLAHOMA CITY,OKLAHOMA CITY/OK/US:WILL ROGER,OKC,Y,OK,US,NAMER,ITC1,US107,-97.62,35.4,3669,Y,OKLAHOMA CITY
OKD,SAPPORO OKADAMA,SAPPORO OKADAMA,SAPPORO/JP:OKADAMA,SPK,Y,,JP,ASIA,ITC3,JP,141.4,43.13,3670,Y,SAPPORO
OKE,OKINO ERABU,OKINO ERABU,OKINO ERABU/JP,OKE,Y,,JP,ASIA,ITC3,JP,128.6,27.43,3671,N,OKINO ERABU
OKF,OKAUKUEJO,OKAUKUEJO,OKAUKUEJO/NA,OKF,Y,,NA,AFRIC,ITC2,NA004,15.93,-19.17,,N,OKAUKUEJO
OKG,OKOYO,OKOYO,OKOYO/CG,OKG,Y,,CG,AFRIC,ITC2,CG,15.07,-1.467,3672,N,OKOYO
OKH,OAKHAM,OAKHAM,OAKHAM/GB:COTTESMOR RAF,OKH,Y,,GB,EUROP,ITC2,GB053,-0.7167,52.67,,N,OAKHAM
OKI,OKI ISLAND,OKI ISLAND,OKI ISLAND/JP,OKI,Y,,JP,ASIA,ITC3,JP,133.3,36.17,3673,N,OKI ISLAND
OKJ,OKAYAMA,OKAYAMA,OKAYAMA/JP,OKJ,Y,,JP,ASIA,ITC3,JP,133.9,34.58,3674,Y,OKAYAMA
OKK,KOKOMO,KOKOMO,KOKOMO/IN/US,OKK,Y,IN,US,NAMER,ITC1,US105,-86.07,40.53,3675,N,KOKOMO
OKL,OKSIBIL,OKSIBIL,OKSIBIL/ID,OKL,Y,,ID,SEASI,ITC3,ID063,137.5,-3.683,,N,OKSIBIL
OKM,OKMULGEE,OKMULGEE,OKMULGEE/OK/US,OKM,Y,OK,US,NAMER,ITC1,US107,-95.97,35.62,,N,OKMULGEE
OKN,OKONDJA,OKONDJA,OKONDJA/GA,OKN,Y,,GA,AFRIC,ITC2,GA,13.78,-0.7,3676,N,OKONDJA
OKO,TOKYO YOKOTA AFB,TOKYO YOKOTA AF,TOKYO/JP:YOKOTA AFB,TYO,Y,,JP,ASIA,ITC3,JP,139.4,35.75,,N,TOKYO
OKP,OKSAPMIN,OKSAPMIN,OKSAPMIN/PG,OKP,Y,,PG,AUSTL,ITC3,PG,141.6,-5.467,,N,OKSAPMIN
OKQ,OKABA,OKABA,OKABA/ID,OKQ,Y,,ID,SEASI,ITC3,ID063,139.7,-8.1,3677,N,OKABA
OKR,YORKE ISLAND,YORKE ISLAND,YORKE ISLAND/QL/AU,OKR,Y,QL,AU,AUSTL,ITC3,AU131,143.4,-9.733,,Y,YORKE ISLAND
OKS,OSHKOSH,OSHKOSH,OSHKOSH/NE/US,OKS,Y,NE,US,NAMER,ITC1,US107,-102.3,41.4,,N,OSHKOSH
OKT,OKTIABRSKIJ,OKTIABRSKIJ,OKTIABRSKIJ/RU,OKT,Y,,RU,EURAS,ITC2,RU140,53.38,54.43,,N,OKTIABRSKIJ
OKU,MOKUTI LODGE,MOKUTI LODGE,MOKUTI LODGE/NA,OKU,Y,,NA,AFRIC,ITC2,NA004,17.1,-22.57,,N,MOKUTI LODGE
OKV,OKAO,OKAO,OKAO/PG,OKV,N,,PG,AUSTL,ITC3,PG,141,-5.561,,N,OKAO
OKY,OAKEY,OAKEY,OAKEY/QL/AU,OKY,Y,QL,AU,AUSTL,ITC3,AU131,151.7,-27.4,3678,Y,OAKEY
OLA,ORLAND,ORLAND,ORLAND/NO,OLA,Y,,NO,EUROP,ITC2,NO083,9.617,63.7,3679,Y,ORLAND
OLB,OLBIA,OLBIA,OLBIA/IT:COSTA SMERALDA,OLB,Y,,IT,EUROP,ITC2,IT067,9.5,40.87,3680,Y,OLBIA
OLD,OLD TOWN,OLD TOWN,OLD TOWN/ME/US,OLD,Y,ME,US,NAMER,ITC1,US105,-68.67,44.95,3681,N,OLD TOWN
OLE,OLEAN,OLEAN,OLEAN/NY/US:MUNICIPAL,OLE,Y,NY,US,NAMER,ITC1,US105,-78.37,42.23,3682,N,OLEAN
OLF,WOLF POINT,WOLF POINT,WOLF POINT/MT/US:INTERNATIONAL,OLF,Y,MT,US,NAMER,ITC1,US108,-105.6,48.08,3683,Y,WOLF POINT
OLH,OLD HARBOR,OLD HARBOR,OLD HARBOR/AK/US:OLD HARBOR SP,OLH,Y,AK,US,NAMER,ITC1,US111,-153.3,57.2,3684,Y,OLD HARBOR
OLI,OLAFSVIK,OLAFSVIK,OLAFSVIK/IS:RIF,OLI,Y,,IS,EUROP,ITC2,IS,-23.98,65,3685,N,OLAFSVIK
OLJ,OLPOI,OLPOI,OLPOI/VU,OLJ,Y,,VU,AUSTL,ITC3,VU115,166.6,-14.88,,Y,OLPOI
OLK,FUERTE OLIMPO,FUERTE OLIMPO,FUERTE OLIMPO/PY:FUERTE OLIMPO,OLK,Y,,PY,SAMER,ITC1,PY093,-57.88,-21.05,,N,FUERTE OLIMPO
OLM,OLYMPIA,OLYMPIA,OLYMPIA/WA/US,OLM,Y,WA,US,NAMER,ITC1,US110,-122.9,46.97,3686,N,OLYMPIA
OLN,COLONIA SARMIENTO,COLONIA SARMIEN,COLONIA SARMIENTO/CB/AR,OLN,Y,CB,AR,SAMER,ITC1,AR003,-69,-45.58,3687,N,COLONIA SARMIENTO
OLO,OLOMOUC,OLOMOUC,OLOMOUC/CZ,OLO,Y,,CZ,EEURO,ITC2,CZ037,17.33,49.42,3688,N,OLOMOUC
OLP,OLYMPIC DAM,OLYMPIC DAM,OLYMPIC DAM/SA/AU,OLP,Y,SA,AU,AUSTL,ITC3,AU009,135,-30.7,3689,Y,OLYMPIC DAM
OLQ,OLSOBIP,OLSOBIP,OLSOBIP/PG,OLQ,Y,,PG,AUSTL,ITC3,PG,141.5,-5.383,,N,OLSOBIP
OLS,NOGALES,NOGALES,NOGALES/AZ/US:INTERNATIONAL,OLS,Y,AZ,US,NAMER,ITC1,US109,-110.9,31.33,3690,N,NOGALES
OLU,COLUMBUS,COLUMBUS,COLUMBUS/NE/US,OLU,Y,NE,US,NAMER,ITC1,US107,-97.33,41.45,3691,N,COLUMBUS
OLV,OLIVE BRANCH,OLIVE BRANCH,OLIVE BRANCH/MS/US:OLIVE BRANC,OLV,Y,MS,US,NAMER,ITC1,US107,-89.83,34.97,,N,OLIVE BRANCH
OLY,OLNEY,OLNEY,OLNEY/IL/US:OLNEY NOBLE,OLY,Y,IL,US,NAMER,ITC1,US107,-88.08,38.72,,N,OLNEY
OMA,OMAHA EPPLEY,OMAHA EPPLEY,OMAHA/NE/US:EPPLEY AIRFIELD,OMA,Y,NE,US,NAMER,ITC1,US107,-95.9,41.3,3692,Y,OMAHA
OMB,OMBOUE,OMBOUE,OMBOUE/GA,OMB,Y,,GA,AFRIC,ITC2,GA,9.267,-1.6,3693,N,OMBOUE
OMC,ORMOC,ORMOC,ORMOC/PH,OMC,Y,,PH,PACIF,ITC3,PH,124.6,11.05,3694,N,ORMOC
OMD,ORANJEMUND,ORANJEMUND,ORANJEMUND/NA,OMD,Y,,NA,AFRIC,ITC2,NA004,16.45,-28.58,,Y,ORANJEMUND
OME,NOME,NOME,NOME/AK/US,OME,Y,AK,US,NAMER,ITC1,US111,-165.4,64.52,3695,Y,NOME
OMF,MAFRAQ,MAFRAQ,MAFRAQ/JO:KING HUSSEIN,OMF,Y,,JO,MEAST,ITC2,JO068,36.23,32.33,3696,N,MAFRAQ
OMG,OMEGA,OMEGA,OMEGA/NA,OMG,Y,,NA,AFRIC,ITC2,NA004,22.07,-18,,N,OMEGA
OMH,URMIEH,URMIEH,URMIEH/IR,OMH,Y,,IR,MEAST,ITC2,IR120,45.08,37.63,3697,Y,URMIEH
OMI,OMIDIEH,OMIDIEH,OMIDIEH/IR:OMIDIEH,OMI,Y,,IR,MEAST,ITC2,IR120,49.53,30.83,,N,OMIDIEH
OMJ,OMURA,OMURA,OMURA/JP,OMJ,Y,,JP,ASIA,ITC3,JP,130,32.9,,N,OMURA
OMK,OMAK,OMAK,OMAK/WA/US:MUNICIPAL,OMK,Y,WA,US,NAMER,ITC1,US110,-119.5,48.4,3698,N,OMAK
OML,OMKALAI,OMKALAI,OMKALAI/PG,OML,Y,,PG,AUSTL,ITC3,PG,145,-6.183,3699,N,OMKALAI
OMM,MARMUL,MARMUL,MARMUL/OM,OMM,Y,,OM,MEAST,ITC2,OM,57.52,22.9,,N,MARMUL
OMN,OSMANABAD,OSMANABAD,OSMANABAD/IN,OMN,Y,,IN,ASIA,ITC3,IN,76.1,18.15,,N,OSMANABAD
OMO,MOSTAR,MOSTAR,MOSTAR/BA,OMO,Y,,BA,EUROP,ITC2,BA154,17.85,43.28,3700,Y,MOSTAR
OMR,ORADEA,ORADEA,ORADEA/RO,OMR,Y,,RO,EEURO,ITC2,RO094,21.9,47.02,3701,Y,ORADEA
OMS,OMSK,OMSK,OMSK/RU,OMS,Y,,RU,EURAS,ITC2,RU142,73.3,54.97,3702,Y,OMSK
OMY,ODDOR MEANCHE,ODDOR MEANCHE,ODDOR MEANCHE/KH,OMY,Y,,KH,SEASI,ITC3,KH,105,13.82,,N,ODDOR MEANCHE
ONA,WINONA,WINONA,WINONA/MN/US:MUNICIPAL,ONA,Y,MN,US,NAMER,ITC1,US107,127.1,36.2,,N,WINONA
ONB,ONONGE,ONONGE,ONONGE/PG,ONB,Y,,PG,AUSTL,ITC3,PG,147.2,-8.583,,N,ONONGE
OND,ONDANGWA,ONDANGWA,ONDANGWA/NA,OND,Y,,NA,AFRIC,ITC2,NA004,15.97,-17.9,,Y,ONDANGWA
ONE,ONEPUSU,ONEPUSU,ONEPUSU/SB,ONE,Y,,SB,AUSTL,ITC3,SB,161.1,-9.167,3705,N,ONEPUSU
ONG,MORNINGTON,MORNINGTON,MORNINGTON/QL/AU,ONG,Y,QL,AU,AUSTL,ITC3,AU131,139.3,-16.58,3706,Y,MORNINGTON
ONH,ONEONTA,ONEONTA,ONEONTA/NY/US:MUNICIPAL,ONH,Y,NY,US,NAMER,ITC1,US105,-75.12,42.45,3707,N,ONEONTA
ONI,MOANAMANI,MOANAMANI,MOANAMANI/ID,ONI,Y,,ID,SEASI,ITC3,ID063,136.1,-3.983,3708,N,MOANAMANI
ONJ,ODATE NOSHIRO,ODATE NOSHIRO,ODATE NOSHIRO/JP:ODATE NOSHIRO,ONJ,Y,,JP,ASIA,ITC3,JP,140.4,40.19,,Y,ODATE NOSHIRO
ONL,ONEILL,ONEILL,ONEILL/NE/US:MUNICIPAL,ONL,Y,NE,US,NAMER,ITC1,US107,-98.65,42.45,,Y,ONEILL
ONM,SOCORRO,SOCORRO,SOCORRO/NM/US,ONM,Y,NM,US,NAMER,ITC1,US108,-106.9,34.05,,N,SOCORRO
ONN,ONION BAY,ONION BAY,ONION BAY/AK/US,ONN,Y,AK,US,NAMER,ITC1,US111,-152.8,58.23,,N,ONION BAY
ONO,ONTARIO,ONTARIO,ONTARIO/OR/US,ONO,Y,OR,US,NAMER,ITC1,US108,-117,44.02,3709,N,ONTARIO
ONP,NEWPORT,NEWPORT,NEWPORT/OR/US,ONP,Y,OR,US,NAMER,ITC1,US110,-124.1,44.58,3710,N,NEWPORT
ONQ,ZONGULDAK,ZONGULDAK,ZONGULDAK/TR,ONQ,Y,,TR,EURAS,ITC2,TR101,32.1,41.52,,N,ZONGULDAK
ONR,MONKIRA,MONKIRA,MONKIRA/QL/AU,ONR,Y,QL,AU,AUSTL,ITC3,AU131,140.5,-24.82,3711,N,MONKIRA
BWP,BEWANI,BEWANI,BEWANI/PG,BWP,Y,,PG,AUSTL,ITC3,PG,141.1,-3.083,745,N,BEWANI
BWQ,BREWARRINA,BREWARRINA,BREWARRINA/NS/AU,BWQ,Y,NS,AU,AUSTL,ITC3,AU007,146.8,-29.97,746,N,BREWARRINA
BWS,BLAINE,BLAINE,BLAINE/WA/US,BWS,Y,WA,US,NAMER,ITC1,US110,-122.8,48.97,,N,BLAINE
BWT,BURNIE,BURNIE,BURNIE/TS/AU:BURNIE WYN,BWT,Y,TS,AU,AUSTL,ITC3,AU008,145.7,-41,,Y,BURNIE
BWU,BANKSTOWN,BANKSTOWN,BANKSTOWN/NS/AU,BWU,Y,NS,AU,AUSTL,ITC3,AU007,151,-33.92,747,N,BANKSTOWN
BWW,CAYO LAS BRUJAS,CAYO LAS BRUJAS,CAYO LAS BRUJAS/CU:LAS BRUJAS,BWW,Y,,CU,CARIB,ITC1,CU038,-79.15,22.62,,Y,CAYO LAS BRUJAS
BWY,WOODBRIDGE BENTWA,WOODBRIDGE BENT,WOODBRIDGE/GB:BENTWATERS ST,BWY,Y,,GB,EUROP,ITC2,GB053,1.317,52.1,,N,WOODBRIDGE
BXA,BOGALUSA,BOGALUSA,BOGALUSA/LA/US:GEORGE R CARR,BXA,Y,LA,US,NAMER,ITC1,US107,-89.87,30.78,,N,BOGALUSA
BXB,BABO,BABO,BABO/ID,BXB,Y,,ID,SEASI,ITC3,ID063,133.4,-2.55,,N,BABO
BXC,BOXBOROUGH,BOXBOROUGH,BOXBOROUGH/MA/US,BXC,Y,MA,US,NAMER,ITC1,US105,-71.53,42.48,,N,BOXBOROUGH
BXD,BADE,BADE,BADE/ID,BXD,Y,,ID,SEASI,ITC3,ID063,139.6,-7.167,748,N,BADE
BXE,BAKEL,BAKEL,BAKEL/SN,BXE,Y,,SN,AFRIC,ITC2,SN,-12.9,14.92,749,N,BAKEL
BXF,BELBURN,BELBURN,BELBURN/WA/AU:BELBURN,BXF,Y,WA,AU,AUSTL,ITC3,AU011,128.3,-17.55,,N,BELBURN
BXG,BENDIGO,BENDIGO,BENDIGO/VI/AU:BENDIGO,BXG,Y,VI,AU,AUSTL,ITC3,AU007,144.3,-36.73,,N,BENDIGO
BXH,BALHASH,BALHASH,BALHASH/KZ,BXH,Y,,KZ,EURAS,ITC3,KZ133,75.02,46.88,,N,BALHASH
BXI,BOUNDIALI,BOUNDIALI,BOUNDIALI/CI,BXI,Y,,CI,AFRIC,ITC2,CI,-6.483,9.517,750,N,BOUNDIALI
BXJ,BURUNDAI,BURUNDAI,BURUNDAI/KZ,BXJ,Y,,KZ,EURAS,ITC3,KZ164,75.02,46.88,,N,BURUNDAI
BXK,BUCKEYE,BUCKEYE,BUCKEYE/AZ/US,BXK,Y,AZ,US,NAMER,ITC1,US109,-112.6,33.37,,N,BUCKEYE
BXL,BLUE LAGOON,BLUE LAGOON,BLUE LAGOON/FJ,BXL,Y,,FJ,AUSTL,ITC3,FJ169,177.4,-16.93,751,N,BLUE LAGOON
BXM,BATOM,BATOM,BATOM/ID,BXM,Y,,ID,SEASI,ITC3,ID063,139.6,-2.283,,N,BATOM
BXN,BODRUM,BODRUM,BODRUM/TR:IMSIK AIRPORT,BXN,Y,,TR,EURAS,ITC2,TR101,27.67,37.13,,N,BODRUM
BXO,BUOCHS,BUOCHS,BUOCHS/CH,BXO,Y,,CH,EUROP,ITC2,CH032,8.433,46.97,,N,BUOCHS
BXR,BAM,BAM,BAM/IR,BXR,Y,,IR,MEAST,ITC2,IR120,0.9728,29.12,,Y,BAM
BXS,BORREGO SPRINGS,BORREGO SPRINGS,BORREGO SPRINGS/CA/US,BXS,Y,CA,US,NAMER,ITC1,US110,-116.3,33.25,753,N,BORREGO SPRINGS
BXT,BONTANG,BONTANG,BONTANG/ID,BXT,Y,,ID,SEASI,ITC3,ID062,117.5,0.1333,,N,BONTANG
BXU,BUTUAN,BUTUAN,BUTUAN/PH,BXU,Y,,PH,PACIF,ITC3,PH,125.4,8.967,754,Y,BUTUAN
BXV,BREIDDALSVIK,BREIDDALSVIK,BREIDDALSVIK/IS,BXV,Y,,IS,EUROP,ITC2,IS,-13.83,64.8,755,N,BREIDDALSVIK
BXX,BORAMA,BORAMA,BORAMA/SO,BXX,Y,,SO,AFRIC,ITC2,SO,43.12,9.967,,Y,BORAMA
BXZ,BUNSIL,BUNSIL,BUNSIL/PG,BXZ,Y,,PG,AUSTL,ITC3,PG,147.9,-5.717,,N,BUNSIL
BYA,BOUNDARY,BOUNDARY,BOUNDARY/AK/US,BYA,Y,AK,US,NAMER,ITC1,US111,-141.1,64.08,756,N,BOUNDARY
BYB,DIBAA,DIBAA,DIBAA/OM,BYB,Y,,OM,MEAST,ITC2,OM,56.25,25.62,,N,DIBAA
BYC,YACUIBA,YACUIBA,YACUIBA/BO,BYC,Y,,BO,SAMER,ITC1,BO,-63.7,-21.97,757,N,YACUIBA
BYD,BEIDAH,BEIDAH,BEIDAH/YE,BYD,Y,,YE,MEAST,ITC2,YE,46.55,14.13,758,N,BEIDAH
BYG,BUFFALO,BUFFALO,BUFFALO/WY/US:MUNICIPAL,BYG,Y,WY,US,NAMER,ITC1,US108,-106.7,44.35,759,N,BUFFALO
BYH,BLYTHEVILLE BYH,BLYTHEVILLE BYH,BLYTHEVILLE/AR/US:AFB,BYH,Y,AR,US,NAMER,ITC1,US107,-89.92,35.93,,N,BLYTHEVILLE
BYI,BURLEY,BURLEY,BURLEY/ID/US,BYI,Y,ID,US,NAMER,ITC1,US108,-113.8,42.53,760,N,BURLEY
BYK,BOUAKE,BOUAKE,BOUAKE/CI,BYK,Y,,CI,AFRIC,ITC2,CI,-5.067,7.733,761,N,BOUAKE
BYL,BELLA YELLA,BELLA YELLA,BELLA YELLA/LR,BYL,Y,,LR,AFRIC,ITC2,LR,-10,7.367,762,N,BELLA YELLA
BYM,BAYAMO,BAYAMO,BAYAMO/CU:C M DE CESPEDES,BYM,Y,,CU,CARIB,ITC1,CU038,-76.5,20.28,763,Y,BAYAMO
BYN,BAYANKHONGOR,BAYANKHONGOR,BAYANKHONGOR/MN,BYN,Y,,MN,ASIA,ITC3,MN175,100.7,46.33,,N,BAYANKHONGOR
BYO,BONITO,BONITO,BONITO/MS/BR,BYO,Y,MS,BR,SAMER,ITC1,BR017,-56.46,-21.23,,N,BONITO
BYQ,BUNYU,BUNYU,BUNYU/ID,BYQ,Y,,ID,SEASI,ITC3,ID062,117.9,3.467,,N,BUNYU
BYR,LAESO AIRPORT,LAESO AIRPORT,LAESO AIRPORT/DK,BYR,Y,,DK,EUROP,ITC2,DK041,12.13,55.58,,N,LAESO AIRPORT
BYS,FORT IRWIN,FORT IRWIN,FORT IRWIN/CA/US:BICYCLE LAKE,BYS,Y,CA,US,NAMER,ITC1,US110,-116.6,35.28,,N,FORT IRWIN
BYT,BANTRY,BANTRY,BANTRY/IE,BYT,Y,,IE,EUROP,ITC2,IE064,-9.45,51.68,,N,BANTRY
BYU,BAYREUTH,BAYREUTH,BAYREUTH/DE:BINDLACHER BERG,BYU,Y,,DE,EUROP,ITC2,DE040,11.58,49.95,765,N,BAYREUTH
BYW,BLAKELY ISLAND,BLAKELY ISLAND,BLAKELY ISLAND/WA/US,BYW,Y,WA,US,NAMER,ITC1,US110,-122.8,48.58,766,N,BLAKELY ISLAND
BYX,BANIYALA,BANIYALA,BANIYALA/NT/AU,BYX,Y,NT,AU,AUSTL,ITC3,AU010,136.2,-13.2,,N,BANIYALA
BZA,BONANZA,BONANZA,BONANZA/NI:SAN PEDRO,BZA,Y,,NI,CAMER,ITC1,NI193,-84.6,13.95,767,N,BONANZA
BZB,BAZARUTO ISLAND,BAZARUTO ISLAND,BAZARUTO ISLAND/MZ,BZB,Y,,MZ,AFRIC,ITC2,MZ,40.35,-11.35,,Y,BAZARUTO ISLAND
BZC,BUZIOS,BUZIOS,BUZIOS/RJ/BR,BZC,Y,RJ,BR,SAMER,ITC1,BR015,-41.95,-22.77,,N,BUZIOS
