code,ticketing_name,teleticketing_name,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,rel_continent_code,rel_time_zone_grp,longitude,latitude,numeric_code,is_commercial,city_name,
hgu,mount hagen,mount hagen,mount hagen/pg:kagamuga,hgu,y,,pg,austl,itc3,pg,144.2,-5.867,1935,y,mount hagen,
hgz,hogatza,hogatza,hogatza/ak/us,hgz,y,ak,us,namer,itc1,us111,-155.7,66.18,1936,n,hogatza,
hha,huanghua,huanghua,huanghua/cn:changsha huanghua,csx,y,,cn,asia,itc3,cn035,113.2,28.19,,n,huanghua,
hhe,hachinohe,hachinohe,hachinohe/jp,hhe,y,,jp,asia,itc3,jp,141.5,40.55,1937,n,hachinohe,
hhh,hilton head,hilton head,hilton head/sc/us,hhh,y,sc,us,namer,itc1,us105,-80.7,32.22,1938,y,hilton head,
hhi,wahiawa,wahiawa,wahiawa/hi/us:wheeler afb,hhi,y,hi,us,namer,itc1,us113,-158,21.48,,n,wahiawa,
hhn,hahn,hahn,hahn/de:hahn airport,fra,y,,de,europ,itc2,de040,7.267,49.95,,y,hahn,
hhp,hkg heliport,hkg heliport,hong kong/hk:h k heliport,hkg,y,,hk,seasi,itc3,hk,114.2,22.33,1939,n,hong kong,
hhq,hua hin,hua hin,hua hin/th:hua hin airport,hhq,y,,th,seasi,itc3,th,99.95,12.62,,y,hua hin,
hhr,hawthorne,hawthorne,hawthorne/ca/us,hhr,y,ca,us,namer,itc1,us110,-118.4,33.92,,n,hawthorne,
hhz,hikueru,hikueru,hikueru/pf,hhz,y,,pf,pacif,itc3,pf087,-142.5,-17.53,,y,hikueru,
hib,hibbing chisolm,hibbing chisolm,hibbing/mn/us:chisholm,hib,y,mn,us,namer,itc1,us107,-92.83,47.38,1940,y,hibbing,
hic,pretoria hic,pretoria hic,pretoria/za:iscor hpt,pry,y,,za,afric,itc2,za,28.17,-25.82,,n,pretoria,
hid,horn island,horn island,horn island/ql/au,hid,y,ql,au,austl,itc3,au131,142.3,-9.4,,y,horn island,
hie,whitefield,whitefield,whitefield/nh/us:regional,hie,y,nh,us,namer,itc1,us105,-71.55,44.37,1941,n,whitefield,
hif,ogden hill afb,ogden hill afb,ogden hill/ut/us:hill afb,ogd,y,ut,us,namer,itc1,us108,-112,41.12,,n,ogden hill,
hig,highbury,highbury,highbury/ql/au,hig,y,ql,au,austl,itc3,au131,143.2,-16.43,1942,n,highbury,
hih,hook island,hook island,hook island/ql/au,hih,y,ql,au,austl,itc3,au131,149,-20.17,,n,hook island,
hii,lake havasu city,lake havasu cit,lake havasu city/az/us:mncpl,hii,y,az,us,namer,itc1,us109,-114.4,34.57,,n,lake havasu city,
hij,hiroshima,hiroshima,hiroshima/jp:international,hij,y,,jp,asia,itc3,jp,132.9,34.42,,y,hiroshima,
hik,honolulu afb,honolulu afb,honolulu/hi/us:hickam afb,hnl,y,hi,us,namer,itc1,us113,-157.8,21.31,,n,honolulu,
hil,shilavo,shilavo,shilavo/et,hil,y,,et,afric,itc2,et,38.77,9.017,,y,shilavo,
him,hingurakgoda,hingurakgoda,hingurakgoda/lk:hingurakgoda,him,y,,lk,asia,itc3,lk187,80.97,8.05,,n,hingurakgoda,
hin,jinju,jinju,jinju/kr:sacheon,hin,y,,kr,asia,itc3,kr,128.4,35.25,1945,y,jinju,
hio,hillsboro,hillsboro,hillsboro/or/us:portland,hio,y,or,us,namer,itc1,us110,-123,45.52,,n,hillsboro,
hip,headingly,headingly,headingly/ql/au,hip,y,ql,au,austl,itc3,au131,138.3,-21.32,1946,n,headingly,
hir,honiara,honiara,honiara/sb:henderson intl,hir,y,,sb,austl,itc3,sb,160,-9.417,1947,y,honiara,
his,hayman island,hayman island,hayman island/ql/au,his,y,ql,au,austl,itc3,au131,148.9,-20.07,,y,hayman island,
hit,hivaro,hivaro,hivaro/pg,hit,y,,pg,austl,itc3,pg,143.1,-6.933,,n,hivaro,
hiw,hiroshima,hiroshima,hiroshima/jp:west airport,hij,y,,jp,asia,itc3,jp,132.4,34.35,,n,hiroshima,
hix,hiva oa,hiva oa,hiva oa/pf,hix,y,,pf,pacif,itc3,pf086,-139,-9.75,1949,n,hiva oa,
hjj,zhi jiang,zhi jiang,huai hua/cn:zhi jiang,hjj,y,,cn,asia,itc3,cn035,109,27.11,,y,huai hua,
hjr,khajuraho,khajuraho,khajuraho/in,hjr,y,,in,asia,itc3,in,79.93,24.85,1950,y,khajuraho,
hjt,khujirt,khujirt,khujirt/mn,hjt,y,,mn,asia,itc3,mn175,102.8,47.08,,n,khujirt,
hka,blytheville hka,blytheville hka,blytheville/ar/us:municipal,byh,y,ar,us,namer,itc1,us107,-89.92,35.93,1951,n,blytheville,
hkb,healy lake,healy lake,healy lake/ak/us,hkb,y,ak,us,namer,itc1,us111,-149,63.87,,y,healy lake,
hkd,hakodate,hakodate,hakodate/jp,hkd,y,,jp,asia,itc3,jp,140.8,41.77,1952,y,hakodate,
hkg,hong kong,hong kong,hong kong/hk:hong kong intl,hkg,y,,hk,seasi,itc3,hk,114.2,22.33,1953,y,hong kong,
hkk,hokitika,hokitika,hokitika/nz:hokitika,hkk,y,,nz,austl,itc3,nz084,171,-42.72,1954,y,hokitika,
hkn,hoskins,hoskins,hoskins/pg,hkn,y,,pg,austl,itc3,pg,150.4,-5.75,1955,y,hoskins,
hkp,kaanapali maui hi,kaanapali maui,kaanapali maui/hi/us,hkp,y,hi,us,namer,itc1,us113,-156.7,22.91,,n,kaanapali maui,
hks,jackson hawkins,jackson hawkins,jackson/ms/us:hawkins field,jan,y,ms,us,namer,itc1,us107,-90.22,32.33,,n,jackson,
hkt,phuket,phuket,phuket/th:international,hkt,y,,th,seasi,itc3,th,98.32,8.133,1957,y,phuket,
hkv,haskovo,haskovo,haskovo/bg,hkv,y,,bg,eeuro,itc2,bg013,25.5,41.97,1958,n,haskovo,
hky,hickory,hickory,hickory/nc/us,hky,y,nc,us,namer,itc1,us105,-81.38,35.74,1959,n,hickory,
hla,lanseria,lanseria,lanseria/za:lanseria intl apt,jnb,y,,za,afric,itc2,za,27.58,-26.08,,y,lanseria,
hlb,batesville,batesville,batesville/in/us:hillenbrand,hlb,y,in,us,namer,itc1,us105,-85.22,39.3,,n,batesville,
hlc,hill city,hill city,hill city/ks/us,hlc,y,ks,us,namer,itc1,us107,-99.85,39.37,,n,hill city,
hld,hailar,hailar,hailar/cn,hld,y,,cn,asia,itc3,cn035,119.7,49.2,,y,hailar,
hlf,hultsfred,hultsfred,hultsfred/se,hlf,y,,se,europ,itc2,se095,15.83,57.52,1960,n,hultsfred,
hlg,wheeling,wheeling,wheeling/wv/us:ohio county,hlg,y,wv,us,namer,itc1,us105,-80.72,40.08,,n,wheeling,
hlh,ulanhot,ulanhot,ulanhot/cn,hlh,y,,cn,asia,itc3,cn035,122.1,46.08,,y,ulanhot,
hli,hollister,hollister,hollister/ca/us,hli,y,ca,us,namer,itc1,us110,-121.4,36.85,1961,n,hollister,
hll,hillside,hillside,hillside/wa/au,hll,y,wa,au,austl,itc3,au011,128,-17,1962,n,hillside,
hlm,holland,holland,holland/mi/us:park township,hlm,y,mi,us,namer,itc1,us105,-86.12,42.78,,n,holland,
hln,helena,helena,helena/mt/us:helena,hln,y,mt,us,namer,itc1,us108,-112,46.6,1963,y,helena,
hlp,jakarta perdana,jakarta perdana,jakarta/id:halim perdana,jkt,y,,id,seasi,itc3,id061,106.9,-6.267,1964,n,jakarta,
hlr,killeen ft hd aaf,killeen ft hd a,killeen/tx/us:fort hood aaf,ile,y,tx,us,namer,itc1,us107,-97.73,31.13,,n,killeen,
hls,st helens,st helens,st helens/ts/au,hls,y,ts,au,austl,itc3,au008,148.2,-41,1965,n,st helens,
hlt,hamilton,hamilton,hamilton/vi/au,hlt,y,vi,au,austl,itc3,au007,142.1,-37.65,1966,n,hamilton,
hlu,houailou,houailou,houailou/nc,hlu,y,,nc,austl,itc3,nc165,165.6,-21.25,1967,n,houailou,
hlv,helenvale,helenvale,helenvale/ql/au,hlv,y,ql,au,austl,itc3,au131,145.2,-15.68,,n,helenvale,
hlw,hluhluwe,hluhluwe,hluhluwe/za,hlw,y,,za,afric,itc2,za,32.25,-28.02,,n,hluhluwe,
hly,holyhead,holyhead,holyhead/gb,hly,y,,gb,europ,itc2,gb053,-4.633,53.32,,y,holyhead,
hlz,hamilton,hamilton,hamilton/nz,hlz,y,,nz,austl,itc3,nz084,175.3,-37.87,1968,y,hamilton,
hma,khanty-mansiysk,khanty-mansiysk,khanty-mansiysk/ru,hma,y,,ru,euras,itc2,ru141,69.08,61.02,,y,khanty-mansiysk,
hme,hassi messaoud,hassi messaoud,hassi messaoud/dz:oued irara,hme,y,,dz,afric,itc2,dz,6.15,31.67,,y,hassi messaoud,
hmg,hermannsburg,hermannsburg,hermannsburg/nt/au,hmg,y,nt,au,austl,itc3,au010,132.7,-23.97,1970,n,hermannsburg,
hmi,hami,hami,hami/cn,hmi,y,,cn,asia,itc3,cn035,93.5,42.48,1971,n,hami,
hmj,khmelnitskiy,khmelnitskiy,khmelnitskiy/ua,hmj,y,,ua,euras,itc2,ua127,27,49.42,,n,khmelnitskiy,
hmn,alamogordo hmn,alamogordo hmn,alamogordo/nm/us:holloman afb,alm,y,nm,us,namer,itc1,us108,-106,32.83,,n,alamogordo,
hmo,hermosillo,hermosillo,hermosillo/mx:gen pesqueir,hmo,y,,mx,namer,itc1,mx097,-111.1,29.1,1972,y,hermosillo,
hmr,hamar,hamar,hamar/no:hamar apt,hmr,y,,no,europ,itc2,no083,11.1,60.8,,n,hamar,
hms,homeshore,homeshore,homeshore/ak/us,hms,y,ak,us,namer,itc1,us111,-135.4,58.1,,n,homeshore,
hmt,hemet,hemet,hemet/ca/us:ryan field,hmt,y,ca,us,namer,itc1,us110,-117,33.75,,n,hemet,
hmv,hemavan,hemavan,hemavan/se,hmv,y,,se,europ,itc2,se095,15.27,65.72,,y,hemavan,
hna,morioka,morioka,morioka/jp:hanamaki,hna,y,,jp,asia,itc3,jp,141.1,39.73,3323,y,morioka,
hnb,huntingburg,huntingburg,huntingburg/in/us:mnpl,hnb,y,in,us,namer,itc1,us105,-86.95,38.3,,n,huntingburg,
hnc,hatteras,hatteras,hatteras/nc/us,hnc,y,nc,us,namer,itc1,us105,-75.68,35.22,1974,n,hatteras,
hnd,tokyo haneda,tokyo haneda,tokyo/jp:haneda,tyo,y,,jp,asia,itc3,jp,139.8,35.55,1975,y,tokyo,
hne,tahneta pass lodg,tahneta pass lo,tahneta pass lodg/ak/us:tahnet,hne,y,ak,us,namer,itc1,us111,-147.3,61.88,,n,tahneta pass lodg,
hng,hienghene,hienghene,hienghene/nc,hng,y,,nc,austl,itc3,nc165,164.9,-20.68,1976,n,hienghene,
hnh,hoonah,hoonah,hoonah/ak/us,hnh,y,ak,us,namer,itc1,us111,-135.4,58.1,1977,y,hoonah,
hni,heiweni,heiweni,heiweni/pg,hni,y,,pg,austl,itc3,pg,146.5,-7.4,,n,heiweni,
hnk,hinchinbrook isl,hinchinbrook is,hinchinbrook isl/ql/au,hnk,y,ql,au,austl,itc3,au131,146.3,-18.38,,n,hinchinbrook isl,
hnl,honolulu intl,honolulu intl,honolulu/hi/us:honolulu intl,hnl,y,hi,us,namer,itc1,us113,-157.9,21.33,1978,y,honolulu,
hnm,hana,hana,hana/hi/us,hnm,y,hi,us,namer,itc1,us113,-156,20.8,1979,y,hana,
hnn,honinabi,honinabi,honinabi/pg,hnn,y,,pg,austl,itc3,pg,142.2,-6.233,,n,honinabi,
hno,hercegnovi,hercegnovi,hercegnovi/me,hno,y,,me,europ,itc2,me188,18.53,42.45,,n,hercegnovi,
hns,haines,haines,haines/ak/us:municipal,hns,y,ak,us,namer,itc1,us111,-135.5,59.25,1980,y,haines,
hnx,hanna,hanna,hanna/wy/us,hnx,y,wy,us,namer,itc1,us108,-106.6,41.87,1981,n,hanna,
hny,hengyang,hengyang,hengyang/cn,hny,y,,cn,asia,itc3,cn035,112.6,26.9,,n,hengyang,
hoa,hola,hola,hola/ke,hoa,y,,ke,afric,itc2,ke,40.03,-1.483,1982,n,hola,
hob,hobbs hob,hobbs hob,hobbs/nm/us:lea county,hob,y,nm,us,namer,itc1,us108,-103.2,32.68,1983,y,hobbs,
hoc,komako,komako,komako/pg,hoc,y,,pg,austl,itc3,pg,145.9,-7.417,,n,komako,
hod,hodeidah,hodeidah,hodeidah/ye:hodeidah,hod,y,,ye,meast,itc2,ye,42.97,14.73,1984,y,hodeidah,
hoe,houeisay,houeisay,houeisay/la,hoe,y,,la,seasi,itc3,la,103.8,20.5,,y,houeisay,
hof,alahsa,alahsa,alahsa/sa:alahsa,hof,y,,sa,meast,itc2,sa,49.6,25.33,1985,y,alahsa,
hog,holguin,holguin,holguin/cu:frank pais,hog,y,,cu,carib,itc1,cu038,-76.23,20.5,1986,y,holguin,
hoh,hohenems,hohenems,hohenems/at,hoh,y,,at,europ,itc2,at005,9.7,47.38,,n,hohenems,
hoi,hao island,hao island,hao island/pf,hoi,y,,pf,pacif,itc3,pf087,-140.8,-18.2,1987,y,hao island,
hok,hooker creek,hooker creek,hooker creek/nt/au,hok,y,nt,au,austl,itc3,au010,130.7,-18.37,1988,n,hooker creek,
hol,holikachu,holikachu,holikachu/ak/us,hol,y,ak,us,namer,itc1,us111,-159.5,62.9,1989,n,holikachu,
hom,homer,homer,homer/ak/us,hom,y,ak,us,namer,itc1,us111,-151.5,59.63,1990,y,homer,
hon,huron,huron,huron/sd/us:howes,hon,y,sd,us,namer,itc1,us107,-98.23,44.38,1991,y,huron,
hoo,quanduc,quanduc,quanduc/vn:nhon co,hoo,y,,vn,seasi,itc3,vn,107.6,11.98,1992,n,quanduc,
hop,hopkinsville,hopkinsville,hopkinsville/ky/us:campbell,hop,y,ky,us,namer,itc1,us107,-87.49,36.67,,n,hopkinsville,
hoq,hof,hof,hof/de,hoq,y,,de,europ,itc2,de040,11.92,50.32,1993,y,hof,
hor,horta,horta,horta/pt,hor,y,,pt,europ,itc2,pt158,-28.62,38.53,1994,y,horta,
hos,chos malal oscar,chos malal osca,chos malal/ne/ar:oscar reguera,hos,y,ne,ar,samer,itc1,ar003,-69.28,-37.42,,n,chos malal,
hot,hot springs,hot springs,hot springs/ar/us:memorial fld,hot,y,ar,us,namer,itc1,us107,-93.1,34.48,1996,y,hot springs,
hou,houston hou,houston hou,houston/tx/us:hobby,hou,y,tx,us,namer,itc1,us107,-95.3,29.65,1997,y,houston,
hov,orsta volda,orsta volda,orsta volda/no:hovden,hov,y,,no,europ,itc2,no083,6.083,62.05,1998,y,orsta volda,
how,fort kobbe,fort kobbe,fort kobbe/pa:howard afb,how,y,,pa,camer,itc1,pa,-79.55,8.95,,n,fort kobbe,
hox,homalin,homalin,homalin/mm,hox,y,,mm,seasi,itc3,mm,94.92,24.87,,n,homalin,
hoy,hoy island,hoy island,hoy island/gb,hoy,y,,gb,europ,itc2,gb053,-3.3,58.83,1999,n,hoy island,
hpa,ha'apai,ha'apai,ha'apai/to:salote pilolevu,hpa,y,,to,austl,itc3,to173,-174.3,-19.82,2000,y,ha'apai,
hpb,hooper bay,hooper bay,hooper bay/ak/us,hpb,y,ak,us,namer,itc1,us111,-166.1,61.5,2001,y,hooper bay,
hpe,hope vale,hope vale,hope vale/ql/au,hpe,y,ql,au,austl,itc3,au007,144.9,-14.67,,n,hope vale,
hph,haiphong,haiphong,haiphong/vn:catbi,hph,y,,vn,seasi,itc3,vn,106.7,20.87,,y,haiphong,
hpn,westchester count,westchester cou,westc/ny/us:westchester county,hpn,y,ny,us,namer,itc1,us105,-73.7,41.07,2002,y,westchester county,
hpp,poipet,poipet,poipet/kh,hpp,y,,kh,seasi,itc3,kh,102.7,13.65,,n,poipet,
hpr,pretoria hpr,pretoria hpr,pretoria/za:central hpr,pry,y,,za,afric,itc2,za,28.15,-25.98,,n,pretoria,
hpt,hampton,hampton,hampton/ia/us:municipal,hpt,y,ia,us,namer,itc1,us107,-93.2,42.75,,n,hampton,
hpv,kauai island hpv,kauai island hp,kauai island/hi/us:princeville,lih,y,hi,us,namer,itc1,us113,-159.4,21.98,2003,n,kauai island,
hpy,baytown,baytown,baytown/tx/us,hpy,y,tx,us,namer,itc1,us107,-94.97,29.73,2004,n,baytown,
hqm,aberdeen,aberdeen,aberdeen/wa/us,hqm,y,wa,us,namer,itc1,us110,-123.9,46.97,,n,aberdeen,
hra,mansehra,mansehra,mansehra/pk,hra,y,,pk,asia,itc3,pk163,73.2,34.33,,n,mansehra,
hrb,harbin,harbin,harbin/cn,hrb,y,,cn,asia,itc3,cn035,126.6,46.02,2006,y,harbin,
hrc,zhairem,zhairem,zhairem/kz,hrc,y,,kz,euras,itc3,kz164,70.47,48.47,,n,zhairem,
hrd,harstad,harstad,harstad/no:harstad,hrd,y,,no,europ,itc2,no083,16.5,68.8,,n,harstad,
hre,harare,harare,harare/zw,hre,y,,zw,afric,itc2,zw,31,-17.92,,y,harare,
hrg,hurghada,hurghada,hurghada/eg,hrg,y,,eg,afric,itc2,eg044,33.87,27.2,2007,y,hurghada,
hrj,chaurjhari,chaurjhari,chaurjhari/np,hrj,y,,np,asia,itc3,np,83.83,28,,n,chaurjhari,
hrk,kharkov,kharkov,kharkov/ua,hrk,y,,ua,euras,itc2,ua127,36.25,50,2008,y,kharkov,
hrl,harlingen,harlingen,harlingen/tx/us:valley intl,hrl,y,tx,us,namer,itc1,us107,-97.75,26.2,2009,y,harlingen,
hrm,hassi r'mel,hassi r'mel,hassi r'mel/dz:tilrempt,hrm,y,,dz,afric,itc2,dz,3.267,32.92,,n,hassi r'mel,
hrn,heron island,heron island,heron island/ql/au:heliport,hrn,y,ql,au,austl,itc3,au131,115.9,-31.92,,n,heron island,
hro,harrison,harrison,harrison/ar/us:boone county,hro,y,ar,us,namer,itc1,us107,-93.1,36.22,2010,y,harrison,
hrr,herrera,herrera,herrera/co,hrr,y,,co,samer,itc1,co132,-75.85,3.217,2011,n,herrera,
hrs,harrismith,harrismith,harrismith/za:harrismith,hrs,y,,za,afric,itc2,za,29.1,-28.23,,n,harrismith,
hrt,harrogate,harrogate,harrogate/gb:linton on ouse,hrt,y,,gb,europ,itc2,gb053,-1.25,54.05,,y,harrogate,
hry,henbury,henbury,henbury/nt/au,hry,y,nt,au,austl,itc3,au010,133.1,-24.67,2012,n,henbury,
hrz,horizontina,horizontina,horizontina/rs/br,hrz,y,rs,br,samer,itc1,br015,-54.34,-27.64,,n,horizontina,
hsb,harrisburg,harrisburg,harrisburg/il/us:raleigh,hsb,y,il,us,namer,itc1,us107,-88.55,37.73,,n,harrisburg,
hsc,shaoguan,shaoguan,shaoguan/cn,hsc,y,,cn,asia,itc3,cn035,113.6,24.83,,n,shaoguan,
hsg,saga,saga,saga/jp:saga airport,hsg,y,,jp,asia,itc3,jp,130.3,33.15,,y,saga,
hsh,las vegas hsh,las vegas hsh,las vegas/nv/us:henderson sky,las,y,nv,us,namer,itc1,us110,-115.1,35.97,,n,las vegas,
hsi,hastings,hastings,hastings/ne/us,hsi,y,ne,us,namer,itc1,us107,-98.43,40.6,2013,n,hastings,
hsk,huesca,huesca,huesca/es,hsk,y,,es,europ,itc2,es045,-0.3303,42.09,,n,huesca,
hsl,huslia,huslia,huslia/ak/us,hsl,y,ak,us,namer,itc1,us111,-156.4,65.7,2014,y,huslia,
hsm,horsham,horsham,horsham/vi/au,hsm,y,vi,au,austl,itc3,au007,141.8,-36.5,2015,n,horsham,
hsn,zhoushan,zhoushan,zhoushan/cn,hsn,y,,cn,asia,itc3,cn035,122.4,29.38,,y,zhoushan,
hsp,hot springs,hot springs,hot springs/va/us:ingalls fld,hsp,y,va,us,namer,itc1,us105,-79.82,37.95,2016,n,hot springs,
hss,hissar,hissar,hissar/in,hss,y,,in,asia,itc3,in,75.8,29.17,,n,hissar,
hst,homestead,homestead,homestead/fl/us:afb,hst,y,fl,us,namer,itc1,us105,-80.48,25.48,,n,homestead,
hsv,huntsvil decatur,huntsvil decatu,huntsville/al/us:intl apt,hsv,y,al,us,namer,itc1,us107,-86.77,34.63,2017,y,huntsville,
hsz,hsinchu,hsinchu,hsinchu/tw,hsz,y,,tw,asia,itc3,tw,120.9,24.82,,n,hsinchu,
hta,chita,chita,chita/ru,hta,y,,ru,euras,itc2,ru145,113.3,52.03,,y,chita,
htb,terre de bas,terre de bas,terre de bas/gp,htb,y,,gp,carib,itc1,gp,-61.63,15.85,,n,terre de bas,
htf,hatfield,hatfield,hatfield/gb,htf,y,,gb,europ,itc2,gb053,-0.2333,51.75,,n,hatfield,
htg,hatanga,hatanga,hatanga/ru,htg,y,,ru,euras,itc2,ru144,102.5,71.97,,y,hatanga,
hth,hawthorne,hawthorne,hawthorne/nv/us,hth,y,nv,us,namer,itc1,us110,-118.6,38.55,2018,n,hawthorne,
hti,hamilton island,hamilton island,hamilton island/ql/au,hti,y,ql,au,austl,itc3,au131,149,-20.35,,y,hamilton island,
htl,houghton,houghton,houghton/mi/us:roscommon cnty,htl,y,mi,us,namer,itc1,us105,-88.57,47.1,,n,houghton,
htm,khatgal,khatgal,khatgal/mn,htm,y,,mn,asia,itc3,mn175,100.2,50.45,,n,khatgal,
htn,hotan,hotan,hotan/cn,htn,y,,cn,asia,itc3,cn035,78.5,40.5,2019,y,hotan,
hto,east hampton,east hampton,east hampton/ny/us,hto,y,ny,us,namer,itc1,us105,-72.23,40.97,2020,n,east hampton,
htr,hateruma,hateruma,hateruma/jp,htr,y,,jp,asia,itc3,jp,123.8,24.05,2021,n,hateruma,
hts,huntington,huntington,huntington/wv/us:tri state,hts,y,wv,us,namer,itc1,us105,-82.53,38.35,,y,huntington,
htu,hopetoun,hopetoun,hopetoun/vi/au,htu,y,vi,au,austl,itc3,au007,142.4,-35.72,,n,hopetoun,
htv,huntsville,huntsville,huntsville/tx/us,htv,y,tx,us,namer,itc1,us107,-95.58,30.75,2023,n,huntsville,
htw,chesapeake,chesapeake,huntington/oh/us,htw,y,oh,us,namer,itc1,us105,-76.25,36.75,,n,huntington,
htz,hato corozal,hato corozal,hato corozal/co,htz,y,,co,samer,itc1,co132,-71.75,6.167,2024,n,hato corozal,
hua,huntsville aaf,huntsville aaf,huntsville/al/us:redstone aaf,hsv,y,al,us,namer,itc1,us107,-86.68,34.68,,n,huntsville,
hub,humbert river,humbert river,humbert river/nt/au,hub,y,nt,au,austl,itc3,au010,130.6,-16.48,2025,n,humbert river,
huc,humacao arpt,humacao arpt,humacao/pr:humacao arpt,huc,y,,pr,carib,itc1,pr,-65.8,18.14,2026,n,humacao,
hud,humboldt,humboldt,humboldt/ia/us,hud,y,ia,us,namer,itc1,us107,-94.22,42.73,,n,humboldt,
hue,humera,humera,humera/et,hue,y,,et,afric,itc2,et,36.58,14.25,2027,n,humera,
huf,terre haute,terre haute,terre haute/in/us:hulman field,huf,y,in,us,namer,itc1,us105,-87.3,39.45,2028,n,terre haute,
hug,huehuetenango,huehuetenango,huehuetenango/gt,hug,y,,gt,camer,itc1,gt119,-91.47,15.33,,n,huehuetenango,
huh,huahine,huahine,huahine/pf:huahine,huh,y,,pf,pacif,itc3,pf087,-151,-16.68,2029,y,huahine,
hui,hue,hue,hue/vn:phu bai,hui,y,,vn,seasi,itc3,vn,107.7,16.4,2030,y,hue,
huj,hugo,hugo,hugo/ok/us,huj,y,ok,us,namer,itc1,us107,-95.52,34.02,,n,hugo,
huk,hukuntsi,hukuntsi,hukuntsi/bw,huk,y,,bw,afric,itc2,bw,21.75,-23.98,,n,hukuntsi,
hul,houlton,houlton,houlton/me/us:international,hul,y,me,us,namer,itc1,us105,-67.8,46.13,,n,houlton,
hum,houma,houma,houma/la/us:terrebonne,hum,y,la,us,namer,itc1,us107,-90.67,29.58,2031,n,houma,
hun,hualien,hualien,hualien/tw,hun,y,,tw,asia,itc3,tw,121.4,24.02,2032,y,hualien,
huq,houn,houn,houn/ly,huq,y,,ly,afric,itc2,ly122,15.93,29.05,2033,y,houn,
hus,hughes,hughes,hughes/ak/us:municipal,hus,y,ak,us,namer,itc1,us111,-154.2,66.03,2034,y,hughes,
hut,hutchinson,hutchinson,hutchinson/ks/us,hut,y,ks,us,namer,itc1,us107,-97.87,38.07,2035,n,hutchinson,
huu,huanuco,huanuco,huanuco/pe,huu,y,,pe,samer,itc1,pe155,-76.2,-9.9,2036,n,huanuco,
huv,hudiksvall,hudiksvall,hudiksvall/se,huv,y,,se,europ,itc2,se095,17.12,61.73,,y,hudiksvall,
hux,huatulco,huatulco,huatulco/mx,hux,y,,mx,namer,itc1,mx168,-96.23,15.77,,y,huatulco,
huy,humberside,humberside,humberside/gb:humberside,huy,y,,gb,europ,itc2,gb053,-0.55,53.72,2037,y,humberside,
huz,huizhou,huizhou,huizhou/cn,huz,y,,cn,asia,itc3,cn035,114.4,23.08,,n,huizhou,
hva,analalava,analalava,analalava/mg,hva,y,,mg,afric,itc2,mg,47.77,-14.63,2038,n,analalava,
hvb,hervey bay,hervey bay,hervey bay/ql/au,hvb,y,ql,au,austl,itc3,au131,153,-25,2039,y,hervey bay,
hvd,khovd,khovd,khovd/mn:khovd,hvd,y,,mn,asia,itc3,mn175,91.65,48.02,,n,khovd,
hve,hanksville,hanksville,hanksville/ut/us:intermediate,hve,y,ut,us,namer,itc1,us108,-110.7,38.42,,n,hanksville,
hvg,honningsvag,honningsvag,honningsvag/no:valan,hvg,y,,no,europ,itc2,no083,25.83,70.98,2040,y,honningsvag,
hvk,holmavik,holmavik,holmavik/is,hvk,y,,is,europ,itc2,is,-21.7,65.7,2041,n,holmavik,
hvm,hvammstangi,hvammstangi,hvammstangi/is,hvm,y,,is,europ,itc2,is,-21,65.42,2042,n,hvammstangi,
hvn,new haven,new haven,new haven/ct/us,hvn,y,ct,us,namer,itc1,us105,-72.88,41.27,2043,y,new haven,
hvr,havre,havre,havre/mt/us:city county,hvr,y,mt,us,namer,itc1,us108,-109.8,48.55,2044,y,havre,
hvs,hartsville,hartsville,hartsville/sc/us:municipal,hvs,y,sc,us,namer,itc1,us105,-80.12,34.4,2045,n,hartsville,
hwa,hawabango,hawabango,hawabango/pg,hwa,y,,pg,austl,itc3,pg,146,-7.433,,n,hawabango,
hwd,hayward,hayward,hayward/ca/us:air terminal,hwd,y,ca,us,namer,itc1,us110,-122.1,37.67,,n,hayward,
hwi,hawk inlet,hawk inlet,hawk inlet/ak/us:spb,hwi,y,ak,us,namer,itc1,us111,-134.8,58.13,2046,n,hawk inlet,
hwk,hawker,hawker,hawker/sa/au:wilpena pound,hwk,y,sa,au,austl,itc3,au009,138.4,-31.88,,n,hawker,
hwn,hwange nat park,hwange nat park,hwange nat park/zw,hwn,y,,zw,afric,itc2,zw,26.52,-18.37,,n,hwange nat park,
hwo,hollywood,hollywood,hollywood/fl/us:north perry,hwo,y,fl,us,namer,itc1,us105,-80.15,26,,n,hollywood,
hxx,hay,hay,hay/ns/au,hxx,y,ns,au,austl,itc3,au007,144.8,-34.52,2047,n,hay,
hya,hyannis,hyannis,hyannis/ma/us:barnstable,hya,y,ma,us,namer,itc1,us105,-70.28,41.67,2048,y,hyannis,
hyc,high wycombe,high wycombe,high wycombe/gb,hyc,y,,gb,europ,itc2,gb053,-0.7667,51.63,,n,high wycombe,
hyd,hyderabad,hyderabad,hyderabad/in:begumpet,hyd,y,,in,asia,itc3,in,78.5,17.55,2049,y,hyderabad,
hyf,hayfields,hayfields,hayfields/pg,hyf,y,,pg,austl,itc3,pg,143.1,-3.633,2050,n,hayfields,
hyg,hydaburg,hydaburg,hydaburg/ak/us:spb,hyg,y,ak,us,namer,itc1,us111,-132.8,55.2,2051,y,hydaburg,
hyl,hollis,hollis,hollis/ak/us:spb,hyl,y,ak,us,namer,itc1,us111,-132.7,55.48,2052,y,hollis,
