code,ticketing_name,teleticketing_name,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,rel_continent_code,rel_time_zone_grp,longitude,latitude,numeric_code,is_commercial,city_name,
qez,pomezia,pomezia,pomezia/it:off-,qez,n,,it,europ,itc2,it067,,,,n,pomezia,
qfa,aalsmeer,aalsmeer,aalsmeer/nl:off-,qfa,n,,nl,europ,itc2,nl082,,,,n,aalsmeer,
qfb,freiburg,freiburg,freiburg/de:freiburg,qfb,y,,de,europ,itc2,de040,7.842,47.99,,y,freiburg,
qfc,creteil,creteil,creteil/fr:creteil,qfc,n,,fr,europ,itc2,fr052,2.467,48.78,,n,creteil,
qfd,boufarik,boufarik,boufarik/dz:off-,qfd,n,,dz,afric,itc2,dz,,,,n,boufarik,
qfe,ft  benning,ft  benning,ft  benning/ga/us:ft  benning,qfe,n,ga,us,namer,itc1,us105,-84.83,32.37,,n,ft  benning,
qff,brooklyn,brooklyn,brooklyn/ny/us:brooklyn,qff,n,ny,us,namer,itc1,us105,,,,n,brooklyn,
qfg,eqalugaarsuit,eqalugaarsuit,eqalugaarsuit/gl:eqalugaarsuit,qfg,y,,gl,europ,itc1,gl055,-53.18,67.3,,n,eqalugaarsuit,
qfh,frederikshavn,frederikshavn,frederikshavn/dk:bus station,qfh,y,,dk,europ,itc2,dk041,10.53,57.43,,n,frederikshavn,
qfi,iginniarfik,iginniarfik,iginniarfik/gl:iginniarfik,qfi,y,,gl,europ,itc1,gl055,-53.25,68.17,,n,iginniarfik,
qfj,alluitsup,alluitsup,alluitsup/gl:alluitsup,qfj,y,,gl,europ,itc1,gl055,-45.58,60.5,,n,alluitsup,
qfk,selje harbour,selje harbour,selje harbour/no:selje harbour,qfk,y,,no,europ,itc2,no083,5.367,62.05,,n,selje harbour,
qfl,freilassing,freilassing,freilassing/de:off-,qfl,n,,de,europ,itc2,de040,,,,n,freilassing,
qfm,meet ghamr,meet ghamr,meet ghamr/eg:meet ghamr,qfm,y,,eg,afric,itc2,eg044,31.27,30.7,,n,meet ghamr,
qfn,narsaq kujalleq,narsaq kujalleq,narsaq kuja/gl:narsaq kujalleq,qfn,y,,gl,europ,itc1,gl055,-44.52,60.02,,n,narsaq kujalleq,
qfo,duxford,duxford,duxford/gb:off-,qfo,n,,gb,europ,itc2,gb053,0.06667,51.37,,n,duxford,
qfp,fictitious point,fictitious poin,fictitious point/zz:fictitious,qfp,y,,zz,none,itc2,zz,-88.2,41.62,,y,fictitious point,
qfq,maloy harbour,maloy harbour,maloy harbour/no:maloy harbour,qfq,y,,no,europ,itc2,no083,5.1,61.95,,n,maloy harbour,
qfr,frosinone,frosinone,frosinone/it:off-,qfr,n,,it,europ,itc2,it067,,,,n,frosinone,
qfs,sao francisco,sao francisco,sao francisco/sc/br:off-,qfs,n,sc,br,samer,itc1,br015,,,,n,sao francisco,
qft,qassiarsuk,qassiarsuk,qassiarsuk/gl:qassiarsuk,qft,y,,gl,europ,itc1,gl055,-45.53,61.15,,n,qassiarsuk,
qfu,corralejo,corralejo,corralejo/es:off-,qfu,n,,es,europ,itc2,es046,,,,n,corralejo,
qfv,bergen rail,bergen rail,bergen/no:railway station,bgo,y,,no,europ,itc2,no083,5.217,60.3,,n,bergen,
qfw,fort washington,fort washington,fort washington/pa/us:off-,qfw,n,pa,us,namer,itc1,us105,,,,n,fort washington,
qfx,igaliku,igaliku,igaliku/gl:igaliku,qfx,y,,gl,europ,itc1,gl055,-45.47,60.97,,n,igaliku,
qfy,fukuyama,fukuyama,fukuyama/jp:fukuyama,qfy,y,,jp,asia,itc3,jp,133.4,34.48,,n,fukuyama,
qfz,saarbruecken rail,saarbruecken ra,saarbruecken/de:hbf railway st,scn,y,,de,europ,itc2,de040,7.117,49.22,,y,saarbruecken,
qga,guaira,guaira,guaira/pr/br:off-,qga,n,pr,br,samer,itc1,br015,,,,n,guaira,
qgb,limeira,limeira,limeira/sp/br:off-,qgb,n,sp,br,samer,itc1,br015,,,,n,limeira,
qgc,lencois paulista,lencois paulist,lencois paulista/sp/br:off-,qgc,n,sp,br,samer,itc1,br015,,,,n,lencois paulista,
qgd,monte alegre,monte alegre,monte alegre/pr/br:off-,qgd,n,pr,br,samer,itc1,br015,,,,n,monte alegre,
qgf,monte negro,monte negro,monte negro/rs/br:off-,qgf,n,rs,br,samer,itc1,br015,,,,n,monte negro,
qgg,agedabia,agedabia,agedabia/ly:off-,qgg,n,,ly,afric,itc2,ly122,,,,n,agedabia,
qgh,gherian,gherian,gherian/ly:off-,qgh,n,,ly,afric,itc2,ly122,,,,n,gherian,
qgi,ilha do governado,ilha do governa,ilha do governador/rj/br:off-,qgi,n,rj,br,samer,itc1,br015,,,,n,ilha do governador,
qgj,nova friburgo,nova friburgo,nova friburgo/rj/br:off-,qgj,n,rj,br,samer,itc1,br015,,,,n,nova friburgo,
qgk,palmares,palmares,palmares/pe/br:palmares,qgk,n,pe,br,samer,itc1,br016,,,,n,palmares,
qgl,st gallen,st gallen,st gallen/ch:off-,qgl,n,,ch,europ,itc2,ch032,,,,n,st gallen,
qgm,chelghoum laid,chelghoum laid,chelghoum laid/dz:off-,qgm,n,,dz,afric,itc2,dz,,,,n,chelghoum laid,
qgn,tarragona,tarragona,tarragona/es:off-,qgn,n,,es,europ,itc2,es045,1.25,41.12,,n,tarragona,
qgo,gorizia,gorizia,gorizia/it:off-,qgo,n,,it,europ,itc2,it067,,,,n,gorizia,
qgp,garanhuns,garanhuns,garanhuns/pe/br:garanhuns,qgp,n,pe,br,samer,itc1,br016,,,,n,garanhuns,
qgq,attu,attu,attu/gl:attu,qgq,y,,gl,europ,itc1,gl055,-53.58,68,,n,attu,
qgr,kangerluk,kangerluk,kangerluk/gl:kangerluk,qgr,y,,gl,europ,itc1,gl055,-53.92,69.5,,n,kangerluk,
qgs,alagoinhas,alagoinhas,alagoinhas/ba/br:alagoinhas,qgs,n,ba,br,samer,itc1,br016,,,,n,alagoinhas,
qgt,moriguchi,moriguchi,moriguchi/jp:off-,qgt,n,,jp,asia,itc3,jp,,,,n,moriguchi,
qgu,gifu,gifu,gifu/jp:off-,qgu,n,,jp,asia,itc3,jp,,,,n,gifu,
qgv,frankfurt neu ise,frankfurt neu i,frankfurt/de:neu isenburg,fra,y,,de,europ,itc2,de040,8.567,50.03,,n,frankfurt,
qgx,gerga,gerga,gerga/eg:off-,qgx,n,,eg,afric,itc2,eg044,,,,n,gerga,
qgy,gyor,gyor,gyor/hu:gyor,qgy,y,,hu,eeuro,itc2,hu060,17.67,47.68,,n,gyor,
qgz,yokkaichi,yokkaichi,yokkaichi/jp,qgz,n,,jp,asia,itc3,jp,,,,n,yokkaichi,
qha,hasselt,hasselt,hasselt/be:off-,qha,n,,be,europ,itc2,be012,,,,n,hasselt,
qhb,piracicaba,piracicaba,piracicaba/sp/br:off-,qhb,n,sp,br,samer,itc1,br015,,,,n,piracicaba,
qhc,rolandia,rolandia,rolandia/pr/br:off-,qhc,n,pr,br,samer,itc1,br015,,,,n,rolandia,
qhd,hahnweide,hahnweide,hahnweide/de:railway station,qhd,y,,de,europ,itc2,de040,8.717,49.42,,n,hahnweide,
qhe,sao bento do sul,sao bento do su,sao ben/sc/br:sao bento do sul,qhe,n,sc,br,samer,itc1,br015,,,,n,sao bento do sul,
qhf,sao sebastiao do,sao sebastiao d,sao sebastiao do/rs/br:off-,qhf,n,rs,br,samer,itc1,br015,,,,n,sao sebastiao do,
qhg,sete lagoas,sete lagoas,sete lagoas/mg/br:off-,qhg,n,mg,br,samer,itc1,br015,,,,n,sete lagoas,
qhh,el harrouche,el harrouche,el harrouche/dz:off-,qhh,n,,dz,afric,itc2,dz,,,,n,el harrouche,
qhi,chonburi,chonburi,chonburi/th:off-,qhi,n,,th,seasi,itc3,th,,,,n,chonburi,
qhj,hjoerring bus,hjoerring bus,hjoerring/dk:bus station,qhj,y,,dk,europ,itc2,dk041,9.983,57.47,,n,hjoerring,
qhk,shahrkord,shahrkord,shahrkord/ir:off-,qhk,n,,ir,meast,itc2,ir120,,,,n,shahrkord,
qhl,castanhal,castanhal,castanhal/pa/br:off-,qhl,n,pa,br,samer,itc1,br016,,,,n,castanhal,
qhm,hama,hama,hama/sy:off-,qhm,n,,sy,meast,itc2,sy098,,,,n,hama,
qhn,taguatinga,taguatinga,taguatinga/go/br:off-,qhn,n,go,br,samer,itc1,br015,,,,n,taguatinga,
qho,oak brook,oak brook,oak brook/il/us:off-,qho,n,il,us,namer,itc1,us107,,,,n,oak brook,
qhp,taubate,taubate,taubate/sp/br:off-,qhp,n,sp,br,samer,itc1,br015,,,,n,taubate,
qhq,cham,cham,cham/de:off-,qhq,n,,de,europ,itc2,de040,,,,n,cham,
qhr,harar,harar,harar/et:off-,qhr,n,,et,afric,itc2,et,,,,n,harar,
qhs,homs,homs,homs/sy:off-,qhs,n,,sy,meast,itc2,sy098,,,,n,homs,
qht,terezopolis,terezopolis,terezopolis/rj/br:off-,qht,n,rj,br,samer,itc1,br015,,,,n,terezopolis,
qhu,husum,husum,husum/de:husum,qhu,y,,de,europ,itc2,de040,9.133,54.5,,n,husum,
qhv,novo hamburgo,novo hamburgo,novo hamburgo/rs/br:off-,qhv,n,rs,br,samer,itc1,br015,,,,n,novo hamburgo,
qhw,brooklyn,brooklyn,brooklyn/ny/us:brooklyn,qhw,n,ny,us,namer,itc1,us105,,,,n,brooklyn,
qhx,sohag,sohag,sohag/eg:off-,qhx,n,,eg,afric,itc2,eg044,,,,n,sohag,
qhy,hachioji city,hachioji city,hachioji city/jp:off-,qhy,n,,jp,asia,itc3,jp,,,,n,hachioji city,
qhz,hoofddorp,hoofddorp,hoofddorp/nl:off-,qhz,n,,nl,europ,itc2,nl082,,,,n,hoofddorp,
qia,itauna,itauna,itauna/mg/br:off-,qia,n,mg,br,samer,itc1,br015,,,,n,itauna,
qib,ibiruba,ibiruba,ibiruba/rs/br:off-,qib,n,rs,br,samer,itc1,br015,,,,n,ibiruba,
qic,siracusa,siracusa,siracusa/it:off-,qic,n,,it,europ,itc2,it067,,,,n,siracusa,
qid,tres coracoes,tres coracoes,tres coracoes/mg/br:off-,qid,n,mg,br,samer,itc1,br015,,,,n,tres coracoes,
qie,istres,istres,istres/fr:off-,qie,n,,fr,europ,itc2,fr052,4.983,43.52,,n,istres,
qif,isleworth,isleworth,isleworth/gb:off-,qif,n,,gb,europ,itc2,gb053,,,,n,isleworth,
qig,iguatu,iguatu,iguatu/ce/br:iguatu,qig,n,ce,br,samer,itc1,br016,,,,n,iguatu,
qih,tres rios,tres rios,tres rios/rj/br:off-,qih,n,rj,br,samer,itc1,br015,,,,n,tres rios,
qii,lindau,lindau,lindau/de:off-,qii,n,,de,europ,itc2,de040,,,,n,lindau,
qij,gijon,gijon,gijon/es:off-,qij,n,,es,europ,itc2,es045,,,,n,gijon,
qik,ikoyi,ikoyi,ikoyi/ng:off-,qik,n,,ng,afric,itc2,ng,,,,n,ikoyi,
qil,sig,sig,sig/dz:off-,qil,n,,dz,afric,itc2,dz,,,,n,sig,
qim,ain mlila,ain mlila,ain mlila/dz:off-,qim,n,,dz,afric,itc2,dz,,,,n,ain mlila,
qin,mersin,mersin,mersin/tr:mersin,qin,n,,tr,euras,itc2,tr101,,,,n,mersin,
qio,ain temouchent,ain temouchent,ain temouchent/dz:off-,qio,n,,dz,afric,itc2,dz,,,,n,ain temouchent,
qip,simbach,simbach,simbach/de:off-,qip,n,,de,europ,itc2,de040,,,,n,simbach,
qiq,rio claro,rio claro,rio claro/sp/br:off-,qiq,n,sp,br,samer,itc1,br015,,,,n,rio claro,
qir,irbid,irbid,irbid/jo:off-,qir,n,,jo,meast,itc2,jo068,,,,n,irbid,
qis,mito,mito,mito/jp:off-,qis,n,,jp,asia,itc3,jp,,,,n,mito,
qit,itapetinga,itapetinga,itapetinga/ba/br:itapetinga,qit,n,ba,br,samer,itc1,br016,,,,n,itapetinga,
qiu,ciudadela,ciudadela,ciudadela/es:off-,qiu,n,,es,europ,itc2,es045,,,,n,ciudadela,
qiv,ismailia,ismailia,ismailia/eg:ismailia,qiv,y,,eg,afric,itc2,eg044,32.25,30.6,,n,ismailia,
qiw,umm alquwain,umm alquwain,umm alquwain/ae,qiw,y,,ae,meast,itc2,ae,55.5,25.27,,n,umm alquwain,
qix,quixada,quixada,quixada/ce/br:quixada,qix,n,ce,br,samer,itc1,br016,,,,n,quixada,
qiy,bedarra island,bedarra island,bedarra island/ql/au:off-,qiy,n,ql,au,austl,itc3,au131,,,,n,bedarra island,
qiz,bizerte,bizerte,bizerte/tn:off-,qiz,n,,tn,afric,itc2,tn100,,,,n,bizerte,
qja,jaragua do sul,jaragua do sul,jaragua do sul/sc/br:off-,qja,n,sc,br,samer,itc1,br015,,,,n,jaragua do sul,
qjb,jubail,jubail,jubail/sa:off-,qjb,n,,sa,meast,itc2,sa,,,,n,jubail,
qjc,thimbu,thimbu,thimbu/bt:off-,qjc,n,,bt,asia,itc3,bt,,,,n,thimbu,
qjd,jindabyne,jindabyne,jindabyne/ns/au:jindabyne,qjd,y,ns,au,austl,itc3,au007,148.6,-36.37,,n,jindabyne,
qje,kitsissuarsuit,kitsissuarsuit,kitsissuarsu/gl:kitsissuarsuit,qje,y,,gl,europ,itc1,gl055,-53.17,68.83,,n,kitsissuarsuit,
qjf,atammik,atammik,atammik/gl:atammik off-,qjf,y,,gl,europ,itc1,gl055,,,,n,atammik,
qjg,itilleq,itilleq,itilleq/gl:itilleq,qjg,y,,gl,europ,itc1,gl055,-53.42,66.58,,n,itilleq,
qjh,qassimiut,qassimiut,qassimiut/gl,qjh,y,,gl,europ,itc1,gl055,-47.25,60.58,,n,qassimiut,
qji,ikamiut,ikamiut,ikamiut/gl:ikamiut,qji,y,,gl,europ,itc1,gl055,-52,68.83,,n,ikamiut,
qjj,flightlink bus,flightlink bus,dalton/ga/us:flightlink bus st,dnn,y,ga,us,namer,itc1,us105,-84.87,34.72,,n,dalton,
qjk,ajaokuta,ajaokuta,ajaokuta/ng:off-,qjk,n,,ng,afric,itc2,ng,,,,n,ajaokuta,
qjl,kjoellefjord,kjoellefjord,kjoellefjord/no:kjoellefjord,qjl,y,,no,europ,itc2,no083,27.45,70.93,,n,kjoellefjord,
qjm,brusque,brusque,brusque/sc/br:off-pt,qjm,n,sc,br,samer,itc1,br015,,,,n,brusque,
qjn,jounieh,jounieh,jounieh/lb:off-,qjn,n,,lb,meast,itc2,lb072,,,,n,jounieh,
qjo,campos do jordao,campos do jorda,campos do jordao/sp/br:off-,qjo,n,sp,br,samer,itc1,br015,,,,n,campos do jordao,
qjp,bucheon,bucheon,bucheon/kr:bucheon,qjp,n,,kr,asia,itc3,kr,,,,n,bucheon,
qjq,jal edib,jal edib,jal edib/lb:off-,qjq,n,,lb,meast,itc2,lb072,,,,n,jal edib,
qjr,la junquera,la junquera,la junquera/es:off-,qjr,n,,es,europ,itc2,es045,,,,n,la junquera,
qjs,saeby,saeby,saeby/dk:saeby bus,qjs,y,,dk,europ,itc2,dk041,10.53,57.33,,n,saeby,
qjt,napasoq,napasoq,napasoq/gl:off-,qjt,y,,gl,europ,itc1,gl055,,,,n,napasoq,
qju,jullundur,jullundur,jullundur/in:off-,qju,n,,in,asia,itc3,in,,,,n,jullundur,
qjv,skagen,skagen,skagen/dk:bus station,qjv,y,,dk,europ,itc2,dk041,10.58,57.72,,n,skagen,
qjw,kjellerup,kjellerup,kjellerup/dk:bus station,qjw,y,,dk,europ,itc2,dk041,9.726,56.48,,n,kjellerup,
qjx,nong khai,nong khai,nong khai/th:nong khai,qjx,y,,th,seasi,itc3,th,102.7,17.87,,n,nong khai,
qjy,kolobrzeg,kolobrzeg,kolobrzeg/pl:bus station,qjy,y,,pl,eeuro,itc2,pl089,15.58,54.17,,y,kolobrzeg,
qjz,nantes railway,nantes railway,nantes railway/fr:railway stat,nte,y,,fr,europ,itc2,fr052,-1.6,47.15,,y,nantes railway,
qka,cachoeirinha,cachoeirinha,cachoeirinha/rs/br,qka,n,rs,br,samer,itc1,br015,,,,n,cachoeirinha,
qkb,breckenridge,breckenridge,breckenridge/co/us:bus station,qkb,y,co,us,namer,itc1,us108,-106.1,39.48,,n,breckenridge,
qkc,karaj,karaj,karaj/ir:off-,qkc,n,,ir,meast,itc2,ir120,,,,n,karaj,
qkd,elk,elk,elk/pl:elk,qkd,n,,pl,eeuro,itc2,pl089,,,,n,elk,
qke,kabwe,kabwe,kabwe/zm:off-,qke,n,,zm,afric,itc2,zm,,,,n,kabwe,
qkf,krefeld,krefeld,krefeld/de:off-,qkf,n,,de,europ,itc2,de040,,,,n,krefeld,
qkg,chalkis,chalkis,chalkis/gr:off-,qkg,n,,gr,europ,itc2,gr058,21.75,37.75,,n,chalkis,
qkh,kharian,kharian,kharian/pk:off-,qkh,n,,pk,asia,itc3,pk163,,,,n,kharian,
qki,kielce,kielce,kielce/pl:kielce,qki,n,,pl,eeuro,itc2,pl089,,,,n,kielce,
qkj,khenchela,khenchela,khenchela/dz:off-,qkj,n,,dz,afric,itc2,dz,,,,n,khenchela,
qkk,karasjok,karasjok,karasjok/no:karasjok,qkk,y,,no,europ,itc2,no083,25.5,69.45,,n,karasjok,
qkl,cologne,cologne,cologne/de:railway station,cgn,y,,de,europ,itc2,de040,6.95,50.93,,y,cologne,
qkm,gumi,gumi,gumi/kr:gumi,qkm,n,,kr,asia,itc3,kr,,,,n,gumi,
qkn,kairouan,kairouan,kairouan/tn:off-,qkn,n,,tn,afric,itc2,tn100,,,,n,kairouan,
qko,khoms,khoms,khoms/ly:off-,qko,n,,ly,afric,itc2,ly122,,,,n,khoms,
qkp,kruger national p,kruger national,kruger national p/za:off-,qkp,n,,za,afric,itc2,za,,,,n,kruger national p,
qkq,anklam,anklam,anklam/de:off-,qkq,n,,de,europ,itc2,de040,,,,n,anklam,
qkr,kourou,kourou,kourou/gf:off-,qkr,n,,gf,samer,itc1,gf,,,,n,kourou,
qks,keystone,keystone,keystone/co/us:bus station,qks,y,co,us,namer,itc1,us108,-106,39.83,,n,keystone,
qkt,kangaamiut,kangaamiut,kangaamiut/gl:kangaamiut,qkt,y,,gl,europ,itc1,gl055,-53,65.92,,n,kangaamiut,
qku,cologne,cologne,cologne/de:railway station,cgn,y,,de,europ,itc2,de040,6.95,50.93,,y,cologne,
qkv,sakai,sakai,sakai/jp,qkv,y,,jp,asia,itc3,jp,135.5,34.8,,n,sakai,
qkw,kanazawa,kanazawa,kanazawa/jp:off-,qkw,n,,jp,asia,itc3,jp,,,,n,kanazawa,
qkx,kautokeino,kautokeino,kautokeino/no:kautokeino,qkx,y,,no,europ,itc2,no083,23.7,63.98,,n,kautokeino,
qky,wakayama,wakayama,wakayama/jp:off-,qky,n,,jp,asia,itc3,jp,,,,n,wakayama,
qkz,konstanz,konstanz,konstanz/de:off-,qkz,n,,de,europ,itc2,de040,,,,n,konstanz,
qla,lasham,lasham,lasham/gb:off-,qla,n,,gb,europ,itc2,gb053,,,,n,lasham,
qlb,lajeado,lajeado,lajeado/rs/br:off-,qlb,n,rs,br,samer,itc1,br015,,,,n,lajeado,
qlc,gliwice,gliwice,gliwice/pl:gliwice,qlc,n,,pl,eeuro,itc2,pl089,,,,n,gliwice,
qld,blida,blida,blida/dz:off-,qld,n,,dz,afric,itc2,dz,,,,n,blida,
qle,leeton,leeton,leeton/ns/au:bus station,qle,y,ns,au,austl,itc3,au007,146.4,-34.55,,n,leeton,
qlf,lahti,lahti,lahti/fi:lahti,qlf,n,,fi,europ,itc2,fi047,,,,n,lahti,
qlg,landshut,landshut,landshut/de:off-,qlg,n,,de,europ,itc2,de040,12.15,48.53,,n,landshut,
qlh,kelsterbach,kelsterbach,kelsterbach/de:off-,qlh,n,,de,europ,itc2,de040,,,,n,kelsterbach,
qli,limassol,limassol,limassol/cy:off-,qli,n,,cy,europ,itc2,cy039,,,,n,limassol,
qlj,lucerne rail,lucerne rail,lucerne/ch:lucerne rail,qlj,y,,ch,europ,itc2,ch032,8.3,47.03,,y,lucerne,
qlk,el kala,el kala,el kala/dz:off-,qlk,n,,dz,afric,itc2,dz,,,,n,el kala,
qll,sao leopoldo,sao leopoldo,sao leopold/rs/br:sao leopoldo,qll,y,rs,br,samer,itc1,br015,-51.18,-29.75,,n,sao leopoldo,
qlm,la munoza,la munoza,la munoza/es:off-,qlm,n,,es,europ,itc2,es045,,,,n,la munoza,
qln,sulmona,sulmona,sulmona/it:off-,qln,n,,it,europ,itc2,it067,,,,n,sulmona,
qlp,la spezia,la spezia,la spezia/it:off-,qlp,n,,it,europ,itc2,it067,,,,n,la spezia,
qlq,lerida,lerida,lerida/es:lerida,qlq,n,,es,europ,itc2,es045,0.6333,41.62,,n,lerida,
qlr,leiria,leiria,leiria/pt:off-,qlr,n,,pt,europ,itc2,pt092,,,,n,leiria,
qls,lausanne rail,lausanne rail,lausanne/ch:lausanne rail,qls,y,,ch,europ,itc2,ch032,6.65,46.53,,y,lausanne,
qlt,latina,latina,latina/it:off-,qlt,n,,it,europ,itc2,it067,,,,n,latina,
qlu,lublin,lublin,lublin/pl:lublin,qlu,n,,pl,eeuro,itc2,pl089,,,,n,lublin,
qlv,olivos,olivos,olivos/ba/ar:olivos,qlv,n,ba,ar,samer,itc1,ar003,,,,n,olivos,
qlw,lavras,lavras,lavras/mg/br:off-,qlw,n,mg,br,samer,itc1,br015,,,,n,lavras,
qlx,lauterach,lauterach,lauterach/at,qlx,y,,at,europ,itc2,at005,15.1,47.38,,n,lauterach,
qly,playa blanca,playa blanca,playa blanca/es:off-,qly,n,,es,europ,itc2,es046,,,,n,playa blanca,
qlz,ikast,ikast,ikast/dk:bus station,qlz,y,,dk,europ,itc2,dk041,9.167,56.13,,n,ikast,
qma,matanzas,matanzas,matanzas/cu:off-,qma,n,,cu,carib,itc1,cu038,,,,n,matanzas,
qmb,panambi,panambi,panambi/rs/br:off-,qmb,n,rs,br,samer,itc1,br015,,,,n,panambi,
qmc,mairipora,mairipora,mairipora/sp/br:off-,qmc,n,sp,br,samer,itc1,br015,,,,n,mairipora,
qmd,madaba,madaba,madaba/jo:off-,qmd,n,,jo,meast,itc2,jo068,,,,n,madaba,
qme,messina,messina,messina/it:off-,qme,n,,it,europ,itc2,it067,,,,n,messina,
qmf,mafra,mafra,mafra/sc/br:off-,qmf,n,sc,br,samer,itc1,br015,,,,n,mafra,
qmg,maghnia,maghnia,maghnia/dz:off-,qmg,n,,dz,afric,itc2,dz,,,,n,maghnia,
qmh,oum el bouaghi,oum el bouaghi,oum el bouaghi/dz:off-,qmh,n,,dz,afric,itc2,dz,,,,n,oum el bouaghi,
qmi,mogi das cruzes,mogi das cruzes,mogi das cruzes/sp/br:off-,qmi,n,sp,br,samer,itc1,br015,,,,n,mogi das cruzes,
qmj,masjed soleyman,masjed soleyman,masjed soleyman/ir:off-,qmj,n,,ir,meast,itc2,ir120,,,,n,masjed soleyman,
qmk,niaqornaarsuk,niaqornaarsuk,niaqornaarsuk/gl:niaqornaarsuk,qmk,y,,gl,europ,itc1,gl055,-52.83,68.25,,n,niaqornaarsuk,
qml,mirpur,mirpur,mirpur/pk:off-,qml,n,,pk,asia,itc3,pk163,,,,n,mirpur,
qmm,marina di massa,marina di massa,marina di massa/it,qmm,y,,it,europ,itc2,it067,10.23,42.77,4154,n,marina di massa,
qmn,mbabane,mbabane,mbabane/sz:off-,qmn,n,,sz,afric,itc2,sz,,,,n,mbabane,
qmo,mons rail station,mons rail stati,mons/be:railway station,qmo,y,,be,europ,itc2,be012,0.06611,0.8411,,n,mons,
qmp,flightlink bus,flightlink bus,macon/ga/us:flightlink bus sta,mcn,y,ga,us,namer,itc1,us105,-83.65,32.68,,n,macon,
qmq,murzuq,murzuq,murzuq/ly:off-,qmq,y,,ly,afric,itc2,ly122,13.92,25.92,,n,murzuq,
qmr,marsala,marsala,marsala/it:off-,qmr,n,,it,europ,itc2,it067,,,,n,marsala,
qms,masan,masan,masan/kr:off-,qms,n,,kr,asia,itc3,kr,,,,n,masan,
qmt,mostaganem,mostaganem,mostaganem/dz:mostaganem,qmt,y,,dz,afric,itc2,dz,3.233,36.7,,n,mostaganem,
qmu,moutiers,moutiers,moutiers/fr:off-,qmu,n,,fr,europ,itc2,fr052,,,,n,moutiers,
qmv,montvale,montvale,montvale/nj/us,qmv,y,nj,us,namer,itc1,us105,-113,38.4,,n,montvale,
qmw,mohammadia,mohammadia,mohammadia/dz:off-,qmw,n,,dz,afric,itc2,dz,,,,n,mohammadia,
qmx,fictitious point,fictitious poin,fictitious point/zz,qmx,y,,zz,none,itc2,zz,-88.15,41.78,,y,fictitious point,
qmy,fictitious point,fictitious poin,fictitious point/zz,qmy,y,,zz,none,itc2,zz,-88.05,42.35,,y,fictitious point,
qmz,mainz rail,mainz rail,mainz/de:mainz rail,qmz,y,,de,europ,itc2,de040,8.267,50,,y,mainz,
qnb,anand,anand,anand/in:off-,qnb,n,,in,asia,itc3,in,,,,n,anand,
qnc,neuchatel,neuchatel,neuchatel/ch:off-,qnc,n,,ch,europ,itc2,ch032,,,,n,neuchatel,
qnd,novi sad,novi sad,novi sad/rs:novi sad,qnd,y,,rs,europ,itc2,rs189,19.98,45.25,,n,novi sad,
qne,rio negrinho,rio negrinho,rio negrinho/sc/br:off-,qne,n,sc,br,samer,itc1,br015,,,,n,rio negrinho,
qnf,faridabad,faridabad,faridabad/in:off-,qnf,n,,in,asia,itc3,in,,,,n,faridabad,
qng,nagano,nagano,nagano/jp:off-,qng,n,,jp,asia,itc3,jp,,,,n,nagano,
qnh,canoinhas,canoinhas,canoinhas/sc/br:off-,qnh,n,sc,br,samer,itc1,br015,,,,n,canoinhas,
qni,onitsha,onitsha,onitsha/ng:off-,qni,n,,ng,afric,itc2,ng,,,,n,onitsha,
qnj,annemasse,annemasse,annemasse/fr:off-,qnj,n,,fr,europ,itc2,fr052,,,,n,annemasse,
qnk,nsukka,nsukka,nsukka/ng:off-,qnk,n,,ng,afric,itc2,ng,,,,n,nsukka,
qnl,neuilly sur seine,neuilly sur sei,neuilly sur seine/fr:off-,qnl,n,,fr,europ,itc2,fr052,,,,n,neuilly sur seine,
qnm,namur rail stn,namur rail stn,namur rail/be:railway station,qnm,y,,be,europ,itc2,be012,0.08111,0.8411,,n,namur rail station,
qnn,marina,marina,marina/ng:off-,qnn,n,,ng,afric,itc2,ng,,,,n,marina,
qno,ascoli piceno,ascoli piceno,ascoli piceno/it:off-,qno,n,,it,europ,itc2,it067,,,,n,ascoli piceno,
qnp,ayia napa,ayia napa,ayia napa/cy:off-,qnp,n,,cy,europ,itc2,cy039,,,,n,ayia napa,
qnq,malmo town,malmo town,malmo town/se:malmo town,qnq,n,,se,europ,itc2,se095,,,,n,malmo town,
qnr,santa cruz rio pa,santa cruz rio,santa cruz rio pardo/sp/br,qnr,y,sp,br,samer,itc1,br015,-46.62,-12.53,,n,santa cruz rio pardo,
qns,canoas,canoas,canoas/rs/br:off-,qns,n,rs,br,samer,itc1,br015,,,,n,canoas,
qnt,niteroi,niteroi,niteroi/rj/br:off-,qnt,n,rj,br,samer,itc1,br015,,,,n,niteroi,
qnu,nuoro,nuoro,nuoro/it:off-,qnu,n,,it,europ,itc2,it067,,,,n,nuoro,
qnv,nova iguacu,nova iguacu,nova iguacu/rj/br:off-,qnv,n,rj,br,samer,itc1,br015,,,,n,nova iguacu,
qnw,nawanshahar,nawanshahar,nawanshahar/in:off-,qnw,n,,in,asia,itc3,in,,,,n,nawanshahar,
qnx,macon,macon,macon/fr:off-,qnx,n,,fr,europ,itc2,fr052,,,,n,macon,
qny,new york qny,new york qny,new york/ny/us:marine air,nyc,y,ny,us,namer,itc1,us105,-74.17,40.68,,n,new york,
