concat(code, ',,,', is_airport, ',y,n,', is_commercial, ',')	trim(state_code)	concat(',', rel_country_code, ',', rel_region_code, ',', rel_continent_code, ',', rel_time_zone_grp, ',')	longitude	,	latitude	,
ckm,,,y,y,n,n,	ms	,us,namer,itc1,us107,	-90.57	,	34.2	,
ckn,,,y,y,n,n,	mn	,us,namer,itc1,us107,	-96.62	,	47.85	,
cko,,,y,y,n,n,	pr	,br,samer,itc1,br015,	-50.6	,	-23.15	,
ckr,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-123	,	48.6	,
cks,,,y,y,n,y,	pa	,br,samer,itc1,br016,	-51.33	,	-6	,
ckt,,,y,y,n,n,		,ir,meast,itc2,ir120,	61.12	,	36.53	,
cku,cdv,,y,n,n,n,	ak	,us,namer,itc1,us111,	-145.7	,	60.54	,
ckv,,,y,y,n,n,	tn	,us,namer,itc1,us107,	-87.42	,	36.62	,
ckx,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-141.9	,	64.08	,
cky,,,y,y,n,y,		,gn,afric,itc2,gn,	-13.62	,	9.567	,
ckz,,,y,y,n,y,		,tr,euras,itc2,tr101,	26.43	,	40.13	,
cla,,,y,y,n,y,		,bd,asia,itc3,bd,	91.18	,	23.43	,
clb,,,y,y,n,n,		,ie,europ,itc2,ie064,	-9.283	,	53.87	,
clc,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-95.13	,	29.55	,
cld,san,,y,n,n,y,	ca	,us,namer,itc1,us110,	-117.3	,	33.13	,
cle,,,y,y,n,y,	oh	,us,namer,itc1,us105,	-81.85	,	41.42	,
clf,,,n,y,n,n,		,gb,europ,itc2,gb053,		,		,
clg,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.4	,	36.15	,
clh,,,y,y,n,n,	ns	,au,austl,itc3,au007,	149.7	,	-31.83	,
cli,,,y,y,n,n,	wi	,us,namer,itc1,us107,	-88.77	,	44.62	,
clj,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	23.68	,	46.78	,
clk,csm,,y,n,n,n,	ok	,us,namer,itc1,us107,	-98.93	,	35.54	,
cll,,,y,y,n,y,	tx	,us,namer,itc1,us107,	-96.37	,	30.58	,
clm,,,y,y,n,y,	wa	,us,namer,itc1,us110,	-123.5	,	48.13	,
cln,,,y,y,n,n,	ma	,br,samer,itc1,br016,	-47.43	,	-7.35	,
clo,,,y,y,n,y,		,co,samer,itc1,co132,	-76.48	,	3.367	,
clp,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-158.5	,	58.85	,
clq,,,y,y,n,y,		,mx,namer,itc1,mx168,	-103.7	,	19.3	,
clr,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-115.5	,	33.13	,
cls,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-123	,	46.68	,
clt,,,y,y,n,y,	nc	,us,namer,itc1,us105,	-80.93	,	35.22	,
clu,,,y,y,n,n,	in	,us,namer,itc1,us105,	-85.93	,	39.13	,
clv,,,y,y,n,n,	go	,br,samer,itc1,br015,	-48.6	,	-17.72	,
clw,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-82.8	,	27.97	,
clx,,,y,y,n,n,	fo	,ar,samer,itc1,ar003,	-57.67	,	-25.33	,
cly,,,y,y,n,y,		,fr,europ,itc2,fr052,	8.8	,	42.53	,
clz,,,y,y,n,n,		,ve,samer,itc1,ve194,	-67.43	,	8.933	,
cma,,,y,y,n,y,	ql	,au,austl,itc3,au131,	145.6	,	-28.03	,
cmb,,,y,y,n,y,		,lk,asia,itc3,lk187,	79.88	,	7.167	,
cmc,,,y,y,n,n,	ce	,br,samer,itc1,br016,	-40.83	,	-2.9	,
cmd,,,y,y,n,n,	ns	,au,austl,itc3,au007,	148.1	,	-34.63	,
cme,,,y,y,n,y,		,mx,namer,itc1,mx168,	-91.63	,	18.7	,
cmf,,,y,y,n,n,		,fr,europ,itc2,fr052,	5.917	,	45.57	,
cmg,,,y,y,n,y,	ms	,br,samer,itc1,br017,	-57.67	,	-19	,
cmh,,,y,y,n,y,	oh	,us,namer,itc1,us105,	-82.88	,	40	,
cmi,,,y,y,n,y,	il	,us,namer,itc1,us107,	-88.28	,	40.03	,
cmj,,,y,y,n,n,		,tw,asia,itc3,tw,	119.4	,	23.25	,
cmk,,,y,y,n,y,		,mw,afric,itc2,mw,	35.13	,	-14.3	,
cml,,,y,y,n,n,	ql	,au,austl,itc3,au131,	138.1	,	-19.92	,
cmm,,,y,y,n,n,		,gt,camer,itc1,gt119,	-90.17	,	17.5	,
cmn,cas,,y,n,n,y,		,ma,afric,itc2,ma196,	-7.583	,	33.37	,
cmo,,,y,y,n,n,		,so,afric,itc2,so,	48.52	,	5.367	,
cmp,,,y,y,n,n,	pa	,br,samer,itc1,br016,	-50.33	,	-9.333	,
cmq,,,y,y,n,n,	ql	,au,austl,itc3,au131,	147.5	,	-22.87	,
cmr,,,y,y,n,n,		,fr,europ,itc2,fr052,	7.367	,	48.08	,
cms,,,y,y,n,n,		,so,afric,itc2,so,	50.45	,	10.5	,
cmt,,,y,y,n,n,	pa	,br,samer,itc1,br016,	-49.5	,	-2.25	,
cmu,,,y,y,n,y,		,pg,austl,itc3,pg,	145	,	-5.983	,
cmv,,,y,y,n,n,		,nz,austl,itc3,nz084,	175.5	,	-36.75	,
cmw,,,y,y,n,y,		,cu,carib,itc1,cu038,	-77.87	,	21.42	,
cmx,,,y,y,n,y,	mi	,us,namer,itc1,us105,	-88.57	,	47.12	,
cmy,,,y,y,n,n,	wi	,us,namer,itc1,us107,	-90.74	,	43.96	,
cmz,,,y,y,n,n,		,mz,afric,itc2,mz,	35.33	,	-17.82	,
cna,,,y,y,n,n,		,mx,namer,itc1,mx097,	-110.3	,	30.98	,
cnb,,,y,y,n,y,	ns	,au,austl,itc3,au007,	148.4	,	-30.98	,
cnc,,,y,y,n,y,	ql	,au,austl,itc3,au131,	143.1	,	-10.05	,
cnd,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	28.6	,	44.15	,
cne,,,y,y,n,n,	co	,us,namer,itc1,us108,	-105.1	,	38.42	,
cnf,bhz,,y,n,n,y,	mg	,br,samer,itc1,br015,	-43.97	,	-19.63	,
cng,,,y,y,n,n,		,fr,europ,itc2,fr052,	-0.3333	,	45.7	,
cnh,,,y,y,n,n,	nh	,us,namer,itc1,us105,	-72.37	,	43.37	,
cni,,,y,y,n,n,		,cn,asia,itc3,cn035,	122.5	,	39.27	,
cnj,,,y,y,n,y,	ql	,au,austl,itc3,au131,	140.5	,	-20.67	,
cnk,,,y,y,n,n,	ks	,us,namer,itc1,us107,	-97.65	,	39.55	,
cnl,,,y,y,n,n,		,dk,europ,itc2,dk041,	10.22	,	57.48	,
cnm,,,y,y,n,y,	nm	,us,namer,itc1,us108,	-104.3	,	32.33	,
cnn,,,y,y,n,n,		,ru,euras,itc2,ru145,	124.9	,	56.87	,
cno,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-117.7	,	34.02	,
cnp,,,y,y,n,y,		,gl,europ,itc1,gl057,	-22.65	,	70.73	,
cnq,,,y,y,n,y,	cr	,ar,samer,itc1,ar003,	-58.77	,	-27.45	,
cnr,,,y,y,n,n,		,cl,samer,itc1,cl033,	-70.62	,	-26.32	,
cns,,,y,y,n,y,	ql	,au,austl,itc3,au131,	145.8	,	-16.88	,
cnt,,,y,y,n,n,	ch	,ar,samer,itc1,ar003,	-61.22	,	-27.22	,
cnu,,,y,y,n,n,	ks	,us,namer,itc1,us107,	-95.45	,	37.68	,
cnv,,,y,y,n,n,	ba	,br,samer,itc1,br016,	-38.87	,	-15.63	,
cnw,act,,y,n,n,n,	tx	,us,namer,itc1,us107,	-97.17	,	31.55	,
cnx,,,y,y,n,y,		,th,seasi,itc3,th,	98.97	,	18.8	,
cny,,,y,y,n,y,	ut	,us,namer,itc1,us108,	-109.8	,	38.77	,
cnz,,,y,y,n,n,		,ao,afric,itc2,ao,	19.88	,	-13.68	,
coa,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.4	,	38.03	,
cob,,,y,y,n,n,	nt	,au,austl,itc3,au010,	131	,	-15.67	,
coc,,,y,y,n,n,	er	,ar,samer,itc1,ar003,	-58.02	,	-31.3	,
cod,,,y,y,n,y,	wy	,us,namer,itc1,us108,	-109	,	44.52	,
coe,,,y,y,n,n,	id	,us,namer,itc1,us110,	-116.8	,	47.77	,
cof,coi,,y,n,n,n,	fl	,us,namer,itc1,us105,	-80.61	,	28.24	,
cog,,,y,y,n,n,		,co,samer,itc1,co132,	-76.62	,	5.1	,
coh,,,y,y,n,n,		,in,asia,itc3,in,	89.47	,	26.33	,
coi,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-80.63	,	28.13	,
coj,,,y,y,n,n,	ns	,au,austl,itc3,au007,	149.3	,	-31.33	,
cok,,,y,y,n,y,		,in,asia,itc3,in,	76.27	,	9.933	,
col,,,y,y,n,n,		,gb,europ,itc2,gb053,	-6.617	,	56.62	,
com,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-99.43	,	31.83	,
con,,,y,y,n,n,	nh	,us,namer,itc1,us105,	-71.53	,	43.2	,
coo,,,y,y,n,y,		,bj,afric,itc2,bj,	2.383	,	6.35	,
cop,,,y,y,n,n,	ny	,us,namer,itc1,us105,	-74.93	,	42.72	,
coq,,,y,y,n,y,		,mn,asia,itc3,mn175,	114.5	,	48.07	,
cor,,,y,y,n,y,	cd	,ar,samer,itc1,ar003,	-64.22	,	-31.32	,
cos,,,y,y,n,y,	co	,us,namer,itc1,us108,	-104.7	,	38.82	,
cot,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-99.23	,	28.43	,
cou,,,y,y,n,y,	mo	,us,namer,itc1,us107,	-92.22	,	38.8	,
cov,,,y,y,n,n,		,pt,europ,itc2,pt092,	-7.5	,	40.28	,
cow,,,y,y,n,n,		,cl,samer,itc1,cl033,	-70.63	,	-32.8	,
cox,,,y,y,n,n,		,bs,carib,itc1,bs021,	-77.58	,	24.15	,
coy,,,y,y,n,n,	wa	,au,austl,itc3,au011,	117.8	,	-21.8	,
coz,,,y,y,n,n,		,do,carib,itc1,do174,	-70.72	,	18.9	,
cpa,,,y,y,n,n,		,lr,afric,itc2,lr,	-7.7	,	4.383	,
cpb,,,y,y,n,n,		,co,samer,itc1,co132,	-77.33	,	8.633	,
cpc,,,y,y,n,y,	ne	,ar,samer,itc1,ar003,	-71.13	,	-40.08	,
cpd,,,y,y,n,y,	sa	,au,austl,itc3,au009,	134.8	,	-29.05	,
cpe,,,y,y,n,y,		,mx,namer,itc1,mx168,	-90.52	,	19.83	,
cpf,,,y,y,n,n,		,id,seasi,itc3,id061,	111.5	,	-7.183	,
cpg,,,y,y,n,n,	ba	,ar,samer,itc1,ar003,	-62.98	,	-40.8	,
cph,,,y,y,n,y,		,dk,europ,itc2,dk041,	12.65	,	55.62	,
cpi,,,y,y,n,n,		,pg,austl,itc3,pg,	152.1	,	-5.433	,
cpl,,,y,y,n,n,		,co,samer,itc1,co132,	-75.75	,	3.7	,
cpm,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-118.2	,	33.9	,
cpn,,,y,y,n,n,		,pg,austl,itc3,pg,	148.4	,	-10.18	,
cpo,,,y,y,n,y,		,cl,samer,itc1,cl033,	-70.47	,	-27.15	,
cpq,,,y,y,n,y,	sp	,br,samer,itc1,br015,	-47.1	,	-22.9	,
cpr,,,y,y,n,y,	wy	,us,namer,itc1,us108,	-106.5	,	42.92	,
cps,stl,,y,n,n,n,	mo	,us,namer,itc1,us107,	-90.17	,	38.57	,
cpt,,,y,y,n,y,		,za,afric,itc2,za,	18.6	,	-33.97	,
cpu,,,y,y,n,n,	ma	,br,samer,itc1,br016,	-44.87	,	-1.8	,
cpv,,,y,y,n,y,	pb	,br,samer,itc1,br016,	-35.9	,	-7.267	,
cpx,,,y,y,n,n,		,pr,carib,itc1,pr,	-65.3	,	18.32	,
cqa,,,y,y,n,n,	mt	,br,samer,itc1,br018,	-52.27	,	-13.57	,
cqd,,,y,y,n,y,		,ir,meast,itc2,ir120,	50.84	,	32.3	,
cqf,,,y,y,n,n,		,fr,europ,itc2,fr052,	1.95	,	50.97	,
cqp,,,y,y,n,n,	ql	,au,austl,itc3,au131,	147.5	,	-18.2	,
cqs,,,y,y,n,n,	ro	,br,samer,itc1,br018,	-61.95	,	-10.87	,
cqt,,,y,y,n,n,		,co,samer,itc1,co132,	-74.22	,	2.033	,
cra,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	23.8	,	44.43	,
crb,,,y,y,n,n,	ns	,au,austl,itc3,au007,	148.6	,	-29.52	,
crc,,,y,y,n,y,		,co,samer,itc1,co132,	-75.93	,	4.767	,
crd,,,y,y,n,y,	cb	,ar,samer,itc1,ar003,	-67.47	,	-45.78	,
cre,myr,,y,n,n,n,	sc	,us,namer,itc1,us105,	-78.97	,	33.7	,
crf,,,y,y,n,n,		,cf,afric,itc2,cf,	15.9	,	4.933	,
crg,jax,,y,n,n,n,	fl	,us,namer,itc1,us105,	-81.5	,	30.33	,
crh,,,y,y,n,n,	ql	,au,austl,itc3,au131,	152	,	-27.65	,
cri,,,y,y,n,y,		,bs,carib,itc1,bs021,	-74.15	,	22.75	,
crj,,,y,y,n,n,	sa	,au,austl,itc3,au009,	132.3	,	-31.9	,
crk,ncp,,y,n,n,y,		,ph,pacif,itc3,ph,	121	,	10	,
crl,bru,,y,n,n,y,		,be,europ,itc2,be012,	4.433	,	50.42	,
crm,,,y,y,n,y,		,ph,pacif,itc3,ph,	124.6	,	12.52	,
crn,,,y,y,n,n,		,gb,europ,itc2,gb053,	-4.05	,	57.65	,
cro,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-119.6	,	36.1	,
crp,,,y,y,n,y,	tx	,us,namer,itc1,us107,	-97.5	,	27.77	,
crq,,,y,y,n,n,	ba	,br,samer,itc1,br016,	-39.25	,	-17.65	,
crr,,,y,y,n,n,	sf	,ar,samer,itc1,ar003,	-61.83	,	-29.87	,
crs,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-96.47	,	32.1	,
crt,,,y,y,n,n,	ar	,us,namer,itc1,us107,	-91.97	,	33.13	,
cru,,,y,y,n,n,		,gd,carib,itc1,gd,	-61.47	,	12.47	,
crv,,,y,y,n,n,		,it,europ,itc2,it067,	17.08	,	39	,
crw,,,y,y,n,y,	wv	,us,namer,itc1,us105,	-81.6	,	38.37	,
crx,,,y,y,n,n,	ms	,us,namer,itc1,us107,	-88.6	,	34.9	,
cry,,,y,y,n,n,	wa	,au,austl,itc3,au011,	128.5	,	-15.7	,
crz,,,y,y,n,n,		,tm,euras,itc3,tm137,	63.602	,	39.092	,
csa,,,y,y,n,n,		,gb,europ,itc2,gb053,	-6.167	,	56.08	,
csb,,,y,y,n,n,		,ro,eeuro,itc2,ro094,	22.42	,	45.5	,
csc,,,y,y,n,n,		,cr,camer,itc1,cr036,	-85.12	,	10.42	,
csd,,,y,y,n,n,	nt	,au,austl,itc3,au010,	135.9	,	-17.97	,
cse,,,y,y,n,n,	co	,us,namer,itc1,us108,	-107	,	38.87	,
csf,,,y,y,n,n,		,fr,europ,itc2,fr052,	2.483	,	49.27	,
csg,,,y,y,n,y,	ga	,us,namer,itc1,us105,	-84.95	,	32.52	,
csh,,,y,y,n,y,		,ru,euras,itc2,ru130,	35.65	,	65.13	,
csi,,,y,y,n,n,	ns	,au,austl,itc3,au007,	153.1	,	-28.88	,
csj,,,y,y,n,n,		,vn,seasi,itc3,vn,	107.1	,	10.35	,
csk,,,y,y,n,y,		,sn,afric,itc2,sn,	-16.75	,	12.4	,
csl,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.7	,	35.32	,
csm,,,y,y,n,n,	ok	,us,namer,itc1,us107,	-98.98	,	35.52	,
csn,,,y,y,n,n,	nv	,us,namer,itc1,us110,	-119.7	,	39.2	,
cso,,,y,y,n,n,		,de,europ,itc2,de040,	11.42	,	51.85	,
csp,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-136.6	,	58.2	,
csq,,,y,y,n,n,	ia	,us,namer,itc1,us107,	-94.37	,	41.07	,
csr,,,y,y,n,n,		,co,samer,itc1,co132,	-68.13	,	5.833	,
css,,,y,y,n,n,	ms	,br,samer,itc1,br017,	-51.75	,	-19.15	,
cst,,,y,y,n,n,		,fj,austl,itc3,fj169,	177.1	,	-17.62	,
csu,,,y,y,n,n,	rs	,br,samer,itc1,br015,	-52.42	,	-29.7	,
csv,,,y,y,n,n,	tn	,us,namer,itc1,us107,	-85.08	,	35.95	,
csw,,,y,y,n,n,	ro	,br,samer,itc1,br018,	-61.08	,	-13.17	,
csx,,,y,y,n,y,		,cn,asia,itc3,cn035,	113	,	28.17	,
csy,,,y,y,n,y,		,ru,euras,itc2,ru130,	47.27	,	56.13	,
csz,,,y,y,n,n,	ba	,ar,samer,itc1,ar003,	-67.88	,	-37.43	,
cta,,,y,y,n,y,		,it,europ,itc2,it067,	15.07	,	37.47	,
ctb,,,y,y,n,n,	mt	,us,namer,itc1,us108,	-112.3	,	48.63	,
ctc,,,y,y,n,y,	ca	,ar,samer,itc1,ar003,	-65.77	,	-28.47	,
ctd,,,y,y,n,n,		,pa,camer,itc1,pa,	-80.43	,	7.967	,
cte,,,y,y,n,n,		,pa,camer,itc1,pa,	-79.1	,	9.317	,
ctf,,,y,y,n,n,		,gt,camer,itc1,gt119,	-91.5	,	15.01	,
ctg,,,y,y,n,y,		,co,samer,itc1,co132,	-75.52	,	10.45	,
cth,,,y,y,n,n,	pa	,us,namer,itc1,us105,	-75.82	,	39.97	,
cti,,,y,y,n,n,		,ao,afric,itc2,ao,	19.17	,	-15.17	,
ctk,,,y,y,n,n,	sd	,us,namer,itc1,us107,	-96.58	,	43.3	,
ctl,,,y,y,n,y,	ql	,au,austl,itc3,au131,	146.3	,	-26.42	,
ctm,,,y,y,n,y,		,mx,namer,itc1,mx168,	-88.32	,	18.48	,
ctn,,,y,y,n,y,	ql	,au,austl,itc3,au131,	145.2	,	-15.45	,
cto,,,y,y,n,n,	ny	,us,namer,itc1,us105,	-72.75	,	40.92	,
ctp,,,y,y,n,n,	ma	,br,samer,itc1,br016,	-46.02	,	-1.25	,
ctq,,,y,y,n,n,	rs	,br,samer,itc1,br015,	-50.13	,	-18.83	,
ctr,,,y,y,n,n,	nt	,au,austl,itc3,au010,	131	,	-17.58	,
cts,spk,,y,n,n,y,		,jp,asia,itc3,jp,	141.7	,	42.8	,
ctt,,,y,y,n,n,		,fr,europ,itc2,fr052,	5.783	,	43.25	,
ctu,,,y,y,n,y,		,cn,asia,itc3,cn035,	104.1	,	30.62	,
ctw,,,y,y,n,n,	az	,us,namer,itc1,us109,	-112	,	34.73	,
ctx,,,y,y,n,n,	ny	,us,namer,itc1,us105,	-76.17	,	42.6	,
cty,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-83.12	,	29.65	,
ctz,,,y,y,n,n,	nc	,us,namer,itc1,us105,	-78.33	,	35	,
cua,,,y,y,n,n,		,mx,namer,itc1,mx079,	-111.7	,	25.05	,
cub,cae,,y,n,n,n,	sc	,us,namer,itc1,us105,	-81.12	,	33.95	,
cuc,,,y,y,n,y,		,co,samer,itc1,co132,	-72.53	,	7.917	,
cud,,,y,y,n,n,	ql	,au,austl,itc3,au131,	153.2	,	-26.8	,
cue,,,y,y,n,y,		,ec,samer,itc1,ec042,	-78.97	,	-2.9	,
cuf,,,y,y,n,y,		,it,europ,itc2,it067,	7.617	,	44.53	,
cug,,,y,y,n,n,	ns	,au,austl,itc3,au007,	148.7	,	-33.3	,
cuh,,,y,y,n,n,	ok	,us,namer,itc1,us107,	-96.77	,	35.98	,
cui,,,y,y,n,n,		,co,samer,itc1,co132,	-72	,	4.667	,
cuj,,,y,y,n,n,		,ph,pacif,itc3,ph,	120	,	11.88	,
cuk,,,y,y,n,y,		,bz,camer,itc1,bz,	-88	,	17.77	,
cul,,,y,y,n,y,		,mx,namer,itc1,mx079,	-107.5	,	22.75	,
cum,,,y,y,n,y,		,ve,samer,itc1,ve194,	-64.18	,	10.45	,
cun,,,y,y,n,y,		,mx,namer,itc1,mx168,	-86.77	,	21.08	,
cuo,,,y,y,n,n,		,co,samer,itc1,co132,	-71.23	,	1.033	,
cup,,,y,y,n,y,		,ve,samer,itc1,ve194,	-63.25	,	10.67	,
cuq,,,y,y,n,y,	ql	,au,austl,itc3,au131,	143.1	,	-13.78	,
cur,,,y,y,n,y,		,an,carib,itc1,an,	-68.97	,	12.2	,
cus,,,y,y,n,n,	nm	,us,namer,itc1,us108,	-107.6	,	31.83	,
cut,,,y,y,n,n,	ne	,ar,samer,itc1,ar003,	-69.25	,	-38.97	,
cuu,,,y,y,n,y,		,mx,namer,itc1,mx079,	-106	,	28.68	,
cuv,,,y,y,n,n,		,ve,samer,itc1,ve194,	-72.55	,	8.767	,
cuw,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-133.8	,	58.35	,
cux,crp,,y,n,n,n,	tx	,us,namer,itc1,us107,	-97.51	,	27.72	,
cuy,,,y,y,n,n,	wa	,au,austl,itc3,au011,	117.9	,	-27.45	,
cuz,,,y,y,n,y,		,pe,samer,itc1,pe155,	-71.97	,	-13.53	,
cva,pit,,y,n,n,n,	pa	,us,namer,itc1,us105,	-79.93	,	40.35	,
cvb,,,y,y,n,n,		,pg,austl,itc3,pg,	144.7	,	-4.8	,
cvc,,,y,y,n,n,	sa	,au,austl,itc3,au009,	136.5	,	-33.7	,
cve,,,y,y,n,n,		,co,samer,itc1,co132,	-75.73	,	9.4	,
cvf,,,y,y,n,n,		,fr,europ,itc2,fr052,	6.667	,	45.5	,
cvg,,,y,y,n,y,	oh	,us,namer,itc1,us105,	-84.67	,	39.05	,
cvh,,,y,y,n,n,	ne	,ar,samer,itc1,ar003,	-71	,	-37.92	,
cvi,,,y,y,n,n,	sc	,ar,samer,itc1,ar003,	-67.52	,	-46.43	,
cvj,,,y,y,n,n,		,mx,namer,itc1,mx168,	-99.25	,	18.92	,
cvl,,,y,y,n,n,		,pg,austl,itc3,pg,	150.1	,	-9.7	,
cvm,,,y,y,n,y,		,mx,namer,itc1,mx168,	-98.87	,	23.72	,
cvn,,,y,y,n,y,	nm	,us,namer,itc1,us108,	-103.1	,	34.42	,
cvo,,,y,y,n,n,	or	,us,namer,itc1,us110,	-123.3	,	44.5	,
cvq,,,y,y,n,y,	wa	,au,austl,itc3,au011,	113.7	,	-24.88	,
cvr,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-118.4	,	34.02	,
cvs,cvn,,y,n,n,n,	nm	,us,namer,itc1,us108,	-103.3	,	34.38	,
cvt,,,y,y,n,y,		,gb,europ,itc2,gb053,	-1.483	,	52.37	,
cvu,,,y,y,n,y,		,pt,europ,itc2,pt158,	-31.1	,	39.7	,
cwa,auw,,y,n,n,y,	wi	,us,namer,itc1,us107,	-89.67	,	44.77	,
cwb,,,y,y,n,y,	pr	,br,samer,itc1,br015,	-49.25	,	-25.4	,
cwc,,,y,y,n,y,		,ua,euras,itc2,ua127,	25.97	,	48.27	,
cwf,lch,,y,n,n,n,	la	,us,namer,itc1,us107,	-93.15	,	30.21	,
cwg,,,y,y,n,n,	ga	,us,namer,itc1,us105,	-84.88	,	32.83	,
cwi,,,y,y,n,n,	ia	,us,namer,itc1,us107,	-90.35	,	41.83	,
cwl,,,y,y,n,y,		,gb,europ,itc2,gb053,	-3.35	,	51.4	,
cwo,mwl,,y,n,n,n,	tx	,us,namer,itc1,us107,	-98.06	,	32.78	,
cwp,,,y,y,n,n,		,pk,asia,itc3,pk163,	72.37	,	33.77	,
cwr,,,y,y,n,n,	sa	,au,austl,itc3,au009,	138.3	,	-27.72	,
cws,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-122.3	,	47.6	,
cwt,,,y,y,n,n,	ns	,au,austl,itc3,au007,	148.7	,	-33.85	,
cww,,,y,y,n,n,	ns	,au,austl,itc3,au007,	146.4	,	-35.98	,
cwx,,,y,y,n,n,	az	,us,namer,itc1,us109,	-109.9	,	32.25	,
cxa,,,y,y,n,n,		,ve,samer,itc1,ve194,	-66.15	,	7.533	,
cxb,,,y,y,n,y,		,bd,asia,itc3,bd,	91.97	,	21.45	,
cxc,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-144.4	,	61.57	,
cxf,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-150.2	,	67.27	,
cxh,yvr,,y,n,n,y,	bc	,ca,namer,itc1,ca031,	-123.1	,	49.3	,
cxi,,,y,y,n,y,		,ki,austl,itc3,ki070,	-157.3	,	1.867	,
cxj,,,y,y,n,y,	rs	,br,samer,itc1,br015,	-51.18	,	-29.17	,
cxl,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-115.5	,	32.67	,
cxn,,,y,y,n,n,		,so,afric,itc2,so,	49.95	,	11.83	,
cxo,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-95.45	,	30.32	,
cxp,,,y,y,n,n,		,id,seasi,itc3,id061,	109	,	-7.733	,
cxq,,,y,y,n,n,	wa	,au,austl,itc3,au011,	125.9	,	-18.92	,
cxr,nha,,y,n,n,y,		,vn,seasi,itc3,vn,	109.2	,	11.99	,
cxt,,,y,y,n,n,	ql	,au,austl,itc3,au131,	146.3	,	-20.05	,
cxy,,,y,y,n,n,		,bs,carib,itc1,bs021,	-75.45	,	24.3	,
cya,,,y,y,n,n,		,ht,carib,itc1,ht059,	-73.78	,	18.27	,
cyb,,,y,y,n,y,		,ky,carib,itc1,ky,	-79.82	,	19.72	,
cyc,,,y,y,n,n,		,bz,camer,itc1,bz,	-88.03	,	17.7	,
cye,,,y,y,n,n,	pa	,us,namer,itc1,us105,	-75.82	,	41.2	,
cyf,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-164.2	,	60.2	,
cyg,,,y,y,n,n,	vi	,au,austl,itc3,au007,	147.9	,	-36.2	,
cyi,,,y,y,n,y,		,tw,asia,itc3,tw,	120.4	,	23.47	,
cyl,,,y,y,n,n,		,hn,camer,itc1,hn,	-86.68	,	15.48	,
cym,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-134.9	,	57.51	,
cyo,,,y,y,n,y,		,cu,carib,itc1,cu038,	-81.55	,	21.62	,
cyp,,,y,y,n,y,		,ph,pacif,itc3,ph,	124.6	,	12.08	,
cyr,,,y,y,n,y,		,uy,samer,itc1,uy114,	-57.5	,	-34.17	,
cys,,,y,y,n,y,	wy	,us,namer,itc1,us108,	-104.8	,	41.15	,
cyt,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-142.5	,	60.08	,
cyu,,,y,y,n,y,		,ph,pacif,itc3,ph,	121	,	10.85	,
cyw,,,y,y,n,n,		,mx,namer,itc1,mx168,	-100.9	,	20.55	,
cyx,,,y,y,n,y,		,ru,euras,itc2,ru147,	161.4	,	68.75	,
cyz,,,y,y,n,n,		,ph,pacif,itc3,ph,	121.8	,	16.92	,
cza,,,y,y,n,n,		,mx,namer,itc1,mx168,	-88.57	,	20.67	,
czb,,,y,y,n,n,	rs	,br,samer,itc1,br015,	-53.5	,	-28.63	,
czc,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-145.3	,	61.95	,
cze,,,y,y,n,y,		,ve,samer,itc1,ve194,	-69.67	,	11.42	,
czf,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-166	,	61.73	,
czh,,,y,y,n,y,		,bz,camer,itc1,bz,	-88.5	,	18.33	,
czj,,,y,y,n,n,		,pa,camer,itc1,pa,	-77.98	,	9.017	,
czk,,,y,y,n,n,	or	,us,namer,itc1,us110,	-121.9	,	45.67	,
czl,,,y,y,n,y,		,dz,afric,itc2,dz,	6.617	,	36.28	,
