#
# Flight frequency values for 688 airlines.
#
# [FA] Project reference: Open Travel Data (http://github.com/opentraveldata/optd)
# [FA] Generation date: 2014-04-04
# [FA] License: CC-BY-SA (http://creativecommons.org/licenses/by-sa/3.0/deed.en_US)
# [FA] Validity period:
# [FA]   From: 2014-04-03
# [FA]   To: 2014-04-09
#
# airline_code_2c^flight_freq
AA^1151732
AH^33138
LI^33061
YV^32905
8L^32754
EQ^32329
7C^31751
NI^31736
V0^31613
S2^31424
P5^31422
FZ^31168
PX^31079
VW^30972
BX^30532
H2^30487
UL^29891
KN^29733
VJ^29662
MW^29278
Z2^28766
VS^28602
2P^28587
LG^28459
7G^28372
JU^28337
LY^27859
I2^27724
OA^27319
9G^27084
HV^26960
X3^26465
HX^26349
KY^26342
8E^26313
TT^26167
K5^25997
TU^25996
CJ^25944
8C^25254
MM^25078
OU^24960
KD^24667
SI^24545
PN^24126
EN^24079
GL^24044
LM^23909
PV^23829
NU^23705
HG^23557
U6^23317
VT^23246
3A^23058
9R^22909
CG^22866
T3^22685
2K^22638
UP^22636
8P^22631
XY^22490
Z8^22389
NT^22366
ME^22059
IL^22012
IR^21800
OB^21543
RE^21458
WM^21251
BB^21159
RZ^21151
Q2^21121
BK^20822
3K^20648
MO^20601
KU^20480
6J^20140
NX^20048
WT^19311
2V^19147
PW^18668
7F^18486
YI^18402
VB^18323
9M^18209
FI^17835
3H^17801
TM^17782
A4^17680
PB^17585
YT^17568
TB^17385
TN^17341
FJ^17314
V7^17285
KF^17103
JP^17068
HY^16568
JH^16381
NS^16366
AU^16358
P6^16030
5I^16003
K2^15964
9F^15886
IX^15629
TW^15628
BM^15551
LN^15550
2N^15489
EU^15480
ZN^15478
8Q^15389
G5^15240
QV^15240
XK^15161
R7^15062
D7^14867
JO^14847
KM^14664
JV^14660
LJ^14447
K6^14414
B2^14260
KS^14167
GK^13909
GH^13769
NF^13414
TF^13291
TV^13175
TO^13064
FB^12938
5C^12919
7R^12785
NL^12549
DG^12480
KP^12433
ZI^12184
IG^12115
DC^12112
F7^12084
7I^11913
WB^11913
AP^11896
JR^11870
KK^11702
GR^11649
Q7^11616
IY^11579
2L^11513
SP^11389
5N^11326
AE^11321
WP^11264
EZ^11231
WX^11104
PL^11085
Z3^11084
KX^10997
TS^10958
QA^10935
J9^10884
7P^10759
LW^10756
YC^10730
TY^10726
DT^10717
XC^10649
5H^10609
XL^10605
UR^10536
BI^10472
D9^10457
P9^10408
YN^10308
MK^10292
5T^10234
MD^10182
IZ^10167
GE^10109
P4^10097
R3^10083
OV^10005
QS^9959
DV^9921
HS^9916
VH^9732
JY^9727
SW^9588
SY^9502
8V^9484
9V^9471
2I^9412
WK^9361
NY^9215
RX^9099
GQ^9096
4H^9055
VR^9055
TL^9000
JE^8910
8R^8800
P2^8784
BL^8550
N7^8538
B9^8519
TX^8442
M5^8418
BG^8374
I9^8348
HW^8329
P0^8222
HZ^8199
BP^8191
4W^8057
UU^8021
J2^8005
J5^7999
IO^7855
IE^7807
RI^7774
DX^7769
F2^7686
5Q^7672
OC^7588
Y7^7534
3S^7485
JB^7396
PA^7373
CU^7284
Q6^7178
WJ^7173
ST^7110
CY^6918
SL^6838
3O^6746
W4^6746
ZV^6641
TJ^6615
WW^6598
DN^6537
WG^6474
I6^6431
W5^6404
UI^6396
UO^6274
BV^6236
U7^6120
PZ^5977
7M^5967
WU^5871
I3^5651
YK^5643
FO^5439
2B^5410
V9^5366
4P^5234
T7^5162
HQ^4985
HM^4975
6T^4966
2O^4924
NQ^4791
3W^4757
S4^4744
DR^4738
SX^4668
KB^4655
SH^4565
QC^4531
RQ^4447
9U^4433
J3^4402
DU^4312
C7^4236
B5^4205
JW^4166
K3^4138
6V^4130
BU^4127
ML^4088
LC^4082
YM^4074
3L^4005
Z6^4000
8D^3977
YQ^3964
SZ^3913
W9^3896
Q9^3851
CC^3821
WC^3818
GJ^3817
GZ^3790
8T^3768
6H^3741
J4^3712
W2^3693
XG^3685
8N^3660
B7^3627
U3^3596
QL^3592
O4^3588
6L^3561
SB^3510
SS^3453
TZ^3418
3E^3416
VQ^3402
E8^3399
AW^3398
UG^3288
3G^3278
CE^3250
4Q^3212
6W^3157
ZE^3149
TC^3138
MJ^3089
VF^3079
2J^3031
A9^2991
7J^2978
I4^2935
3I^2877
3J^2874
XU^2874
SE^2866
PY^2848
HF^2827
D2^2807
QH^2804
R2^2773
OG^2719
SM^2685
UM^2668
CN^2655
BH^2650
FG^2616
M7^2571
UE^2563
ID^2562
MR^2537
RC^2488
QN^2476
3F^2406
O9^2406
9Q^2354
L5^2354
I8^2351
IS^2350
UJ^2301
NP^2204
PM^2201
7S^2198
5U^2174
EE^2144
K8^2144
PI^2125
L6^2104
E5^2103
9J^2084
8M^2044
XM^2030
EG^2000
C8^1988
2Z^1987
KG^1986
Z9^1977
S3^1941
M3^1938
Q3^1914
4G^1890
LT^1864
5E^1830
Y5^1828
E2^1827
OM^1778
FS^1757
3R^1750
3P^1742
QQ^1737
A2^1726
OR^1720
HN^1704
Y9^1691
PE^1680
RG^1677
VP^1672
JN^1632
RA^1631
V8^1622
N3^1620
S6^1597
X4^1591
2G^1588
FE^1570
B8^1568
VE^1563
ZA^1518
Q8^1501
PQ^1442
SD^1421
4M^1419
BF^1414
S9^1362
6R^1334
EC^1280
9Y^1257
DH^1256
ZD^1255
T5^1251
EF^1227
EA^1197
5V^1152
5M^1140
D4^1106
JA^1104
2E^1098
DO^1098
DZ^1098
V4^1098
8U^1097
A8^1092
UZ^1053
K7^1052
8I^1046
6I^1035
F5^1030
4N^1026
7V^996
JS^994
KR^989
4T^982
5G^972
YJ^954
M9^912
MT^910
M4^890
OJ^877
5Z^849
FN^751
L8^734
Q5^733
XV^728
2W^696
VM^679
PJ^666
RL^629
6Y^627
QU^618
LV^616
Z4^609
LP^577
BO^576
D6^574
J8^570
OX^523
8B^491
OY^471
P1^469
ON^466
BJ^452
2F^444
4K^420
E7^419
YE^419
LR^382
E9^376
4E^368
HK^367
LK^366
ZM^366
H7^365
HI^363
V3^346
H3^315
3B^314
OE^303
TE^291
5O^290
7E^268
JG^261
4D^260
UD^226
X7^210
2S^209
EB^182
HB^179
5K^163
KO^157
5P^156
LF^153
YR^152
3C^123
UY^90
B3^84
T0^67
GU^58
R6^55
HH^54
HR^54
TQ^53
WA^52
8F^44
4B^43
A5^19
OS^18
C6^9
WI^7
ZT^4
9D^0
NO^0
